episode,winner,PPO,Random
2454,PPO,1,-1
2455,PPO,1,-1
2456,Random,-1,1
2457,PPO,1,-1
2458,Random,-1,1
2459,PPO,1,-1
2460,Random,-1,1
2461,PPO,1,-1
2462,PPO,1,-1
2463,PPO,1,-1
2464,PPO,1,-1
2465,Random,-1,1
2466,PPO,1,-1
2467,PPO,1,-1
2468,PPO,1,-1
2469,PPO,1,-1
2470,Random,-1,1
2471,PPO,1,-1
2472,PPO,1,-1
2473,PPO,1,-1
2474,PPO,1,-1
2475,PPO,1,-1
2476,Random,-1,1
2477,Random,-1,1
2478,PPO,1,-1
2479,Random,-1,1
2480,PPO,1,-1
2481,PPO,1,-1
2482,PPO,1,-1
2483,PPO,1,-1
2484,PPO,1,-1
2485,Random,-1,1
2486,PPO,1,-1
2487,PPO,1,-1
2488,PPO,1,-1
2489,PPO,1,-1
2490,Random,-1,1
2491,PPO,1,-1
2492,PPO,1,-1
2493,PPO,1,-1
2494,Random,-1,1
2495,PPO,1,-1
2496,PPO,1,-1
2497,PPO,1,-1
2498,Random,-1,1
2499,PPO,1,-1
2500,PPO,1,-1
2501,PPO,1,-1
2502,PPO,1,-1
2503,PPO,1,-1
2504,PPO,1,-1
2505,Random,-1,1
2506,PPO,1,-1
2507,PPO,1,-1
2508,PPO,1,-1
2509,PPO,1,-1
2510,PPO,1,-1
2511,PPO,1,-1
2512,PPO,1,-1
2513,PPO,1,-1
2514,Random,-1,1
2515,PPO,1,-1
2516,Random,-1,1
2517,PPO,1,-1
2518,PPO,1,-1
2519,PPO,1,-1
2520,Random,-1,1
2521,PPO,1,-1
2522,Random,-1,1
2523,PPO,1,-1
2524,Random,-1,1
2525,PPO,1,-1
2526,PPO,1,-1
2527,Random,-1,1
2528,PPO,1,-1
2529,PPO,1,-1
2530,PPO,1,-1
2531,Random,-1,1
2532,PPO,1,-1
2533,PPO,1,-1
2534,PPO,1,-1
2535,PPO,1,-1
2536,PPO,1,-1
2537,PPO,1,-1
2538,Random,-1,1
2539,Random,-1,1
2540,PPO,1,-1
2541,PPO,1,-1
2542,Random,-1,1
2543,PPO,1,-1
2544,Random,-1,1
2545,PPO,1,-1
2546,PPO,1,-1
2547,PPO,1,-1
2548,Random,-1,1
2549,PPO,1,-1
2550,PPO,1,-1
2551,PPO,1,-1
2552,PPO,1,-1
2553,PPO,1,-1
2554,PPO,1,-1
2555,Random,-1,1
2556,PPO,1,-1
2557,PPO,1,-1
2558,PPO,1,-1
2559,PPO,1,-1
2560,PPO,1,-1
2561,Random,-1,1
2562,PPO,1,-1
2563,PPO,1,-1
2564,PPO,1,-1
2565,PPO,1,-1
2566,PPO,1,-1
2567,PPO,1,-1
2568,PPO,1,-1
2569,Random,-1,1
2570,PPO,1,-1
2571,Random,-1,1
2572,PPO,1,-1
2573,PPO,1,-1
2574,Random,-1,1
2575,PPO,1,-1
2576,PPO,1,-1
2577,PPO,1,-1
2578,PPO,1,-1
2579,PPO,1,-1
2580,PPO,1,-1
2581,PPO,1,-1
2582,Random,-1,1
2583,PPO,1,-1
2584,PPO,1,-1
2585,PPO,1,-1
2586,PPO,1,-1
2587,Random,-1,1
2588,PPO,1,-1
2589,Random,-1,1
2590,Random,-1,1
2591,PPO,1,-1
2592,PPO,1,-1
2593,PPO,1,-1
2594,Random,-1,1
2595,PPO,1,-1
2596,PPO,1,-1
2597,PPO,1,-1
2598,PPO,1,-1
2599,PPO,1,-1
2600,PPO,1,-1
2601,PPO,1,-1
2602,PPO,1,-1
2603,PPO,1,-1
2604,PPO,1,-1
2605,PPO,1,-1
2606,Random,-1,1
2607,Random,-1,1
2608,PPO,1,-1
2609,PPO,1,-1
2610,PPO,1,-1
2611,PPO,1,-1
2612,PPO,1,-1
2613,Random,-1,1
2614,PPO,1,-1
2615,PPO,1,-1
2616,PPO,1,-1
2617,PPO,1,-1
2618,PPO,1,-1
2619,PPO,1,-1
2620,Random,-1,1
2621,PPO,1,-1
2622,PPO,1,-1
2623,PPO,1,-1
2624,Random,-1,1
2625,PPO,1,-1
2626,PPO,1,-1
2627,PPO,1,-1
2628,PPO,1,-1
2629,PPO,1,-1
2630,PPO,1,-1
2631,PPO,1,-1
2632,PPO,1,-1
2633,Random,-1,1
2634,PPO,1,-1
2635,PPO,1,-1
2636,PPO,1,-1
2637,Random,-1,1
2638,PPO,1,-1
2639,Random,-1,1
2640,PPO,1,-1
2641,Random,-1,1
2642,PPO,1,-1
2643,PPO,1,-1
2644,PPO,1,-1
2645,Random,-1,1
2646,PPO,1,-1
2647,PPO,1,-1
2648,PPO,1,-1
2649,PPO,1,-1
2650,PPO,1,-1
2651,PPO,1,-1
2652,PPO,1,-1
2653,PPO,1,-1
2654,Random,-1,1
2655,PPO,1,-1
2656,PPO,1,-1
2657,PPO,1,-1
2658,Random,-1,1
2659,PPO,1,-1
2660,PPO,1,-1
2661,PPO,1,-1
2662,PPO,1,-1
2663,PPO,1,-1
2664,PPO,1,-1
2665,PPO,1,-1
2666,PPO,1,-1
2667,PPO,1,-1
2668,PPO,1,-1
2669,PPO,1,-1
2670,PPO,1,-1
2671,PPO,1,-1
2672,PPO,1,-1
2673,PPO,1,-1
2674,PPO,1,-1
2675,PPO,1,-1
2676,PPO,1,-1
2677,Random,-1,1
2678,PPO,1,-1
2679,PPO,1,-1
2680,PPO,1,-1
2681,PPO,1,-1
2682,PPO,1,-1
2683,PPO,1,-1
2684,PPO,1,-1
2685,PPO,1,-1
2686,PPO,1,-1
2687,PPO,1,-1
2688,Random,-1,1
2689,PPO,1,-1
2690,PPO,1,-1
2691,Random,-1,1
2692,Random,-1,1
2693,Random,-1,1
2694,PPO,1,-1
2695,PPO,1,-1
2696,PPO,1,-1
2697,PPO,1,-1
2698,PPO,1,-1
2699,Random,-1,1
2700,PPO,1,-1
2701,PPO,1,-1
2702,PPO,1,-1
2703,PPO,1,-1
2704,PPO,1,-1
2705,PPO,1,-1
2706,PPO,1,-1
2707,Random,-1,1
2708,Random,-1,1
2709,PPO,1,-1
2710,Random,-1,1
2711,PPO,1,-1
2712,PPO,1,-1
2713,PPO,1,-1
2714,PPO,1,-1
2715,PPO,1,-1
2716,PPO,1,-1
2717,PPO,1,-1
2718,PPO,1,-1
2719,PPO,1,-1
2720,PPO,1,-1
2721,Random,-1,1
2722,PPO,1,-1
2723,PPO,1,-1
2724,PPO,1,-1
2725,PPO,1,-1
2726,PPO,1,-1
2727,PPO,1,-1
2728,PPO,1,-1
2729,PPO,1,-1
2730,PPO,1,-1
2731,PPO,1,-1
2732,PPO,1,-1
2733,Random,-1,1
2734,PPO,1,-1
2735,PPO,1,-1
2736,PPO,1,-1
2737,PPO,1,-1
2738,PPO,1,-1
2739,PPO,1,-1
2740,PPO,1,-1
2741,PPO,1,-1
2742,PPO,1,-1
2743,PPO,1,-1
2744,PPO,1,-1
2745,PPO,1,-1
2746,PPO,1,-1
2747,PPO,1,-1
2748,PPO,1,-1
2749,PPO,1,-1
2750,Random,-1,1
2751,PPO,1,-1
2752,Random,-1,1
2753,PPO,1,-1
2754,PPO,1,-1
2755,PPO,1,-1
2756,Random,-1,1
2757,PPO,1,-1
2758,PPO,1,-1
2759,PPO,1,-1
2760,PPO,1,-1
2761,Random,-1,1
2762,PPO,1,-1
2763,PPO,1,-1
2764,PPO,1,-1
2765,PPO,1,-1
2766,PPO,1,-1
2767,PPO,1,-1
2768,PPO,1,-1
2769,Random,-1,1
2770,PPO,1,-1
2771,Random,-1,1
2772,Random,-1,1
2773,PPO,1,-1
2774,Random,-1,1
2775,PPO,1,-1
2776,PPO,1,-1
2777,Random,-1,1
2778,PPO,1,-1
2779,PPO,1,-1
2780,PPO,1,-1
2781,Random,-1,1
2782,PPO,1,-1
2783,PPO,1,-1
2784,PPO,1,-1
2785,PPO,1,-1
2786,PPO,1,-1
2787,PPO,1,-1
2788,PPO,1,-1
2789,PPO,1,-1
2790,Random,-1,1
2791,PPO,1,-1
2792,PPO,1,-1
2793,PPO,1,-1
2794,Random,-1,1
2795,PPO,1,-1
2796,Random,-1,1
2797,PPO,1,-1
2798,Random,-1,1
2799,Random,-1,1
2800,PPO,1,-1
2801,PPO,1,-1
2802,Random,-1,1
2803,PPO,1,-1
2804,Random,-1,1
2805,PPO,1,-1
2806,Random,-1,1
2807,PPO,1,-1
2808,PPO,1,-1
2809,PPO,1,-1
2810,PPO,1,-1
2811,PPO,1,-1
2812,PPO,1,-1
2813,Random,-1,1
2814,PPO,1,-1
2815,PPO,1,-1
2816,PPO,1,-1
2817,PPO,1,-1
2818,PPO,1,-1
2819,Random,-1,1
2820,PPO,1,-1
2821,PPO,1,-1
2822,PPO,1,-1
2823,PPO,1,-1
2824,PPO,1,-1
2825,PPO,1,-1
2826,Random,-1,1
2827,PPO,1,-1
2828,PPO,1,-1
2829,PPO,1,-1
2830,Random,-1,1
2831,PPO,1,-1
2832,PPO,1,-1
2833,Random,-1,1
2834,Random,-1,1
2835,PPO,1,-1
2836,PPO,1,-1
2837,PPO,1,-1
2838,PPO,1,-1
2839,PPO,1,-1
2840,PPO,1,-1
2841,Random,-1,1
2842,PPO,1,-1
2843,PPO,1,-1
2844,PPO,1,-1
2845,PPO,1,-1
2846,PPO,1,-1
2847,PPO,1,-1
2848,PPO,1,-1
2849,Random,-1,1
2850,Random,-1,1
2851,Random,-1,1
2852,Random,-1,1
2853,PPO,1,-1
2854,PPO,1,-1
2855,PPO,1,-1
2856,PPO,1,-1
2857,PPO,1,-1
2858,Random,-1,1
2859,PPO,1,-1
2860,Random,-1,1
2861,PPO,1,-1
2862,PPO,1,-1
2863,PPO,1,-1
2864,Random,-1,1
2865,Random,-1,1
2866,Random,-1,1
2867,PPO,1,-1
2868,PPO,1,-1
2869,PPO,1,-1
2870,PPO,1,-1
2871,PPO,1,-1
2872,Random,-1,1
2873,Random,-1,1
2874,PPO,1,-1
2875,PPO,1,-1
2876,PPO,1,-1
2877,PPO,1,-1
2878,PPO,1,-1
2879,PPO,1,-1
2880,PPO,1,-1
2881,PPO,1,-1
2882,PPO,1,-1
2883,PPO,1,-1
2884,PPO,1,-1
2885,PPO,1,-1
2886,PPO,1,-1
2887,PPO,1,-1
2888,PPO,1,-1
2889,PPO,1,-1
2890,PPO,1,-1
2891,PPO,1,-1
2892,PPO,1,-1
2893,PPO,1,-1
2894,Random,-1,1
2895,Random,-1,1
2896,PPO,1,-1
2897,PPO,1,-1
2898,PPO,1,-1
2899,PPO,1,-1
2900,Random,-1,1
2901,PPO,1,-1
2902,PPO,1,-1
2903,PPO,1,-1
2904,PPO,1,-1
2905,PPO,1,-1
2906,Random,-1,1
2907,PPO,1,-1
2908,PPO,1,-1
2909,PPO,1,-1
2910,PPO,1,-1
2911,Random,-1,1
2912,Random,-1,1
2913,PPO,1,-1
2914,Random,-1,1
2915,PPO,1,-1
2916,PPO,1,-1
2917,PPO,1,-1
2918,PPO,1,-1
2919,Random,-1,1
2920,PPO,1,-1
2921,PPO,1,-1
2922,PPO,1,-1
2923,PPO,1,-1
2924,PPO,1,-1
2925,PPO,1,-1
2926,PPO,1,-1
2927,PPO,1,-1
2928,PPO,1,-1
2929,PPO,1,-1
2930,PPO,1,-1
2931,PPO,1,-1
2932,draw,0,0
2933,PPO,1,-1
2934,Random,-1,1
2935,Random,-1,1
2936,PPO,1,-1
2937,PPO,1,-1
2938,PPO,1,-1
2939,PPO,1,-1
2940,PPO,1,-1
2941,Random,-1,1
2942,PPO,1,-1
2943,PPO,1,-1
2944,Random,-1,1
2945,PPO,1,-1
2946,PPO,1,-1
2947,PPO,1,-1
2948,PPO,1,-1
2949,Random,-1,1
2950,PPO,1,-1
2951,PPO,1,-1
2952,PPO,1,-1
2953,Random,-1,1
2954,PPO,1,-1
2955,PPO,1,-1
2956,PPO,1,-1
2957,PPO,1,-1
2958,PPO,1,-1
2959,PPO,1,-1
2960,Random,-1,1
2961,PPO,1,-1
2962,PPO,1,-1
2963,PPO,1,-1
2964,PPO,1,-1
2965,PPO,1,-1
2966,PPO,1,-1
2967,PPO,1,-1
2968,PPO,1,-1
2969,PPO,1,-1
2970,PPO,1,-1
2971,PPO,1,-1
2972,PPO,1,-1
2973,PPO,1,-1
2974,Random,-1,1
2975,PPO,1,-1
2976,PPO,1,-1
2977,PPO,1,-1
2978,PPO,1,-1
2979,PPO,1,-1
2980,Random,-1,1
2981,PPO,1,-1
2982,PPO,1,-1
2983,PPO,1,-1
2984,Random,-1,1
2985,PPO,1,-1
2986,PPO,1,-1
2987,Random,-1,1
2988,PPO,1,-1
2989,PPO,1,-1
2990,PPO,1,-1
2991,Random,-1,1
2992,PPO,1,-1
2993,PPO,1,-1
2994,PPO,1,-1
2995,PPO,1,-1
2996,PPO,1,-1
2997,PPO,1,-1
2998,PPO,1,-1
2999,PPO,1,-1
3000,PPO,1,-1
3001,Random,-1,1
3002,PPO,1,-1
3003,PPO,1,-1
3004,PPO,1,-1
3005,Random,-1,1
3006,PPO,1,-1
3007,PPO,1,-1
3008,PPO,1,-1
3009,Random,-1,1
3010,PPO,1,-1
3011,PPO,1,-1
3012,PPO,1,-1
3013,PPO,1,-1
3014,Random,-1,1
3015,PPO,1,-1
3016,PPO,1,-1
3017,PPO,1,-1
3018,PPO,1,-1
3019,Random,-1,1
3020,Random,-1,1
3021,PPO,1,-1
3022,PPO,1,-1
3023,PPO,1,-1
3024,Random,-1,1
3025,PPO,1,-1
3026,PPO,1,-1
3027,PPO,1,-1
3028,PPO,1,-1
3029,PPO,1,-1
3030,PPO,1,-1
3031,PPO,1,-1
3032,PPO,1,-1
3033,PPO,1,-1
3034,PPO,1,-1
3035,PPO,1,-1
3036,PPO,1,-1
3037,Random,-1,1
3038,PPO,1,-1
3039,PPO,1,-1
3040,PPO,1,-1
3041,PPO,1,-1
3042,PPO,1,-1
3043,PPO,1,-1
3044,Random,-1,1
3045,PPO,1,-1
3046,PPO,1,-1
3047,PPO,1,-1
3048,PPO,1,-1
3049,PPO,1,-1
3050,PPO,1,-1
3051,PPO,1,-1
3052,PPO,1,-1
3053,PPO,1,-1
3054,PPO,1,-1
3055,PPO,1,-1
3056,PPO,1,-1
3057,Random,-1,1
3058,PPO,1,-1
3059,PPO,1,-1
3060,PPO,1,-1
3061,Random,-1,1
3062,Random,-1,1
3063,PPO,1,-1
3064,PPO,1,-1
3065,PPO,1,-1
3066,Random,-1,1
3067,PPO,1,-1
3068,Random,-1,1
3069,PPO,1,-1
3070,PPO,1,-1
3071,PPO,1,-1
3072,PPO,1,-1
3073,PPO,1,-1
3074,PPO,1,-1
3075,PPO,1,-1
3076,PPO,1,-1
3077,PPO,1,-1
3078,PPO,1,-1
3079,PPO,1,-1
3080,PPO,1,-1
3081,Random,-1,1
3082,PPO,1,-1
3083,PPO,1,-1
3084,PPO,1,-1
3085,PPO,1,-1
3086,PPO,1,-1
3087,Random,-1,1
3088,PPO,1,-1
3089,PPO,1,-1
3090,Random,-1,1
3091,PPO,1,-1
3092,PPO,1,-1
3093,PPO,1,-1
3094,PPO,1,-1
3095,Random,-1,1
3096,PPO,1,-1
3097,PPO,1,-1
3098,Random,-1,1
3099,PPO,1,-1
3100,PPO,1,-1
3101,Random,-1,1
3102,Random,-1,1
3103,Random,-1,1
3104,PPO,1,-1
3105,PPO,1,-1
3106,Random,-1,1
3107,PPO,1,-1
3108,PPO,1,-1
3109,PPO,1,-1
3110,Random,-1,1
3111,PPO,1,-1
3112,Random,-1,1
3113,PPO,1,-1
3114,PPO,1,-1
3115,PPO,1,-1
3116,PPO,1,-1
3117,Random,-1,1
3118,PPO,1,-1
3119,PPO,1,-1
3120,Random,-1,1
3121,PPO,1,-1
3122,PPO,1,-1
3123,PPO,1,-1
3124,PPO,1,-1
3125,PPO,1,-1
3126,PPO,1,-1
3127,PPO,1,-1
3128,Random,-1,1
3129,PPO,1,-1
3130,PPO,1,-1
3131,PPO,1,-1
3132,PPO,1,-1
3133,Random,-1,1
3134,PPO,1,-1
3135,PPO,1,-1
3136,PPO,1,-1
3137,PPO,1,-1
3138,PPO,1,-1
3139,PPO,1,-1
3140,PPO,1,-1
3141,Random,-1,1
3142,Random,-1,1
3143,PPO,1,-1
3144,Random,-1,1
3145,Random,-1,1
3146,PPO,1,-1
3147,PPO,1,-1
3148,PPO,1,-1
3149,PPO,1,-1
3150,PPO,1,-1
3151,PPO,1,-1
3152,Random,-1,1
3153,PPO,1,-1
3154,PPO,1,-1
3155,PPO,1,-1
3156,PPO,1,-1
3157,PPO,1,-1
3158,PPO,1,-1
3159,PPO,1,-1
3160,PPO,1,-1
3161,PPO,1,-1
3162,PPO,1,-1
3163,PPO,1,-1
3164,PPO,1,-1
3165,PPO,1,-1
3166,PPO,1,-1
3167,PPO,1,-1
3168,PPO,1,-1
3169,PPO,1,-1
3170,PPO,1,-1
3171,Random,-1,1
3172,PPO,1,-1
3173,PPO,1,-1
3174,PPO,1,-1
3175,PPO,1,-1
3176,PPO,1,-1
3177,PPO,1,-1
3178,Random,-1,1
3179,PPO,1,-1
3180,PPO,1,-1
3181,PPO,1,-1
3182,PPO,1,-1
3183,PPO,1,-1
3184,PPO,1,-1
3185,PPO,1,-1
3186,PPO,1,-1
3187,PPO,1,-1
3188,Random,-1,1
3189,PPO,1,-1
3190,PPO,1,-1
3191,PPO,1,-1
3192,Random,-1,1
3193,Random,-1,1
3194,PPO,1,-1
3195,PPO,1,-1
3196,PPO,1,-1
3197,PPO,1,-1
3198,PPO,1,-1
3199,PPO,1,-1
3200,Random,-1,1
3201,PPO,1,-1
3202,Random,-1,1
3203,Random,-1,1
3204,PPO,1,-1
3205,PPO,1,-1
3206,PPO,1,-1
3207,PPO,1,-1
3208,PPO,1,-1
3209,Random,-1,1
3210,Random,-1,1
3211,PPO,1,-1
3212,PPO,1,-1
3213,PPO,1,-1
3214,PPO,1,-1
3215,PPO,1,-1
3216,PPO,1,-1
3217,Random,-1,1
3218,PPO,1,-1
3219,PPO,1,-1
3220,PPO,1,-1
3221,Random,-1,1
3222,PPO,1,-1
3223,PPO,1,-1
3224,PPO,1,-1
3225,PPO,1,-1
3226,PPO,1,-1
3227,PPO,1,-1
3228,PPO,1,-1
3229,PPO,1,-1
3230,PPO,1,-1
3231,PPO,1,-1
3232,PPO,1,-1
3233,PPO,1,-1
3234,PPO,1,-1
3235,PPO,1,-1
3236,PPO,1,-1
3237,PPO,1,-1
3238,PPO,1,-1
3239,PPO,1,-1
3240,PPO,1,-1
3241,PPO,1,-1
3242,PPO,1,-1
3243,PPO,1,-1
3244,PPO,1,-1
3245,PPO,1,-1
3246,PPO,1,-1
3247,PPO,1,-1
3248,PPO,1,-1
3249,PPO,1,-1
3250,PPO,1,-1
3251,PPO,1,-1
3252,Random,-1,1
3253,PPO,1,-1
3254,PPO,1,-1
3255,PPO,1,-1
3256,PPO,1,-1
3257,Random,-1,1
3258,PPO,1,-1
3259,Random,-1,1
3260,PPO,1,-1
3261,PPO,1,-1
3262,PPO,1,-1
3263,PPO,1,-1
3264,PPO,1,-1
3265,Random,-1,1
3266,PPO,1,-1
3267,Random,-1,1
3268,Random,-1,1
3269,PPO,1,-1
3270,PPO,1,-1
3271,PPO,1,-1
3272,PPO,1,-1
3273,PPO,1,-1
3274,PPO,1,-1
3275,PPO,1,-1
3276,PPO,1,-1
3277,PPO,1,-1
3278,PPO,1,-1
3279,PPO,1,-1
3280,Random,-1,1
3281,PPO,1,-1
3282,draw,0,0
3283,PPO,1,-1
3284,PPO,1,-1
3285,PPO,1,-1
3286,PPO,1,-1
3287,PPO,1,-1
3288,PPO,1,-1
3289,Random,-1,1
3290,PPO,1,-1
3291,PPO,1,-1
3292,PPO,1,-1
3293,PPO,1,-1
3294,Random,-1,1
3295,Random,-1,1
3296,PPO,1,-1
3297,PPO,1,-1
3298,Random,-1,1
3299,PPO,1,-1
3300,draw,0,0
3301,PPO,1,-1
3302,PPO,1,-1
3303,PPO,1,-1
3304,Random,-1,1
3305,PPO,1,-1
3306,PPO,1,-1
3307,PPO,1,-1
3308,PPO,1,-1
3309,PPO,1,-1
3310,PPO,1,-1
3311,PPO,1,-1
3312,PPO,1,-1
3313,PPO,1,-1
3314,PPO,1,-1
3315,PPO,1,-1
3316,PPO,1,-1
3317,PPO,1,-1
3318,Random,-1,1
3319,draw,0,0
3320,PPO,1,-1
3321,PPO,1,-1
3322,PPO,1,-1
3323,Random,-1,1
3324,Random,-1,1
3325,PPO,1,-1
3326,Random,-1,1
3327,Random,-1,1
3328,PPO,1,-1
3329,PPO,1,-1
3330,Random,-1,1
3331,PPO,1,-1
3332,PPO,1,-1
3333,Random,-1,1
3334,Random,-1,1
3335,PPO,1,-1
3336,PPO,1,-1
3337,Random,-1,1
3338,PPO,1,-1
3339,Random,-1,1
3340,PPO,1,-1
3341,Random,-1,1
3342,PPO,1,-1
3343,PPO,1,-1
3344,Random,-1,1
3345,PPO,1,-1
3346,Random,-1,1
3347,Random,-1,1
3348,Random,-1,1
3349,PPO,1,-1
3350,PPO,1,-1
3351,PPO,1,-1
3352,PPO,1,-1
3353,Random,-1,1
3354,PPO,1,-1
3355,PPO,1,-1
3356,Random,-1,1
3357,PPO,1,-1
3358,PPO,1,-1
3359,PPO,1,-1
3360,PPO,1,-1
3361,PPO,1,-1
3362,Random,-1,1
3363,PPO,1,-1
3364,PPO,1,-1
3365,PPO,1,-1
3366,PPO,1,-1
3367,Random,-1,1
3368,PPO,1,-1
3369,Random,-1,1
3370,Random,-1,1
3371,PPO,1,-1
3372,PPO,1,-1
3373,Random,-1,1
3374,Random,-1,1
3375,PPO,1,-1
3376,Random,-1,1
3377,Random,-1,1
3378,PPO,1,-1
3379,Random,-1,1
3380,Random,-1,1
3381,PPO,1,-1
3382,Random,-1,1
3383,PPO,1,-1
3384,PPO,1,-1
3385,PPO,1,-1
3386,PPO,1,-1
3387,Random,-1,1
3388,PPO,1,-1
3389,PPO,1,-1
3390,PPO,1,-1
3391,Random,-1,1
3392,PPO,1,-1
3393,PPO,1,-1
3394,Random,-1,1
3395,PPO,1,-1
3396,Random,-1,1
3397,Random,-1,1
3398,PPO,1,-1
3399,Random,-1,1
3400,PPO,1,-1
3401,PPO,1,-1
3402,PPO,1,-1
3403,PPO,1,-1
3404,Random,-1,1
3405,Random,-1,1
3406,PPO,1,-1
3407,Random,-1,1
3408,PPO,1,-1
3409,PPO,1,-1
3410,PPO,1,-1
3411,Random,-1,1
3412,Random,-1,1
3413,PPO,1,-1
3414,Random,-1,1
3415,Random,-1,1
3416,PPO,1,-1
3417,PPO,1,-1
3418,PPO,1,-1
3419,PPO,1,-1
3420,PPO,1,-1
3421,PPO,1,-1
3422,PPO,1,-1
3423,PPO,1,-1
3424,PPO,1,-1
3425,PPO,1,-1
3426,Random,-1,1
3427,PPO,1,-1
3428,PPO,1,-1
3429,PPO,1,-1
3430,PPO,1,-1
3431,Random,-1,1
3432,Random,-1,1
3433,PPO,1,-1
3434,PPO,1,-1
3435,PPO,1,-1
3436,Random,-1,1
3437,Random,-1,1
3438,draw,0,0
3439,PPO,1,-1
3440,Random,-1,1
3441,PPO,1,-1
3442,PPO,1,-1
3443,PPO,1,-1
3444,PPO,1,-1
3445,PPO,1,-1
3446,PPO,1,-1
3447,Random,-1,1
3448,PPO,1,-1
3449,Random,-1,1
3450,PPO,1,-1
3451,Random,-1,1
3452,PPO,1,-1
3453,PPO,1,-1
3454,PPO,1,-1
3455,PPO,1,-1
3456,Random,-1,1
3457,PPO,1,-1
3458,Random,-1,1
3459,PPO,1,-1
3460,PPO,1,-1
3461,PPO,1,-1
3462,PPO,1,-1
3463,PPO,1,-1
3464,Random,-1,1
3465,Random,-1,1
3466,Random,-1,1
3467,Random,-1,1
3468,Random,-1,1
3469,PPO,1,-1
3470,PPO,1,-1
3471,Random,-1,1
3472,Random,-1,1
3473,PPO,1,-1
3474,PPO,1,-1
3475,PPO,1,-1
3476,Random,-1,1
3477,PPO,1,-1
3478,PPO,1,-1
3479,PPO,1,-1
3480,Random,-1,1
3481,PPO,1,-1
3482,PPO,1,-1
3483,Random,-1,1
3484,PPO,1,-1
3485,PPO,1,-1
3486,Random,-1,1
3487,PPO,1,-1
3488,PPO,1,-1
3489,PPO,1,-1
3490,Random,-1,1
3491,draw,0,0
3492,PPO,1,-1
3493,PPO,1,-1
3494,PPO,1,-1
3495,Random,-1,1
3496,Random,-1,1
3497,Random,-1,1
3498,Random,-1,1
3499,Random,-1,1
3500,PPO,1,-1
3501,PPO,1,-1
3502,PPO,1,-1
3503,PPO,1,-1
3504,Random,-1,1
3505,Random,-1,1
3506,PPO,1,-1
3507,PPO,1,-1
3508,PPO,1,-1
3509,PPO,1,-1
3510,Random,-1,1
3511,Random,-1,1
3512,Random,-1,1
3513,Random,-1,1
3514,PPO,1,-1
3515,Random,-1,1
3516,PPO,1,-1
3517,PPO,1,-1
3518,PPO,1,-1
3519,PPO,1,-1
3520,PPO,1,-1
3521,Random,-1,1
3522,Random,-1,1
3523,PPO,1,-1
3524,PPO,1,-1
3525,PPO,1,-1
3526,PPO,1,-1
3527,PPO,1,-1
3528,Random,-1,1
3529,PPO,1,-1
3530,Random,-1,1
3531,PPO,1,-1
3532,PPO,1,-1
3533,Random,-1,1
3534,Random,-1,1
3535,PPO,1,-1
3536,Random,-1,1
3537,PPO,1,-1
3538,PPO,1,-1
3539,Random,-1,1
3540,Random,-1,1
3541,Random,-1,1
3542,Random,-1,1
3543,PPO,1,-1
3544,draw,0,0
3545,PPO,1,-1
3546,PPO,1,-1
3547,Random,-1,1
3548,PPO,1,-1
3549,Random,-1,1
3550,PPO,1,-1
3551,Random,-1,1
3552,Random,-1,1
3553,Random,-1,1
3554,Random,-1,1
3555,Random,-1,1
3556,PPO,1,-1
3557,PPO,1,-1
3558,PPO,1,-1
3559,PPO,1,-1
3560,PPO,1,-1
3561,PPO,1,-1
3562,Random,-1,1
3563,Random,-1,1
3564,PPO,1,-1
3565,PPO,1,-1
3566,Random,-1,1
3567,Random,-1,1
3568,PPO,1,-1
3569,PPO,1,-1
3570,Random,-1,1
3571,PPO,1,-1
3572,PPO,1,-1
3573,PPO,1,-1
3574,PPO,1,-1
3575,PPO,1,-1
3576,Random,-1,1
3577,Random,-1,1
3578,PPO,1,-1
3579,PPO,1,-1
3580,Random,-1,1
3581,PPO,1,-1
3582,Random,-1,1
3583,Random,-1,1
3584,PPO,1,-1
3585,PPO,1,-1
3586,PPO,1,-1
3587,PPO,1,-1
3588,PPO,1,-1
3589,Random,-1,1
3590,PPO,1,-1
3591,PPO,1,-1
3592,draw,0,0
3593,Random,-1,1
3594,PPO,1,-1
3595,Random,-1,1
3596,Random,-1,1
3597,PPO,1,-1
3598,Random,-1,1
3599,Random,-1,1
3600,PPO,1,-1
3601,PPO,1,-1
3602,PPO,1,-1
3603,Random,-1,1
3604,Random,-1,1
3605,Random,-1,1
3606,PPO,1,-1
3607,Random,-1,1
3608,PPO,1,-1
3609,Random,-1,1
3610,PPO,1,-1
3611,PPO,1,-1
3612,PPO,1,-1
3613,Random,-1,1
3614,PPO,1,-1
3615,PPO,1,-1
3616,PPO,1,-1
3617,PPO,1,-1
3618,PPO,1,-1
3619,PPO,1,-1
3620,Random,-1,1
3621,PPO,1,-1
3622,PPO,1,-1
3623,PPO,1,-1
3624,PPO,1,-1
3625,PPO,1,-1
3626,PPO,1,-1
3627,Random,-1,1
3628,PPO,1,-1
3629,Random,-1,1
3630,Random,-1,1
3631,Random,-1,1
3632,PPO,1,-1
3633,PPO,1,-1
3634,PPO,1,-1
3635,PPO,1,-1
3636,PPO,1,-1
3637,PPO,1,-1
3638,Random,-1,1
3639,PPO,1,-1
3640,PPO,1,-1
3641,PPO,1,-1
3642,Random,-1,1
3643,Random,-1,1
3644,PPO,1,-1
