episode,winner,PPO,Random
7202,PPO,1,-1
7203,PPO,1,-1
7204,PPO,1,-1
7205,PPO,1,-1
7206,PPO,1,-1
7207,PPO,1,-1
7208,PPO,1,-1
7209,PPO,1,-1
7210,PPO,1,-1
7211,PPO,1,-1
7212,PPO,1,-1
7213,PPO,1,-1
7214,PPO,1,-1
7215,PPO,1,-1
7216,PPO,1,-1
7217,PPO,1,-1
7218,PPO,1,-1
7219,PPO,1,-1
7220,PPO,1,-1
7221,Random,-1,1
7222,PPO,1,-1
7223,Random,-1,1
7224,PPO,1,-1
7225,PPO,1,-1
7226,PPO,1,-1
7227,PPO,1,-1
7228,PPO,1,-1
7229,PPO,1,-1
7230,PPO,1,-1
7231,PPO,1,-1
7232,PPO,1,-1
7233,PPO,1,-1
7234,Random,-1,1
7235,PPO,1,-1
7236,Random,-1,1
7237,PPO,1,-1
7238,PPO,1,-1
7239,PPO,1,-1
7240,PPO,1,-1
7241,PPO,1,-1
7242,PPO,1,-1
7243,PPO,1,-1
7244,PPO,1,-1
7245,PPO,1,-1
7246,PPO,1,-1
7247,PPO,1,-1
7248,Random,-1,1
7249,PPO,1,-1
7250,PPO,1,-1
7251,PPO,1,-1
7252,PPO,1,-1
7253,PPO,1,-1
7254,Random,-1,1
7255,PPO,1,-1
7256,PPO,1,-1
7257,PPO,1,-1
7258,PPO,1,-1
7259,PPO,1,-1
7260,PPO,1,-1
7261,Random,-1,1
7262,PPO,1,-1
7263,PPO,1,-1
7264,PPO,1,-1
7265,PPO,1,-1
7266,PPO,1,-1
7267,PPO,1,-1
7268,PPO,1,-1
7269,PPO,1,-1
7270,Random,-1,1
7271,PPO,1,-1
7272,PPO,1,-1
7273,PPO,1,-1
7274,PPO,1,-1
7275,PPO,1,-1
7276,PPO,1,-1
7277,PPO,1,-1
7278,PPO,1,-1
7279,PPO,1,-1
7280,Random,-1,1
7281,PPO,1,-1
7282,PPO,1,-1
7283,PPO,1,-1
7284,Random,-1,1
7285,PPO,1,-1
7286,PPO,1,-1
7287,PPO,1,-1
7288,PPO,1,-1
7289,PPO,1,-1
7290,PPO,1,-1
7291,Random,-1,1
7292,PPO,1,-1
7293,PPO,1,-1
7294,PPO,1,-1
7295,PPO,1,-1
7296,PPO,1,-1
7297,Random,-1,1
7298,PPO,1,-1
7299,PPO,1,-1
7300,PPO,1,-1
7301,PPO,1,-1
7302,PPO,1,-1
7303,PPO,1,-1
7304,PPO,1,-1
7305,Random,-1,1
7306,PPO,1,-1
7307,Random,-1,1
7308,Random,-1,1
7309,Random,-1,1
7310,PPO,1,-1
7311,PPO,1,-1
7312,PPO,1,-1
7313,PPO,1,-1
7314,PPO,1,-1
7315,PPO,1,-1
7316,PPO,1,-1
7317,PPO,1,-1
7318,PPO,1,-1
7319,PPO,1,-1
7320,PPO,1,-1
7321,PPO,1,-1
7322,PPO,1,-1
7323,PPO,1,-1
7324,PPO,1,-1
7325,PPO,1,-1
7326,PPO,1,-1
7327,Random,-1,1
7328,PPO,1,-1
7329,PPO,1,-1
7330,PPO,1,-1
7331,Random,-1,1
7332,PPO,1,-1
7333,PPO,1,-1
7334,Random,-1,1
7335,PPO,1,-1
7336,PPO,1,-1
7337,PPO,1,-1
7338,PPO,1,-1
7339,PPO,1,-1
7340,Random,-1,1
7341,PPO,1,-1
7342,PPO,1,-1
7343,Random,-1,1
7344,PPO,1,-1
7345,PPO,1,-1
7346,PPO,1,-1
7347,PPO,1,-1
7348,PPO,1,-1
7349,PPO,1,-1
7350,PPO,1,-1
7351,PPO,1,-1
7352,Random,-1,1
7353,PPO,1,-1
7354,PPO,1,-1
7355,PPO,1,-1
7356,PPO,1,-1
7357,PPO,1,-1
7358,PPO,1,-1
7359,PPO,1,-1
7360,PPO,1,-1
7361,PPO,1,-1
7362,PPO,1,-1
7363,PPO,1,-1
7364,Random,-1,1
7365,PPO,1,-1
7366,PPO,1,-1
7367,PPO,1,-1
7368,PPO,1,-1
7369,PPO,1,-1
7370,PPO,1,-1
7371,PPO,1,-1
7372,PPO,1,-1
7373,PPO,1,-1
7374,PPO,1,-1
7375,Random,-1,1
7376,Random,-1,1
7377,Random,-1,1
7378,PPO,1,-1
7379,PPO,1,-1
7380,PPO,1,-1
7381,PPO,1,-1
7382,Random,-1,1
7383,PPO,1,-1
7384,Random,-1,1
7385,PPO,1,-1
7386,PPO,1,-1
7387,PPO,1,-1
7388,PPO,1,-1
7389,PPO,1,-1
7390,PPO,1,-1
7391,PPO,1,-1
7392,PPO,1,-1
7393,PPO,1,-1
7394,PPO,1,-1
7395,PPO,1,-1
7396,PPO,1,-1
7397,PPO,1,-1
7398,PPO,1,-1
7399,PPO,1,-1
7400,PPO,1,-1
7401,PPO,1,-1
7402,PPO,1,-1
7403,PPO,1,-1
7404,PPO,1,-1
7405,Random,-1,1
7406,PPO,1,-1
7407,PPO,1,-1
7408,PPO,1,-1
7409,PPO,1,-1
7410,PPO,1,-1
7411,PPO,1,-1
7412,PPO,1,-1
7413,PPO,1,-1
7414,PPO,1,-1
7415,PPO,1,-1
7416,PPO,1,-1
7417,PPO,1,-1
7418,PPO,1,-1
7419,PPO,1,-1
7420,PPO,1,-1
7421,PPO,1,-1
7422,PPO,1,-1
7423,PPO,1,-1
7424,PPO,1,-1
7425,PPO,1,-1
7426,PPO,1,-1
7427,Random,-1,1
7428,PPO,1,-1
7429,PPO,1,-1
7430,PPO,1,-1
7431,PPO,1,-1
7432,PPO,1,-1
7433,PPO,1,-1
7434,PPO,1,-1
7435,PPO,1,-1
7436,PPO,1,-1
7437,PPO,1,-1
7438,PPO,1,-1
7439,PPO,1,-1
7440,PPO,1,-1
7441,PPO,1,-1
7442,PPO,1,-1
7443,Random,-1,1
7444,PPO,1,-1
7445,PPO,1,-1
7446,Random,-1,1
7447,PPO,1,-1
7448,PPO,1,-1
7449,PPO,1,-1
7450,PPO,1,-1
7451,PPO,1,-1
7452,Random,-1,1
7453,PPO,1,-1
7454,PPO,1,-1
7455,PPO,1,-1
7456,PPO,1,-1
7457,PPO,1,-1
7458,PPO,1,-1
7459,PPO,1,-1
7460,PPO,1,-1
7461,PPO,1,-1
7462,PPO,1,-1
7463,PPO,1,-1
7464,PPO,1,-1
7465,PPO,1,-1
7466,PPO,1,-1
7467,PPO,1,-1
7468,PPO,1,-1
7469,PPO,1,-1
7470,PPO,1,-1
7471,PPO,1,-1
7472,PPO,1,-1
7473,Random,-1,1
7474,PPO,1,-1
7475,PPO,1,-1
7476,PPO,1,-1
7477,Random,-1,1
7478,PPO,1,-1
7479,PPO,1,-1
7480,PPO,1,-1
7481,PPO,1,-1
7482,Random,-1,1
7483,PPO,1,-1
7484,PPO,1,-1
7485,PPO,1,-1
7486,PPO,1,-1
7487,PPO,1,-1
7488,PPO,1,-1
7489,PPO,1,-1
7490,PPO,1,-1
7491,PPO,1,-1
7492,PPO,1,-1
7493,PPO,1,-1
7494,PPO,1,-1
7495,PPO,1,-1
7496,PPO,1,-1
7497,PPO,1,-1
7498,PPO,1,-1
7499,PPO,1,-1
7500,PPO,1,-1
7501,PPO,1,-1
7502,PPO,1,-1
7503,Random,-1,1
7504,PPO,1,-1
7505,PPO,1,-1
7506,PPO,1,-1
7507,PPO,1,-1
7508,PPO,1,-1
7509,Random,-1,1
7510,PPO,1,-1
7511,PPO,1,-1
7512,PPO,1,-1
7513,Random,-1,1
7514,PPO,1,-1
7515,PPO,1,-1
7516,PPO,1,-1
7517,PPO,1,-1
7518,PPO,1,-1
7519,PPO,1,-1
7520,PPO,1,-1
7521,PPO,1,-1
7522,PPO,1,-1
7523,PPO,1,-1
7524,PPO,1,-1
7525,Random,-1,1
7526,PPO,1,-1
7527,PPO,1,-1
7528,PPO,1,-1
7529,PPO,1,-1
7530,PPO,1,-1
7531,PPO,1,-1
7532,PPO,1,-1
7533,PPO,1,-1
7534,PPO,1,-1
7535,PPO,1,-1
7536,PPO,1,-1
7537,PPO,1,-1
7538,PPO,1,-1
7539,PPO,1,-1
7540,PPO,1,-1
7541,PPO,1,-1
7542,PPO,1,-1
7543,Random,-1,1
7544,PPO,1,-1
7545,PPO,1,-1
7546,PPO,1,-1
7547,Random,-1,1
7548,Random,-1,1
7549,PPO,1,-1
7550,PPO,1,-1
7551,Random,-1,1
7552,PPO,1,-1
7553,Random,-1,1
7554,PPO,1,-1
7555,PPO,1,-1
7556,PPO,1,-1
7557,PPO,1,-1
7558,PPO,1,-1
7559,PPO,1,-1
7560,PPO,1,-1
7561,Random,-1,1
7562,PPO,1,-1
7563,PPO,1,-1
7564,Random,-1,1
7565,PPO,1,-1
7566,PPO,1,-1
7567,PPO,1,-1
7568,PPO,1,-1
7569,PPO,1,-1
7570,PPO,1,-1
7571,PPO,1,-1
7572,PPO,1,-1
7573,PPO,1,-1
7574,PPO,1,-1
7575,PPO,1,-1
7576,PPO,1,-1
7577,PPO,1,-1
7578,PPO,1,-1
7579,PPO,1,-1
7580,PPO,1,-1
7581,Random,-1,1
7582,PPO,1,-1
7583,PPO,1,-1
7584,PPO,1,-1
7585,PPO,1,-1
7586,Random,-1,1
7587,PPO,1,-1
7588,PPO,1,-1
7589,PPO,1,-1
7590,PPO,1,-1
7591,PPO,1,-1
7592,Random,-1,1
7593,PPO,1,-1
7594,Random,-1,1
7595,PPO,1,-1
7596,PPO,1,-1
7597,PPO,1,-1
7598,Random,-1,1
7599,Random,-1,1
7600,PPO,1,-1
7601,PPO,1,-1
7602,PPO,1,-1
7603,PPO,1,-1
7604,Random,-1,1
7605,PPO,1,-1
7606,PPO,1,-1
7607,PPO,1,-1
7608,PPO,1,-1
7609,PPO,1,-1
7610,PPO,1,-1
7611,PPO,1,-1
7612,PPO,1,-1
7613,PPO,1,-1
7614,PPO,1,-1
7615,Random,-1,1
7616,PPO,1,-1
7617,PPO,1,-1
7618,PPO,1,-1
7619,PPO,1,-1
7620,PPO,1,-1
7621,PPO,1,-1
7622,PPO,1,-1
7623,Random,-1,1
7624,PPO,1,-1
7625,PPO,1,-1
7626,PPO,1,-1
7627,PPO,1,-1
7628,PPO,1,-1
7629,Random,-1,1
7630,PPO,1,-1
7631,PPO,1,-1
7632,PPO,1,-1
7633,PPO,1,-1
7634,PPO,1,-1
7635,PPO,1,-1
7636,PPO,1,-1
7637,PPO,1,-1
7638,PPO,1,-1
7639,PPO,1,-1
7640,PPO,1,-1
7641,PPO,1,-1
7642,PPO,1,-1
7643,PPO,1,-1
7644,Random,-1,1
7645,PPO,1,-1
7646,PPO,1,-1
7647,PPO,1,-1
7648,PPO,1,-1
7649,Random,-1,1
7650,PPO,1,-1
7651,PPO,1,-1
7652,PPO,1,-1
7653,PPO,1,-1
7654,PPO,1,-1
7655,PPO,1,-1
7656,PPO,1,-1
7657,PPO,1,-1
7658,PPO,1,-1
7659,PPO,1,-1
7660,PPO,1,-1
7661,PPO,1,-1
7662,Random,-1,1
7663,PPO,1,-1
7664,PPO,1,-1
7665,PPO,1,-1
7666,PPO,1,-1
7667,PPO,1,-1
7668,PPO,1,-1
7669,PPO,1,-1
7670,PPO,1,-1
7671,PPO,1,-1
7672,PPO,1,-1
7673,PPO,1,-1
7674,PPO,1,-1
7675,PPO,1,-1
7676,Random,-1,1
7677,PPO,1,-1
7678,Random,-1,1
7679,PPO,1,-1
7680,PPO,1,-1
7681,PPO,1,-1
7682,PPO,1,-1
7683,PPO,1,-1
7684,PPO,1,-1
7685,PPO,1,-1
7686,Random,-1,1
7687,PPO,1,-1
7688,PPO,1,-1
7689,PPO,1,-1
7690,Random,-1,1
7691,PPO,1,-1
7692,PPO,1,-1
7693,Random,-1,1
7694,PPO,1,-1
7695,PPO,1,-1
7696,PPO,1,-1
7697,PPO,1,-1
7698,PPO,1,-1
7699,Random,-1,1
7700,PPO,1,-1
7701,PPO,1,-1
7702,PPO,1,-1
7703,PPO,1,-1
7704,PPO,1,-1
7705,PPO,1,-1
7706,PPO,1,-1
7707,PPO,1,-1
7708,PPO,1,-1
7709,PPO,1,-1
7710,PPO,1,-1
7711,PPO,1,-1
7712,PPO,1,-1
7713,PPO,1,-1
7714,PPO,1,-1
7715,PPO,1,-1
7716,Random,-1,1
7717,PPO,1,-1
7718,PPO,1,-1
7719,PPO,1,-1
7720,PPO,1,-1
7721,PPO,1,-1
7722,PPO,1,-1
7723,PPO,1,-1
7724,PPO,1,-1
7725,PPO,1,-1
7726,Random,-1,1
7727,Random,-1,1
7728,PPO,1,-1
7729,PPO,1,-1
7730,PPO,1,-1
7731,PPO,1,-1
7732,PPO,1,-1
7733,PPO,1,-1
7734,PPO,1,-1
7735,Random,-1,1
7736,PPO,1,-1
7737,PPO,1,-1
7738,PPO,1,-1
7739,PPO,1,-1
7740,PPO,1,-1
7741,PPO,1,-1
7742,PPO,1,-1
7743,PPO,1,-1
7744,PPO,1,-1
7745,PPO,1,-1
7746,PPO,1,-1
7747,Random,-1,1
7748,PPO,1,-1
7749,PPO,1,-1
7750,PPO,1,-1
7751,PPO,1,-1
7752,PPO,1,-1
7753,Random,-1,1
7754,PPO,1,-1
7755,PPO,1,-1
7756,PPO,1,-1
7757,PPO,1,-1
7758,PPO,1,-1
7759,PPO,1,-1
7760,PPO,1,-1
7761,PPO,1,-1
7762,Random,-1,1
7763,PPO,1,-1
7764,PPO,1,-1
7765,PPO,1,-1
7766,PPO,1,-1
7767,PPO,1,-1
7768,PPO,1,-1
7769,PPO,1,-1
7770,PPO,1,-1
7771,PPO,1,-1
7772,PPO,1,-1
7773,PPO,1,-1
7774,PPO,1,-1
7775,PPO,1,-1
7776,Random,-1,1
7777,PPO,1,-1
7778,PPO,1,-1
7779,PPO,1,-1
7780,PPO,1,-1
7781,Random,-1,1
7782,PPO,1,-1
7783,PPO,1,-1
7784,Random,-1,1
7785,PPO,1,-1
7786,PPO,1,-1
7787,PPO,1,-1
7788,PPO,1,-1
7789,PPO,1,-1
7790,Random,-1,1
7791,PPO,1,-1
7792,Random,-1,1
7793,PPO,1,-1
7794,PPO,1,-1
7795,PPO,1,-1
7796,PPO,1,-1
7797,PPO,1,-1
7798,PPO,1,-1
7799,PPO,1,-1
7800,PPO,1,-1
7801,PPO,1,-1
7802,PPO,1,-1
7803,PPO,1,-1
7804,PPO,1,-1
7805,PPO,1,-1
7806,PPO,1,-1
7807,PPO,1,-1
7808,Random,-1,1
7809,PPO,1,-1
7810,PPO,1,-1
7811,PPO,1,-1
7812,PPO,1,-1
7813,Random,-1,1
7814,PPO,1,-1
7815,PPO,1,-1
7816,PPO,1,-1
7817,PPO,1,-1
7818,PPO,1,-1
7819,PPO,1,-1
7820,PPO,1,-1
7821,PPO,1,-1
7822,PPO,1,-1
7823,PPO,1,-1
7824,PPO,1,-1
7825,PPO,1,-1
7826,PPO,1,-1
7827,PPO,1,-1
7828,PPO,1,-1
7829,PPO,1,-1
7830,PPO,1,-1
7831,PPO,1,-1
7832,PPO,1,-1
7833,PPO,1,-1
7834,PPO,1,-1
7835,PPO,1,-1
7836,Random,-1,1
7837,Random,-1,1
7838,Random,-1,1
7839,PPO,1,-1
7840,PPO,1,-1
7841,PPO,1,-1
7842,PPO,1,-1
7843,PPO,1,-1
7844,PPO,1,-1
7845,Random,-1,1
7846,PPO,1,-1
7847,PPO,1,-1
7848,PPO,1,-1
7849,PPO,1,-1
7850,PPO,1,-1
7851,PPO,1,-1
7852,PPO,1,-1
7853,PPO,1,-1
7854,PPO,1,-1
7855,PPO,1,-1
7856,Random,-1,1
7857,PPO,1,-1
7858,PPO,1,-1
7859,PPO,1,-1
7860,PPO,1,-1
7861,PPO,1,-1
7862,PPO,1,-1
7863,Random,-1,1
7864,PPO,1,-1
7865,PPO,1,-1
7866,PPO,1,-1
7867,PPO,1,-1
7868,PPO,1,-1
7869,PPO,1,-1
7870,PPO,1,-1
7871,PPO,1,-1
7872,PPO,1,-1
7873,PPO,1,-1
7874,Random,-1,1
7875,PPO,1,-1
7876,Random,-1,1
7877,PPO,1,-1
7878,PPO,1,-1
7879,PPO,1,-1
7880,PPO,1,-1
7881,PPO,1,-1
7882,PPO,1,-1
7883,Random,-1,1
7884,PPO,1,-1
7885,PPO,1,-1
7886,PPO,1,-1
7887,PPO,1,-1
7888,PPO,1,-1
7889,PPO,1,-1
7890,Random,-1,1
7891,PPO,1,-1
7892,PPO,1,-1
7893,PPO,1,-1
7894,PPO,1,-1
7895,PPO,1,-1
7896,PPO,1,-1
7897,PPO,1,-1
7898,PPO,1,-1
7899,PPO,1,-1
7900,PPO,1,-1
7901,Random,-1,1
7902,PPO,1,-1
7903,PPO,1,-1
7904,PPO,1,-1
7905,PPO,1,-1
7906,PPO,1,-1
7907,PPO,1,-1
7908,PPO,1,-1
7909,PPO,1,-1
7910,PPO,1,-1
7911,PPO,1,-1
7912,PPO,1,-1
7913,PPO,1,-1
7914,PPO,1,-1
7915,PPO,1,-1
7916,PPO,1,-1
7917,PPO,1,-1
7918,PPO,1,-1
7919,PPO,1,-1
7920,PPO,1,-1
7921,PPO,1,-1
7922,Random,-1,1
7923,PPO,1,-1
7924,PPO,1,-1
7925,PPO,1,-1
7926,PPO,1,-1
7927,PPO,1,-1
7928,PPO,1,-1
7929,Random,-1,1
7930,PPO,1,-1
7931,PPO,1,-1
7932,PPO,1,-1
7933,PPO,1,-1
7934,Random,-1,1
7935,PPO,1,-1
7936,PPO,1,-1
7937,Random,-1,1
7938,PPO,1,-1
7939,PPO,1,-1
7940,Random,-1,1
7941,PPO,1,-1
7942,PPO,1,-1
7943,PPO,1,-1
7944,Random,-1,1
7945,PPO,1,-1
7946,Random,-1,1
7947,PPO,1,-1
7948,PPO,1,-1
7949,PPO,1,-1
7950,PPO,1,-1
7951,PPO,1,-1
7952,Random,-1,1
7953,PPO,1,-1
7954,PPO,1,-1
7955,PPO,1,-1
7956,PPO,1,-1
7957,PPO,1,-1
7958,PPO,1,-1
7959,PPO,1,-1
7960,PPO,1,-1
7961,PPO,1,-1
7962,PPO,1,-1
7963,PPO,1,-1
7964,PPO,1,-1
7965,Random,-1,1
7966,PPO,1,-1
7967,PPO,1,-1
7968,PPO,1,-1
7969,PPO,1,-1
7970,PPO,1,-1
7971,Random,-1,1
7972,PPO,1,-1
7973,PPO,1,-1
7974,Random,-1,1
7975,PPO,1,-1
7976,PPO,1,-1
7977,PPO,1,-1
7978,PPO,1,-1
7979,PPO,1,-1
7980,PPO,1,-1
7981,PPO,1,-1
7982,PPO,1,-1
7983,PPO,1,-1
7984,PPO,1,-1
7985,PPO,1,-1
7986,PPO,1,-1
7987,PPO,1,-1
7988,Random,-1,1
7989,PPO,1,-1
7990,PPO,1,-1
7991,PPO,1,-1
7992,PPO,1,-1
7993,PPO,1,-1
7994,Random,-1,1
7995,PPO,1,-1
7996,PPO,1,-1
7997,PPO,1,-1
7998,PPO,1,-1
7999,PPO,1,-1
8000,PPO,1,-1
8001,PPO,1,-1
8002,PPO,1,-1
8003,PPO,1,-1
8004,PPO,1,-1
8005,PPO,1,-1
8006,PPO,1,-1
8007,PPO,1,-1
8008,PPO,1,-1
8009,PPO,1,-1
8010,PPO,1,-1
8011,PPO,1,-1
8012,PPO,1,-1
8013,PPO,1,-1
8014,Random,-1,1
8015,PPO,1,-1
8016,PPO,1,-1
8017,PPO,1,-1
8018,PPO,1,-1
8019,PPO,1,-1
8020,PPO,1,-1
8021,PPO,1,-1
8022,PPO,1,-1
8023,PPO,1,-1
8024,PPO,1,-1
8025,Random,-1,1
8026,PPO,1,-1
8027,PPO,1,-1
8028,PPO,1,-1
8029,PPO,1,-1
8030,PPO,1,-1
8031,PPO,1,-1
8032,PPO,1,-1
8033,PPO,1,-1
8034,PPO,1,-1
8035,PPO,1,-1
8036,PPO,1,-1
8037,PPO,1,-1
8038,Random,-1,1
8039,PPO,1,-1
8040,PPO,1,-1
8041,PPO,1,-1
8042,PPO,1,-1
8043,PPO,1,-1
8044,PPO,1,-1
8045,PPO,1,-1
8046,PPO,1,-1
8047,PPO,1,-1
8048,PPO,1,-1
8049,Random,-1,1
8050,PPO,1,-1
8051,PPO,1,-1
8052,PPO,1,-1
8053,PPO,1,-1
8054,PPO,1,-1
8055,PPO,1,-1
8056,PPO,1,-1
8057,PPO,1,-1
8058,PPO,1,-1
8059,PPO,1,-1
8060,PPO,1,-1
8061,PPO,1,-1
8062,PPO,1,-1
8063,PPO,1,-1
8064,PPO,1,-1
8065,PPO,1,-1
8066,PPO,1,-1
8067,PPO,1,-1
8068,PPO,1,-1
8069,PPO,1,-1
8070,PPO,1,-1
8071,PPO,1,-1
8072,PPO,1,-1
8073,PPO,1,-1
8074,PPO,1,-1
8075,PPO,1,-1
8076,PPO,1,-1
8077,Random,-1,1
8078,PPO,1,-1
8079,PPO,1,-1
8080,PPO,1,-1
8081,PPO,1,-1
8082,Random,-1,1
8083,PPO,1,-1
8084,PPO,1,-1
8085,Random,-1,1
8086,PPO,1,-1
8087,Random,-1,1
8088,PPO,1,-1
8089,Random,-1,1
8090,PPO,1,-1
8091,PPO,1,-1
8092,PPO,1,-1
8093,PPO,1,-1
8094,PPO,1,-1
8095,Random,-1,1
8096,Random,-1,1
8097,PPO,1,-1
8098,PPO,1,-1
8099,PPO,1,-1
8100,PPO,1,-1
8101,PPO,1,-1
8102,PPO,1,-1
8103,PPO,1,-1
8104,PPO,1,-1
8105,Random,-1,1
8106,PPO,1,-1
8107,PPO,1,-1
8108,PPO,1,-1
8109,Random,-1,1
8110,PPO,1,-1
8111,PPO,1,-1
8112,PPO,1,-1
8113,PPO,1,-1
8114,PPO,1,-1
8115,PPO,1,-1
8116,PPO,1,-1
8117,PPO,1,-1
8118,PPO,1,-1
8119,Random,-1,1
8120,Random,-1,1
8121,PPO,1,-1
8122,PPO,1,-1
8123,Random,-1,1
8124,PPO,1,-1
8125,PPO,1,-1
8126,PPO,1,-1
8127,Random,-1,1
8128,PPO,1,-1
8129,PPO,1,-1
8130,PPO,1,-1
8131,PPO,1,-1
8132,Random,-1,1
8133,PPO,1,-1
8134,PPO,1,-1
8135,PPO,1,-1
8136,PPO,1,-1
8137,PPO,1,-1
8138,PPO,1,-1
8139,PPO,1,-1
8140,PPO,1,-1
8141,Random,-1,1
8142,PPO,1,-1
8143,PPO,1,-1
8144,PPO,1,-1
8145,PPO,1,-1
8146,PPO,1,-1
8147,PPO,1,-1
8148,PPO,1,-1
8149,PPO,1,-1
8150,PPO,1,-1
8151,PPO,1,-1
8152,PPO,1,-1
8153,PPO,1,-1
8154,PPO,1,-1
8155,PPO,1,-1
8156,PPO,1,-1
8157,PPO,1,-1
8158,Random,-1,1
8159,PPO,1,-1
8160,Random,-1,1
8161,PPO,1,-1
8162,PPO,1,-1
8163,PPO,1,-1
8164,PPO,1,-1
8165,PPO,1,-1
8166,PPO,1,-1
8167,PPO,1,-1
8168,Random,-1,1
8169,PPO,1,-1
8170,PPO,1,-1
8171,PPO,1,-1
8172,PPO,1,-1
8173,PPO,1,-1
8174,Random,-1,1
8175,PPO,1,-1
8176,Random,-1,1
8177,PPO,1,-1
8178,PPO,1,-1
8179,PPO,1,-1
8180,PPO,1,-1
8181,PPO,1,-1
8182,PPO,1,-1
8183,Random,-1,1
8184,PPO,1,-1
8185,PPO,1,-1
8186,PPO,1,-1
8187,PPO,1,-1
8188,PPO,1,-1
8189,PPO,1,-1
8190,PPO,1,-1
8191,PPO,1,-1
8192,PPO,1,-1
8193,Random,-1,1
8194,PPO,1,-1
8195,PPO,1,-1
8196,PPO,1,-1
8197,PPO,1,-1
8198,PPO,1,-1
8199,PPO,1,-1
8200,PPO,1,-1
8201,PPO,1,-1
8202,PPO,1,-1
8203,Random,-1,1
8204,PPO,1,-1
8205,PPO,1,-1
8206,PPO,1,-1
8207,PPO,1,-1
8208,PPO,1,-1
8209,PPO,1,-1
8210,PPO,1,-1
8211,PPO,1,-1
8212,PPO,1,-1
8213,PPO,1,-1
8214,PPO,1,-1
8215,PPO,1,-1
8216,PPO,1,-1
8217,Random,-1,1
8218,PPO,1,-1
8219,Random,-1,1
8220,PPO,1,-1
8221,PPO,1,-1
8222,PPO,1,-1
8223,PPO,1,-1
8224,PPO,1,-1
8225,PPO,1,-1
8226,PPO,1,-1
8227,PPO,1,-1
8228,PPO,1,-1
8229,PPO,1,-1
8230,PPO,1,-1
8231,PPO,1,-1
8232,PPO,1,-1
8233,PPO,1,-1
8234,PPO,1,-1
8235,Random,-1,1
8236,Random,-1,1
8237,PPO,1,-1
8238,Random,-1,1
8239,Random,-1,1
8240,PPO,1,-1
8241,Random,-1,1
8242,PPO,1,-1
8243,PPO,1,-1
8244,PPO,1,-1
8245,PPO,1,-1
8246,PPO,1,-1
8247,Random,-1,1
8248,PPO,1,-1
8249,Random,-1,1
8250,Random,-1,1
8251,PPO,1,-1
8252,PPO,1,-1
8253,PPO,1,-1
8254,PPO,1,-1
8255,PPO,1,-1
8256,PPO,1,-1
8257,PPO,1,-1
8258,PPO,1,-1
8259,Random,-1,1
8260,Random,-1,1
8261,Random,-1,1
8262,PPO,1,-1
8263,PPO,1,-1
8264,PPO,1,-1
8265,PPO,1,-1
8266,PPO,1,-1
8267,PPO,1,-1
8268,PPO,1,-1
8269,PPO,1,-1
8270,Random,-1,1
8271,Random,-1,1
8272,PPO,1,-1
8273,Random,-1,1
8274,PPO,1,-1
8275,PPO,1,-1
8276,PPO,1,-1
8277,PPO,1,-1
8278,PPO,1,-1
8279,PPO,1,-1
8280,PPO,1,-1
8281,PPO,1,-1
8282,PPO,1,-1
8283,PPO,1,-1
8284,Random,-1,1
8285,PPO,1,-1
8286,PPO,1,-1
8287,PPO,1,-1
8288,PPO,1,-1
8289,PPO,1,-1
8290,PPO,1,-1
8291,PPO,1,-1
8292,PPO,1,-1
8293,Random,-1,1
8294,PPO,1,-1
8295,PPO,1,-1
8296,PPO,1,-1
8297,PPO,1,-1
8298,Random,-1,1
8299,PPO,1,-1
8300,PPO,1,-1
8301,PPO,1,-1
8302,PPO,1,-1
8303,Random,-1,1
8304,PPO,1,-1
8305,PPO,1,-1
8306,PPO,1,-1
8307,PPO,1,-1
8308,PPO,1,-1
8309,Random,-1,1
8310,PPO,1,-1
8311,PPO,1,-1
8312,PPO,1,-1
8313,PPO,1,-1
8314,PPO,1,-1
8315,Random,-1,1
8316,PPO,1,-1
8317,PPO,1,-1
8318,Random,-1,1
8319,PPO,1,-1
8320,Random,-1,1
8321,PPO,1,-1
8322,Random,-1,1
8323,Random,-1,1
8324,PPO,1,-1
8325,Random,-1,1
8326,Random,-1,1
8327,Random,-1,1
8328,PPO,1,-1
8329,PPO,1,-1
8330,PPO,1,-1
8331,PPO,1,-1
8332,PPO,1,-1
8333,PPO,1,-1
8334,PPO,1,-1
8335,PPO,1,-1
8336,PPO,1,-1
8337,Random,-1,1
8338,PPO,1,-1
8339,PPO,1,-1
8340,PPO,1,-1
8341,PPO,1,-1
8342,PPO,1,-1
8343,PPO,1,-1
8344,PPO,1,-1
8345,PPO,1,-1
8346,PPO,1,-1
8347,Random,-1,1
8348,PPO,1,-1
8349,PPO,1,-1
8350,PPO,1,-1
8351,Random,-1,1
8352,PPO,1,-1
8353,PPO,1,-1
8354,Random,-1,1
8355,PPO,1,-1
8356,PPO,1,-1
8357,PPO,1,-1
8358,Random,-1,1
8359,PPO,1,-1
8360,PPO,1,-1
8361,PPO,1,-1
8362,PPO,1,-1
8363,PPO,1,-1
8364,PPO,1,-1
8365,PPO,1,-1
8366,PPO,1,-1
8367,PPO,1,-1
8368,PPO,1,-1
8369,PPO,1,-1
8370,PPO,1,-1
8371,PPO,1,-1
8372,PPO,1,-1
8373,Random,-1,1
8374,Random,-1,1
8375,Random,-1,1
8376,PPO,1,-1
8377,PPO,1,-1
8378,PPO,1,-1
8379,Random,-1,1
8380,PPO,1,-1
