episode,winner,PPO,PPO_2
5460,PPO,1,-1
5461,PPO_2,-1,1
5462,PPO,1,-1
5463,PPO_2,-1,1
5464,PPO_2,-1,1
5465,PPO_2,-1,1
5466,PPO_2,-1,1
5467,PPO,1,-1
5468,PPO_2,-1,1
5469,PPO,1,-1
5470,PPO,1,-1
5471,PPO_2,-1,1
5472,PPO_2,-1,1
5473,PPO_2,-1,1
5474,PPO_2,-1,1
5475,PPO,1,-1
5476,PPO,1,-1
5477,PPO,1,-1
5478,PPO,1,-1
5479,PPO_2,-1,1
5480,PPO,1,-1
5481,PPO_2,-1,1
5482,PPO,1,-1
5483,PPO_2,-1,1
5484,PPO,1,-1
5485,PPO,1,-1
5486,PPO_2,-1,1
5487,PPO_2,-1,1
5488,PPO,1,-1
5489,PPO_2,-1,1
5490,PPO_2,-1,1
5491,PPO_2,-1,1
5492,PPO,1,-1
5493,PPO,1,-1
5494,PPO,1,-1
5495,PPO_2,-1,1
5496,PPO_2,-1,1
5497,PPO_2,-1,1
5498,PPO,1,-1
5499,PPO,1,-1
5500,PPO,1,-1
5501,PPO_2,-1,1
5502,PPO_2,-1,1
5503,PPO_2,-1,1
5504,PPO_2,-1,1
5505,PPO_2,-1,1
5506,PPO_2,-1,1
5507,PPO,1,-1
5508,PPO_2,-1,1
5509,PPO,1,-1
5510,PPO,1,-1
5511,PPO,1,-1
5512,PPO,1,-1
5513,PPO,1,-1
5514,PPO_2,-1,1
5515,PPO_2,-1,1
5516,PPO,1,-1
5517,PPO,1,-1
5518,PPO_2,-1,1
5519,PPO_2,-1,1
5520,PPO_2,-1,1
5521,PPO,1,-1
5522,PPO,1,-1
5523,PPO_2,-1,1
5524,PPO_2,-1,1
5525,PPO_2,-1,1
5526,PPO_2,-1,1
5527,PPO,1,-1
5528,PPO,1,-1
5529,PPO_2,-1,1
5530,PPO_2,-1,1
5531,PPO_2,-1,1
5532,PPO_2,-1,1
5533,PPO,1,-1
5534,PPO_2,-1,1
5535,PPO_2,-1,1
5536,PPO,1,-1
5537,PPO_2,-1,1
5538,PPO_2,-1,1
5539,PPO,1,-1
5540,PPO_2,-1,1
5541,PPO,1,-1
5542,PPO_2,-1,1
5543,PPO_2,-1,1
5544,PPO_2,-1,1
5545,PPO_2,-1,1
5546,PPO_2,-1,1
5547,PPO_2,-1,1
5548,PPO_2,-1,1
5549,PPO_2,-1,1
5550,PPO,1,-1
5551,PPO_2,-1,1
5552,PPO_2,-1,1
5553,PPO,1,-1
5554,PPO,1,-1
5555,PPO,1,-1
5556,PPO,1,-1
5557,PPO_2,-1,1
5558,PPO_2,-1,1
5559,PPO,1,-1
5560,PPO,1,-1
5561,PPO,1,-1
5562,PPO,1,-1
5563,PPO_2,-1,1
5564,PPO_2,-1,1
5565,PPO,1,-1
5566,PPO_2,-1,1
5567,PPO,1,-1
5568,PPO,1,-1
5569,PPO_2,-1,1
5570,PPO_2,-1,1
5571,PPO_2,-1,1
5572,PPO_2,-1,1
5573,PPO_2,-1,1
5574,PPO,1,-1
5575,PPO_2,-1,1
5576,PPO_2,-1,1
5577,PPO,1,-1
5578,PPO,1,-1
5579,PPO_2,-1,1
5580,PPO_2,-1,1
5581,PPO,1,-1
5582,PPO_2,-1,1
5583,PPO_2,-1,1
5584,PPO_2,-1,1
5585,PPO,1,-1
5586,PPO,1,-1
5587,PPO_2,-1,1
5588,PPO,1,-1
5589,PPO_2,-1,1
5590,PPO,1,-1
5591,PPO,1,-1
5592,PPO,1,-1
5593,PPO_2,-1,1
5594,PPO,1,-1
5595,PPO_2,-1,1
5596,PPO_2,-1,1
5597,PPO,1,-1
5598,PPO_2,-1,1
5599,PPO,1,-1
5600,PPO,1,-1
5601,PPO,1,-1
5602,PPO_2,-1,1
5603,PPO,1,-1
5604,PPO_2,-1,1
5605,PPO,1,-1
5606,PPO,1,-1
5607,PPO_2,-1,1
5608,PPO,1,-1
5609,PPO,1,-1
5610,PPO_2,-1,1
5611,PPO,1,-1
5612,PPO_2,-1,1
5613,PPO_2,-1,1
5614,PPO_2,-1,1
5615,PPO_2,-1,1
5616,PPO,1,-1
5617,PPO_2,-1,1
5618,PPO_2,-1,1
5619,PPO_2,-1,1
5620,PPO,1,-1
5621,PPO,1,-1
5622,PPO,1,-1
5623,PPO_2,-1,1
5624,PPO_2,-1,1
5625,PPO,1,-1
5626,PPO,1,-1
5627,PPO_2,-1,1
5628,PPO_2,-1,1
5629,PPO,1,-1
5630,PPO_2,-1,1
5631,PPO_2,-1,1
5632,PPO,1,-1
5633,PPO,1,-1
5634,PPO_2,-1,1
5635,PPO_2,-1,1
5636,PPO_2,-1,1
5637,PPO_2,-1,1
5638,PPO_2,-1,1
5639,PPO_2,-1,1
5640,PPO,1,-1
5641,PPO_2,-1,1
5642,PPO,1,-1
5643,PPO,1,-1
5644,PPO,1,-1
5645,PPO,1,-1
5646,PPO_2,-1,1
5647,PPO,1,-1
5648,PPO,1,-1
5649,PPO,1,-1
5650,PPO,1,-1
5651,PPO_2,-1,1
5652,PPO,1,-1
5653,PPO_2,-1,1
5654,PPO,1,-1
5655,PPO,1,-1
5656,PPO_2,-1,1
5657,PPO_2,-1,1
5658,PPO_2,-1,1
5659,PPO,1,-1
5660,PPO_2,-1,1
5661,PPO_2,-1,1
5662,PPO,1,-1
5663,PPO_2,-1,1
5664,PPO,1,-1
5665,PPO_2,-1,1
5666,PPO_2,-1,1
5667,PPO,1,-1
5668,PPO_2,-1,1
5669,PPO,1,-1
5670,PPO,1,-1
5671,PPO_2,-1,1
5672,PPO,1,-1
5673,PPO,1,-1
5674,PPO_2,-1,1
5675,PPO_2,-1,1
5676,PPO,1,-1
5677,PPO,1,-1
5678,PPO,1,-1
5679,PPO_2,-1,1
5680,PPO_2,-1,1
5681,PPO,1,-1
5682,PPO,1,-1
5683,PPO,1,-1
5684,PPO,1,-1
5685,PPO,1,-1
5686,PPO,1,-1
5687,PPO_2,-1,1
5688,PPO,1,-1
5689,PPO,1,-1
5690,PPO_2,-1,1
5691,PPO,1,-1
5692,PPO,1,-1
5693,PPO_2,-1,1
5694,PPO,1,-1
5695,PPO_2,-1,1
5696,PPO,1,-1
5697,PPO,1,-1
5698,PPO,1,-1
5699,PPO_2,-1,1
5700,PPO_2,-1,1
5701,PPO_2,-1,1
5702,PPO,1,-1
5703,PPO,1,-1
5704,PPO,1,-1
5705,PPO_2,-1,1
5706,PPO_2,-1,1
5707,PPO_2,-1,1
5708,PPO_2,-1,1
5709,PPO,1,-1
5710,PPO,1,-1
5711,PPO,1,-1
5712,PPO,1,-1
5713,PPO,1,-1
5714,PPO,1,-1
5715,PPO_2,-1,1
5716,PPO_2,-1,1
5717,PPO,1,-1
5718,PPO_2,-1,1
5719,PPO,1,-1
5720,PPO_2,-1,1
5721,PPO,1,-1
5722,PPO_2,-1,1
5723,PPO_2,-1,1
5724,PPO,1,-1
5725,PPO,1,-1
5726,PPO,1,-1
5727,PPO,1,-1
5728,PPO,1,-1
5729,PPO,1,-1
5730,PPO,1,-1
5731,PPO,1,-1
5732,PPO_2,-1,1
5733,PPO,1,-1
5734,PPO_2,-1,1
5735,PPO_2,-1,1
5736,PPO_2,-1,1
5737,PPO,1,-1
5738,PPO,1,-1
5739,PPO,1,-1
5740,PPO_2,-1,1
5741,PPO_2,-1,1
5742,PPO_2,-1,1
5743,PPO,1,-1
5744,PPO_2,-1,1
5745,PPO_2,-1,1
5746,PPO,1,-1
5747,PPO_2,-1,1
5748,PPO_2,-1,1
5749,PPO,1,-1
5750,PPO,1,-1
5751,PPO_2,-1,1
5752,PPO,1,-1
5753,PPO,1,-1
5754,PPO_2,-1,1
5755,PPO,1,-1
5756,PPO,1,-1
5757,PPO,1,-1
5758,PPO,1,-1
5759,PPO,1,-1
5760,PPO_2,-1,1
5761,PPO_2,-1,1
5762,PPO_2,-1,1
5763,PPO,1,-1
5764,PPO,1,-1
5765,PPO_2,-1,1
5766,PPO,1,-1
5767,PPO,1,-1
5768,PPO,1,-1
5769,PPO_2,-1,1
5770,PPO,1,-1
5771,PPO,1,-1
5772,PPO,1,-1
5773,PPO_2,-1,1
5774,PPO_2,-1,1
5775,PPO_2,-1,1
5776,PPO_2,-1,1
5777,PPO_2,-1,1
5778,PPO_2,-1,1
5779,PPO,1,-1
5780,PPO,1,-1
5781,PPO,1,-1
5782,PPO,1,-1
5783,PPO,1,-1
5784,PPO_2,-1,1
5785,PPO_2,-1,1
5786,PPO_2,-1,1
5787,PPO,1,-1
5788,PPO_2,-1,1
5789,PPO,1,-1
5790,PPO,1,-1
5791,PPO,1,-1
5792,PPO,1,-1
5793,PPO,1,-1
5794,PPO_2,-1,1
5795,PPO,1,-1
5796,PPO,1,-1
5797,PPO,1,-1
5798,PPO_2,-1,1
5799,PPO,1,-1
5800,PPO,1,-1
5801,PPO_2,-1,1
5802,PPO_2,-1,1
5803,PPO,1,-1
5804,PPO_2,-1,1
5805,PPO,1,-1
5806,PPO_2,-1,1
5807,PPO,1,-1
5808,PPO_2,-1,1
5809,PPO,1,-1
5810,PPO_2,-1,1
5811,PPO_2,-1,1
5812,PPO_2,-1,1
5813,PPO_2,-1,1
5814,PPO_2,-1,1
5815,PPO_2,-1,1
5816,PPO_2,-1,1
5817,PPO_2,-1,1
5818,PPO,1,-1
5819,PPO_2,-1,1
5820,PPO_2,-1,1
5821,PPO_2,-1,1
5822,PPO,1,-1
5823,PPO_2,-1,1
5824,PPO_2,-1,1
5825,PPO_2,-1,1
5826,PPO_2,-1,1
5827,PPO,1,-1
5828,PPO_2,-1,1
5829,PPO_2,-1,1
5830,PPO,1,-1
5831,PPO,1,-1
5832,PPO_2,-1,1
5833,PPO,1,-1
5834,PPO_2,-1,1
5835,PPO,1,-1
5836,PPO_2,-1,1
5837,PPO,1,-1
5838,PPO_2,-1,1
5839,PPO,1,-1
5840,PPO,1,-1
5841,PPO,1,-1
5842,PPO_2,-1,1
5843,PPO,1,-1
5844,PPO,1,-1
5845,PPO_2,-1,1
5846,PPO,1,-1
5847,PPO,1,-1
5848,PPO,1,-1
5849,PPO_2,-1,1
5850,PPO_2,-1,1
5851,PPO_2,-1,1
5852,PPO_2,-1,1
5853,PPO_2,-1,1
5854,PPO,1,-1
5855,PPO,1,-1
5856,PPO,1,-1
5857,PPO_2,-1,1
5858,PPO_2,-1,1
5859,PPO_2,-1,1
5860,PPO_2,-1,1
5861,PPO,1,-1
5862,PPO_2,-1,1
5863,PPO_2,-1,1
5864,PPO,1,-1
5865,PPO_2,-1,1
5866,PPO_2,-1,1
5867,PPO_2,-1,1
5868,PPO,1,-1
5869,PPO,1,-1
5870,PPO_2,-1,1
5871,PPO,1,-1
5872,PPO_2,-1,1
5873,PPO_2,-1,1
5874,PPO_2,-1,1
5875,PPO_2,-1,1
5876,PPO_2,-1,1
5877,PPO_2,-1,1
5878,PPO_2,-1,1
5879,PPO,1,-1
5880,PPO,1,-1
5881,PPO,1,-1
5882,PPO,1,-1
5883,PPO,1,-1
5884,PPO,1,-1
5885,PPO_2,-1,1
5886,PPO,1,-1
5887,PPO_2,-1,1
5888,PPO,1,-1
5889,PPO,1,-1
5890,PPO_2,-1,1
5891,PPO_2,-1,1
5892,PPO_2,-1,1
5893,PPO,1,-1
5894,PPO_2,-1,1
5895,PPO,1,-1
5896,PPO_2,-1,1
5897,PPO_2,-1,1
5898,PPO,1,-1
5899,PPO_2,-1,1
5900,PPO,1,-1
5901,PPO_2,-1,1
5902,PPO,1,-1
5903,PPO,1,-1
5904,PPO_2,-1,1
5905,PPO,1,-1
5906,PPO_2,-1,1
5907,PPO,1,-1
5908,PPO,1,-1
5909,PPO_2,-1,1
5910,PPO,1,-1
5911,PPO_2,-1,1
5912,PPO_2,-1,1
5913,PPO,1,-1
5914,PPO,1,-1
5915,PPO_2,-1,1
5916,PPO,1,-1
5917,PPO_2,-1,1
5918,PPO,1,-1
5919,PPO_2,-1,1
5920,PPO,1,-1
5921,PPO,1,-1
5922,PPO_2,-1,1
5923,PPO,1,-1
5924,PPO,1,-1
5925,PPO_2,-1,1
5926,PPO,1,-1
5927,PPO,1,-1
5928,PPO_2,-1,1
5929,PPO,1,-1
5930,PPO_2,-1,1
5931,PPO_2,-1,1
5932,PPO,1,-1
5933,PPO,1,-1
5934,PPO_2,-1,1
5935,PPO_2,-1,1
5936,PPO_2,-1,1
5937,PPO_2,-1,1
5938,PPO_2,-1,1
5939,PPO,1,-1
5940,PPO_2,-1,1
5941,PPO_2,-1,1
5942,PPO_2,-1,1
5943,PPO,1,-1
5944,PPO,1,-1
5945,PPO_2,-1,1
5946,PPO_2,-1,1
5947,PPO_2,-1,1
5948,PPO,1,-1
5949,PPO_2,-1,1
5950,PPO_2,-1,1
5951,PPO,1,-1
5952,PPO,1,-1
5953,PPO,1,-1
5954,PPO_2,-1,1
5955,PPO_2,-1,1
5956,PPO_2,-1,1
5957,PPO,1,-1
5958,PPO,1,-1
5959,PPO,1,-1
5960,PPO_2,-1,1
5961,PPO_2,-1,1
5962,PPO_2,-1,1
5963,PPO_2,-1,1
5964,PPO,1,-1
5965,PPO,1,-1
5966,PPO,1,-1
5967,PPO_2,-1,1
5968,PPO_2,-1,1
5969,PPO_2,-1,1
5970,PPO,1,-1
5971,PPO_2,-1,1
5972,PPO_2,-1,1
5973,PPO,1,-1
5974,PPO_2,-1,1
5975,PPO,1,-1
5976,PPO_2,-1,1
5977,PPO,1,-1
5978,PPO_2,-1,1
5979,PPO_2,-1,1
5980,PPO,1,-1
5981,PPO,1,-1
5982,PPO,1,-1
5983,PPO,1,-1
5984,PPO_2,-1,1
5985,PPO,1,-1
5986,PPO_2,-1,1
5987,PPO_2,-1,1
5988,PPO,1,-1
5989,PPO_2,-1,1
5990,PPO,1,-1
5991,PPO_2,-1,1
5992,PPO,1,-1
5993,PPO_2,-1,1
5994,PPO,1,-1
5995,PPO_2,-1,1
5996,PPO,1,-1
5997,PPO_2,-1,1
5998,PPO_2,-1,1
5999,PPO_2,-1,1
6000,PPO,1,-1
6001,PPO,1,-1
6002,PPO_2,-1,1
6003,PPO_2,-1,1
6004,PPO_2,-1,1
6005,PPO,1,-1
6006,PPO_2,-1,1
6007,PPO_2,-1,1
6008,PPO,1,-1
6009,PPO,1,-1
6010,PPO_2,-1,1
6011,PPO_2,-1,1
6012,PPO,1,-1
6013,PPO_2,-1,1
6014,PPO_2,-1,1
6015,PPO,1,-1
6016,PPO,1,-1
6017,PPO_2,-1,1
6018,PPO_2,-1,1
6019,PPO_2,-1,1
6020,PPO_2,-1,1
6021,PPO_2,-1,1
6022,PPO_2,-1,1
6023,PPO_2,-1,1
6024,PPO_2,-1,1
6025,PPO_2,-1,1
6026,PPO_2,-1,1
6027,PPO,1,-1
6028,PPO_2,-1,1
6029,PPO,1,-1
6030,PPO,1,-1
6031,PPO,1,-1
6032,PPO_2,-1,1
6033,PPO_2,-1,1
6034,PPO_2,-1,1
6035,PPO,1,-1
6036,PPO_2,-1,1
6037,PPO_2,-1,1
6038,PPO_2,-1,1
6039,PPO,1,-1
6040,PPO,1,-1
6041,PPO,1,-1
6042,PPO_2,-1,1
6043,PPO_2,-1,1
6044,PPO_2,-1,1
6045,PPO_2,-1,1
6046,PPO,1,-1
6047,PPO_2,-1,1
6048,PPO_2,-1,1
6049,PPO,1,-1
6050,PPO,1,-1
6051,PPO,1,-1
6052,PPO_2,-1,1
6053,PPO,1,-1
6054,PPO,1,-1
6055,PPO,1,-1
6056,PPO_2,-1,1
6057,PPO,1,-1
6058,PPO_2,-1,1
6059,PPO,1,-1
6060,PPO_2,-1,1
6061,PPO_2,-1,1
6062,PPO,1,-1
6063,PPO,1,-1
6064,PPO,1,-1
6065,PPO,1,-1
6066,PPO_2,-1,1
6067,PPO,1,-1
6068,PPO,1,-1
6069,PPO,1,-1
6070,PPO_2,-1,1
6071,PPO_2,-1,1
6072,PPO,1,-1
6073,PPO_2,-1,1
6074,PPO,1,-1
6075,PPO,1,-1
6076,PPO_2,-1,1
6077,PPO,1,-1
6078,PPO,1,-1
6079,PPO,1,-1
6080,PPO_2,-1,1
6081,PPO,1,-1
6082,PPO,1,-1
6083,PPO,1,-1
6084,PPO_2,-1,1
6085,PPO_2,-1,1
6086,PPO_2,-1,1
6087,PPO,1,-1
6088,PPO_2,-1,1
6089,PPO,1,-1
6090,PPO_2,-1,1
6091,PPO_2,-1,1
6092,PPO_2,-1,1
6093,PPO,1,-1
6094,PPO,1,-1
6095,PPO,1,-1
6096,PPO,1,-1
6097,PPO_2,-1,1
6098,PPO,1,-1
6099,PPO,1,-1
6100,PPO_2,-1,1
6101,PPO,1,-1
6102,PPO_2,-1,1
6103,PPO_2,-1,1
6104,PPO,1,-1
6105,PPO,1,-1
6106,PPO_2,-1,1
6107,PPO,1,-1
6108,PPO_2,-1,1
6109,PPO_2,-1,1
6110,PPO,1,-1
6111,PPO_2,-1,1
6112,PPO,1,-1
6113,PPO_2,-1,1
6114,PPO,1,-1
6115,PPO,1,-1
6116,PPO_2,-1,1
6117,PPO_2,-1,1
6118,PPO_2,-1,1
6119,PPO_2,-1,1
6120,PPO_2,-1,1
6121,PPO_2,-1,1
6122,PPO_2,-1,1
6123,PPO,1,-1
6124,PPO,1,-1
6125,PPO,1,-1
6126,PPO,1,-1
6127,PPO_2,-1,1
6128,PPO_2,-1,1
6129,PPO,1,-1
6130,PPO_2,-1,1
6131,PPO_2,-1,1
6132,PPO_2,-1,1
6133,PPO,1,-1
6134,PPO_2,-1,1
6135,PPO,1,-1
6136,PPO_2,-1,1
6137,PPO_2,-1,1
6138,PPO,1,-1
6139,PPO_2,-1,1
6140,PPO,1,-1
6141,PPO,1,-1
6142,PPO_2,-1,1
6143,PPO_2,-1,1
6144,PPO,1,-1
6145,PPO,1,-1
6146,PPO,1,-1
6147,PPO,1,-1
6148,PPO_2,-1,1
6149,PPO_2,-1,1
6150,PPO,1,-1
6151,PPO_2,-1,1
6152,PPO,1,-1
6153,PPO,1,-1
6154,PPO,1,-1
6155,PPO_2,-1,1
6156,PPO_2,-1,1
6157,PPO,1,-1
6158,PPO,1,-1
6159,PPO_2,-1,1
6160,PPO,1,-1
6161,PPO_2,-1,1
6162,PPO_2,-1,1
6163,PPO_2,-1,1
6164,PPO,1,-1
6165,PPO_2,-1,1
6166,PPO_2,-1,1
6167,PPO_2,-1,1
6168,PPO_2,-1,1
6169,PPO,1,-1
6170,PPO_2,-1,1
6171,PPO_2,-1,1
6172,PPO,1,-1
6173,PPO,1,-1
6174,PPO_2,-1,1
6175,PPO_2,-1,1
6176,PPO,1,-1
6177,PPO,1,-1
6178,PPO_2,-1,1
6179,PPO_2,-1,1
6180,PPO,1,-1
6181,PPO_2,-1,1
6182,PPO_2,-1,1
6183,PPO,1,-1
6184,PPO_2,-1,1
6185,PPO,1,-1
6186,PPO_2,-1,1
6187,PPO_2,-1,1
6188,PPO_2,-1,1
6189,PPO_2,-1,1
6190,PPO_2,-1,1
6191,PPO_2,-1,1
6192,PPO_2,-1,1
6193,PPO_2,-1,1
6194,PPO,1,-1
6195,PPO_2,-1,1
6196,PPO_2,-1,1
6197,PPO_2,-1,1
6198,PPO_2,-1,1
6199,PPO,1,-1
6200,PPO,1,-1
6201,PPO,1,-1
6202,PPO,1,-1
6203,PPO_2,-1,1
6204,PPO,1,-1
6205,PPO,1,-1
6206,PPO,1,-1
6207,PPO_2,-1,1
6208,PPO,1,-1
6209,PPO,1,-1
6210,PPO,1,-1
6211,PPO_2,-1,1
6212,PPO_2,-1,1
6213,PPO,1,-1
6214,PPO,1,-1
6215,PPO,1,-1
6216,PPO_2,-1,1
6217,PPO,1,-1
6218,PPO,1,-1
6219,PPO,1,-1
6220,PPO_2,-1,1
6221,PPO,1,-1
6222,PPO,1,-1
6223,PPO_2,-1,1
6224,PPO_2,-1,1
6225,PPO,1,-1
6226,PPO,1,-1
6227,PPO_2,-1,1
6228,PPO_2,-1,1
6229,PPO_2,-1,1
6230,PPO,1,-1
6231,PPO,1,-1
6232,PPO_2,-1,1
6233,PPO_2,-1,1
6234,PPO,1,-1
6235,PPO_2,-1,1
6236,PPO,1,-1
6237,PPO_2,-1,1
6238,PPO,1,-1
6239,PPO,1,-1
6240,PPO_2,-1,1
6241,PPO,1,-1
6242,PPO,1,-1
6243,PPO,1,-1
6244,PPO_2,-1,1
6245,PPO,1,-1
6246,PPO,1,-1
6247,PPO,1,-1
6248,PPO_2,-1,1
6249,PPO_2,-1,1
6250,PPO_2,-1,1
6251,PPO_2,-1,1
6252,PPO,1,-1
6253,PPO_2,-1,1
6254,PPO,1,-1
6255,PPO_2,-1,1
6256,PPO,1,-1
6257,PPO,1,-1
6258,PPO,1,-1
6259,PPO,1,-1
6260,PPO,1,-1
6261,PPO,1,-1
6262,PPO,1,-1
6263,PPO,1,-1
6264,PPO_2,-1,1
6265,PPO,1,-1
6266,PPO_2,-1,1
6267,PPO,1,-1
6268,PPO,1,-1
6269,PPO_2,-1,1
6270,PPO_2,-1,1
6271,PPO_2,-1,1
6272,PPO,1,-1
6273,PPO_2,-1,1
6274,PPO_2,-1,1
6275,PPO_2,-1,1
6276,PPO,1,-1
6277,PPO_2,-1,1
6278,PPO,1,-1
6279,PPO,1,-1
6280,PPO_2,-1,1
6281,PPO,1,-1
6282,PPO,1,-1
6283,PPO,1,-1
6284,PPO_2,-1,1
6285,PPO_2,-1,1
6286,PPO_2,-1,1
6287,PPO_2,-1,1
6288,PPO_2,-1,1
6289,PPO,1,-1
6290,PPO_2,-1,1
6291,PPO_2,-1,1
6292,PPO_2,-1,1
6293,PPO_2,-1,1
6294,PPO_2,-1,1
6295,PPO_2,-1,1
6296,PPO_2,-1,1
6297,PPO_2,-1,1
6298,PPO,1,-1
6299,PPO,1,-1
6300,PPO,1,-1
6301,PPO,1,-1
6302,PPO,1,-1
6303,PPO,1,-1
6304,PPO_2,-1,1
6305,PPO_2,-1,1
6306,PPO_2,-1,1
6307,PPO,1,-1
6308,PPO_2,-1,1
6309,PPO_2,-1,1
6310,PPO,1,-1
6311,PPO,1,-1
6312,PPO,1,-1
6313,PPO,1,-1
6314,PPO_2,-1,1
6315,PPO_2,-1,1
6316,PPO,1,-1
6317,PPO_2,-1,1
6318,PPO,1,-1
6319,PPO,1,-1
6320,PPO,1,-1
6321,PPO,1,-1
6322,PPO,1,-1
6323,PPO,1,-1
6324,PPO,1,-1
6325,PPO,1,-1
6326,PPO,1,-1
6327,PPO_2,-1,1
6328,PPO,1,-1
6329,PPO,1,-1
6330,PPO_2,-1,1
6331,PPO_2,-1,1
6332,PPO,1,-1
6333,PPO,1,-1
6334,PPO,1,-1
6335,PPO,1,-1
6336,PPO,1,-1
6337,PPO_2,-1,1
6338,PPO_2,-1,1
6339,PPO_2,-1,1
6340,PPO_2,-1,1
6341,PPO_2,-1,1
6342,PPO_2,-1,1
6343,PPO_2,-1,1
6344,PPO_2,-1,1
6345,PPO,1,-1
6346,PPO_2,-1,1
6347,PPO,1,-1
6348,PPO,1,-1
6349,PPO,1,-1
6350,PPO_2,-1,1
6351,PPO,1,-1
6352,PPO,1,-1
6353,PPO,1,-1
6354,PPO,1,-1
6355,PPO,1,-1
6356,PPO,1,-1
6357,PPO_2,-1,1
6358,PPO,1,-1
6359,PPO,1,-1
6360,PPO,1,-1
6361,PPO_2,-1,1
6362,PPO_2,-1,1
6363,PPO_2,-1,1
6364,PPO_2,-1,1
6365,PPO,1,-1
6366,PPO,1,-1
6367,PPO_2,-1,1
6368,PPO_2,-1,1
6369,PPO_2,-1,1
6370,PPO,1,-1
6371,PPO,1,-1
6372,PPO,1,-1
6373,PPO,1,-1
6374,PPO,1,-1
6375,PPO_2,-1,1
6376,PPO,1,-1
6377,PPO_2,-1,1
6378,PPO,1,-1
6379,PPO_2,-1,1
6380,PPO_2,-1,1
6381,PPO,1,-1
6382,PPO,1,-1
6383,PPO_2,-1,1
6384,PPO,1,-1
6385,PPO,1,-1
6386,PPO_2,-1,1
6387,PPO_2,-1,1
6388,PPO_2,-1,1
6389,PPO,1,-1
6390,PPO,1,-1
6391,PPO_2,-1,1
6392,PPO,1,-1
6393,PPO_2,-1,1
6394,PPO,1,-1
6395,PPO,1,-1
6396,PPO_2,-1,1
6397,PPO_2,-1,1
6398,PPO,1,-1
6399,PPO,1,-1
6400,PPO,1,-1
6401,PPO_2,-1,1
6402,PPO_2,-1,1
6403,PPO_2,-1,1
6404,PPO,1,-1
6405,PPO_2,-1,1
6406,PPO_2,-1,1
6407,PPO,1,-1
6408,PPO_2,-1,1
6409,PPO,1,-1
6410,PPO,1,-1
6411,PPO,1,-1
6412,PPO,1,-1
6413,PPO,1,-1
6414,PPO_2,-1,1
6415,PPO,1,-1
6416,PPO,1,-1
6417,PPO,1,-1
6418,PPO_2,-1,1
6419,PPO,1,-1
6420,PPO_2,-1,1
6421,PPO,1,-1
6422,PPO,1,-1
6423,PPO_2,-1,1
6424,PPO_2,-1,1
6425,PPO,1,-1
6426,PPO,1,-1
6427,PPO_2,-1,1
6428,PPO_2,-1,1
6429,PPO,1,-1
6430,PPO_2,-1,1
6431,PPO_2,-1,1
6432,PPO,1,-1
6433,PPO_2,-1,1
6434,PPO,1,-1
6435,PPO,1,-1
6436,PPO,1,-1
6437,PPO,1,-1
6438,PPO,1,-1
6439,PPO_2,-1,1
6440,PPO_2,-1,1
6441,PPO,1,-1
6442,PPO_2,-1,1
6443,PPO,1,-1
6444,PPO_2,-1,1
6445,PPO_2,-1,1
6446,PPO,1,-1
6447,PPO,1,-1
6448,PPO_2,-1,1
6449,PPO,1,-1
6450,PPO,1,-1
6451,PPO,1,-1
6452,PPO,1,-1
6453,PPO,1,-1
6454,PPO,1,-1
6455,PPO,1,-1
6456,PPO,1,-1
6457,PPO_2,-1,1
6458,PPO,1,-1
6459,PPO_2,-1,1
6460,PPO_2,-1,1
6461,PPO,1,-1
6462,PPO_2,-1,1
6463,PPO_2,-1,1
6464,PPO,1,-1
6465,PPO_2,-1,1
6466,PPO_2,-1,1
6467,PPO,1,-1
6468,PPO,1,-1
6469,PPO,1,-1
6470,PPO_2,-1,1
6471,PPO,1,-1
6472,PPO_2,-1,1
6473,PPO,1,-1
6474,PPO,1,-1
6475,PPO_2,-1,1
6476,PPO,1,-1
6477,PPO,1,-1
6478,PPO,1,-1
6479,PPO_2,-1,1
6480,PPO_2,-1,1
6481,PPO,1,-1
6482,PPO_2,-1,1
6483,PPO,1,-1
6484,PPO_2,-1,1
6485,PPO_2,-1,1
6486,PPO_2,-1,1
6487,PPO_2,-1,1
6488,PPO_2,-1,1
6489,PPO,1,-1
6490,PPO,1,-1
6491,PPO_2,-1,1
6492,PPO_2,-1,1
6493,PPO_2,-1,1
6494,PPO,1,-1
6495,PPO,1,-1
6496,PPO_2,-1,1
6497,PPO_2,-1,1
6498,PPO,1,-1
6499,PPO,1,-1
6500,PPO_2,-1,1
6501,PPO,1,-1
6502,PPO_2,-1,1
6503,PPO_2,-1,1
6504,PPO_2,-1,1
6505,PPO,1,-1
6506,PPO,1,-1
6507,PPO,1,-1
6508,PPO,1,-1
6509,PPO,1,-1
6510,PPO,1,-1
6511,PPO,1,-1
6512,PPO,1,-1
6513,PPO_2,-1,1
6514,PPO,1,-1
6515,PPO_2,-1,1
6516,PPO_2,-1,1
6517,PPO_2,-1,1
6518,PPO,1,-1
6519,PPO,1,-1
6520,PPO,1,-1
6521,PPO,1,-1
6522,PPO,1,-1
6523,PPO,1,-1
6524,PPO,1,-1
6525,PPO,1,-1
6526,PPO,1,-1
6527,PPO_2,-1,1
6528,PPO,1,-1
6529,PPO,1,-1
6530,PPO,1,-1
6531,PPO,1,-1
6532,PPO,1,-1
6533,PPO,1,-1
6534,PPO,1,-1
6535,PPO,1,-1
