episode,winner,PPO,PPO_2
2181,PPO,1,-1
2182,PPO,1,-1
2183,PPO_2,-1,1
2184,PPO_2,-1,1
2185,PPO_2,-1,1
2186,PPO_2,-1,1
2187,PPO_2,-1,1
2188,PPO_2,-1,1
2189,draw,0,0
2190,PPO_2,-1,1
2191,PPO_2,-1,1
2192,PPO_2,-1,1
2193,PPO,1,-1
2194,PPO_2,-1,1
2195,PPO_2,-1,1
2196,PPO_2,-1,1
2197,PPO_2,-1,1
2198,PPO_2,-1,1
2199,PPO_2,-1,1
2200,PPO,1,-1
2201,PPO_2,-1,1
2202,PPO,1,-1
2203,PPO_2,-1,1
2204,PPO_2,-1,1
2205,PPO,1,-1
2206,PPO_2,-1,1
2207,PPO,1,-1
2208,PPO,1,-1
2209,PPO,1,-1
2210,PPO_2,-1,1
2211,PPO_2,-1,1
2212,PPO,1,-1
2213,PPO_2,-1,1
2214,PPO,1,-1
2215,PPO_2,-1,1
2216,PPO,1,-1
2217,PPO,1,-1
2218,PPO_2,-1,1
2219,PPO,1,-1
2220,PPO_2,-1,1
2221,PPO_2,-1,1
2222,PPO_2,-1,1
2223,PPO_2,-1,1
2224,PPO,1,-1
2225,PPO_2,-1,1
2226,PPO,1,-1
2227,PPO_2,-1,1
2228,PPO,1,-1
2229,PPO_2,-1,1
2230,PPO,1,-1
2231,PPO_2,-1,1
2232,PPO_2,-1,1
2233,PPO_2,-1,1
2234,PPO,1,-1
2235,PPO_2,-1,1
2236,PPO_2,-1,1
2237,PPO,1,-1
2238,PPO,1,-1
2239,PPO_2,-1,1
2240,PPO,1,-1
2241,PPO,1,-1
2242,PPO_2,-1,1
2243,PPO,1,-1
2244,PPO_2,-1,1
2245,PPO_2,-1,1
2246,PPO,1,-1
2247,PPO,1,-1
2248,PPO_2,-1,1
2249,PPO_2,-1,1
2250,PPO_2,-1,1
2251,PPO_2,-1,1
2252,PPO,1,-1
2253,PPO_2,-1,1
2254,PPO_2,-1,1
2255,PPO_2,-1,1
2256,PPO,1,-1
2257,PPO,1,-1
2258,PPO,1,-1
2259,PPO_2,-1,1
2260,PPO_2,-1,1
2261,PPO,1,-1
2262,PPO_2,-1,1
2263,PPO_2,-1,1
2264,PPO,1,-1
2265,PPO_2,-1,1
2266,PPO,1,-1
2267,PPO,1,-1
2268,PPO,1,-1
2269,PPO,1,-1
2270,PPO,1,-1
2271,PPO,1,-1
2272,PPO,1,-1
2273,PPO_2,-1,1
2274,PPO_2,-1,1
2275,PPO,1,-1
2276,PPO_2,-1,1
2277,PPO_2,-1,1
2278,PPO_2,-1,1
2279,PPO_2,-1,1
2280,PPO,1,-1
2281,PPO_2,-1,1
2282,PPO_2,-1,1
2283,PPO,1,-1
2284,PPO,1,-1
2285,PPO,1,-1
2286,PPO_2,-1,1
2287,PPO_2,-1,1
2288,PPO,1,-1
2289,PPO,1,-1
2290,PPO,1,-1
2291,PPO_2,-1,1
2292,PPO_2,-1,1
2293,PPO,1,-1
2294,PPO,1,-1
2295,PPO_2,-1,1
2296,PPO_2,-1,1
2297,PPO,1,-1
2298,PPO,1,-1
2299,PPO_2,-1,1
2300,draw,0,0
2301,PPO,1,-1
2302,PPO,1,-1
2303,PPO_2,-1,1
2304,PPO_2,-1,1
2305,PPO,1,-1
2306,PPO_2,-1,1
2307,PPO_2,-1,1
2308,PPO,1,-1
2309,PPO,1,-1
2310,PPO,1,-1
2311,PPO_2,-1,1
2312,PPO_2,-1,1
2313,PPO,1,-1
2314,PPO,1,-1
2315,PPO,1,-1
2316,PPO,1,-1
2317,PPO,1,-1
2318,PPO_2,-1,1
2319,PPO_2,-1,1
2320,PPO,1,-1
2321,PPO_2,-1,1
2322,PPO,1,-1
2323,PPO,1,-1
2324,PPO,1,-1
2325,PPO_2,-1,1
2326,PPO_2,-1,1
2327,PPO,1,-1
2328,PPO_2,-1,1
2329,PPO,1,-1
2330,PPO,1,-1
2331,PPO,1,-1
2332,PPO,1,-1
2333,PPO,1,-1
2334,PPO,1,-1
2335,PPO,1,-1
2336,PPO_2,-1,1
2337,PPO_2,-1,1
2338,PPO,1,-1
2339,PPO_2,-1,1
2340,PPO,1,-1
2341,PPO_2,-1,1
2342,PPO,1,-1
2343,PPO,1,-1
2344,PPO_2,-1,1
2345,PPO_2,-1,1
2346,draw,0,0
2347,draw,0,0
2348,PPO_2,-1,1
2349,PPO,1,-1
2350,PPO_2,-1,1
2351,draw,0,0
2352,PPO,1,-1
2353,PPO,1,-1
2354,draw,0,0
2355,draw,0,0
2356,PPO_2,-1,1
2357,PPO_2,-1,1
2358,draw,0,0
2359,PPO,1,-1
2360,PPO,1,-1
2361,draw,0,0
2362,PPO_2,-1,1
2363,PPO,1,-1
2364,draw,0,0
2365,PPO,1,-1
2366,draw,0,0
2367,PPO,1,-1
2368,draw,0,0
2369,draw,0,0
2370,PPO,1,-1
2371,PPO,1,-1
2372,PPO_2,-1,1
2373,PPO,1,-1
2374,draw,0,0
2375,PPO,1,-1
2376,draw,0,0
2377,PPO,1,-1
2378,draw,0,0
2379,PPO_2,-1,1
2380,PPO,1,-1
2381,PPO_2,-1,1
2382,PPO_2,-1,1
2383,PPO,1,-1
2384,PPO,1,-1
2385,PPO,1,-1
2386,PPO,1,-1
2387,PPO,1,-1
2388,PPO,1,-1
2389,PPO,1,-1
2390,PPO_2,-1,1
2391,PPO,1,-1
2392,PPO,1,-1
2393,draw,0,0
2394,PPO,1,-1
2395,PPO,1,-1
2396,PPO,1,-1
2397,PPO,1,-1
2398,PPO,1,-1
2399,PPO,1,-1
2400,PPO_2,-1,1
2401,PPO_2,-1,1
2402,PPO,1,-1
2403,PPO,1,-1
2404,PPO_2,-1,1
2405,PPO,1,-1
2406,PPO_2,-1,1
2407,PPO,1,-1
2408,PPO,1,-1
2409,PPO,1,-1
2410,PPO,1,-1
2411,draw,0,0
2412,PPO,1,-1
2413,PPO,1,-1
2414,PPO_2,-1,1
2415,PPO_2,-1,1
2416,PPO,1,-1
2417,PPO,1,-1
2418,PPO,1,-1
2419,PPO,1,-1
2420,PPO,1,-1
2421,PPO_2,-1,1
2422,PPO,1,-1
2423,PPO_2,-1,1
2424,PPO,1,-1
2425,PPO,1,-1
2426,PPO_2,-1,1
2427,PPO,1,-1
2428,PPO_2,-1,1
2429,PPO,1,-1
2430,draw,0,0
2431,PPO,1,-1
2432,PPO_2,-1,1
2433,PPO_2,-1,1
2434,PPO,1,-1
2435,PPO,1,-1
2436,PPO_2,-1,1
2437,PPO,1,-1
2438,PPO,1,-1
2439,PPO_2,-1,1
2440,PPO_2,-1,1
2441,PPO,1,-1
2442,PPO_2,-1,1
2443,PPO_2,-1,1
2444,PPO,1,-1
2445,PPO,1,-1
2446,PPO,1,-1
2447,PPO,1,-1
2448,PPO_2,-1,1
2449,PPO_2,-1,1
2450,PPO_2,-1,1
2451,PPO,1,-1
2452,PPO,1,-1
2453,PPO_2,-1,1
2454,PPO,1,-1
2455,PPO_2,-1,1
2456,PPO,1,-1
2457,PPO_2,-1,1
2458,draw,0,0
2459,PPO_2,-1,1
2460,PPO_2,-1,1
2461,PPO_2,-1,1
2462,PPO,1,-1
2463,PPO,1,-1
2464,PPO,1,-1
2465,PPO,1,-1
2466,PPO_2,-1,1
2467,PPO,1,-1
2468,PPO,1,-1
2469,PPO,1,-1
2470,PPO,1,-1
2471,PPO_2,-1,1
2472,PPO,1,-1
2473,PPO_2,-1,1
2474,PPO_2,-1,1
2475,PPO,1,-1
2476,PPO,1,-1
2477,PPO,1,-1
2478,PPO,1,-1
2479,PPO,1,-1
2480,PPO,1,-1
2481,PPO,1,-1
2482,PPO,1,-1
2483,PPO_2,-1,1
2484,PPO,1,-1
2485,PPO,1,-1
2486,PPO_2,-1,1
2487,PPO,1,-1
2488,PPO_2,-1,1
2489,PPO,1,-1
2490,PPO,1,-1
2491,PPO,1,-1
2492,PPO_2,-1,1
2493,PPO_2,-1,1
2494,PPO_2,-1,1
2495,PPO,1,-1
2496,PPO_2,-1,1
2497,PPO_2,-1,1
2498,PPO,1,-1
2499,PPO,1,-1
2500,PPO,1,-1
2501,PPO,1,-1
2502,PPO,1,-1
2503,PPO,1,-1
2504,PPO_2,-1,1
2505,PPO,1,-1
2506,PPO,1,-1
2507,PPO,1,-1
2508,PPO,1,-1
2509,PPO,1,-1
2510,PPO,1,-1
2511,PPO,1,-1
2512,draw,0,0
2513,PPO_2,-1,1
2514,PPO,1,-1
2515,PPO,1,-1
2516,PPO,1,-1
2517,PPO,1,-1
2518,PPO,1,-1
2519,PPO,1,-1
2520,PPO,1,-1
2521,PPO_2,-1,1
2522,PPO_2,-1,1
2523,PPO_2,-1,1
2524,PPO,1,-1
2525,PPO_2,-1,1
2526,PPO,1,-1
2527,PPO,1,-1
2528,PPO,1,-1
2529,PPO_2,-1,1
2530,PPO,1,-1
2531,PPO_2,-1,1
2532,PPO,1,-1
2533,PPO,1,-1
2534,PPO_2,-1,1
2535,PPO_2,-1,1
2536,PPO,1,-1
2537,PPO,1,-1
2538,PPO,1,-1
2539,PPO,1,-1
2540,PPO_2,-1,1
2541,PPO_2,-1,1
2542,PPO_2,-1,1
2543,PPO,1,-1
2544,PPO,1,-1
2545,PPO,1,-1
2546,PPO_2,-1,1
2547,PPO,1,-1
2548,PPO,1,-1
2549,PPO,1,-1
2550,PPO,1,-1
2551,PPO_2,-1,1
2552,PPO_2,-1,1
2553,PPO_2,-1,1
2554,draw,0,0
2555,PPO_2,-1,1
2556,PPO,1,-1
2557,PPO_2,-1,1
2558,draw,0,0
2559,PPO,1,-1
2560,PPO,1,-1
2561,PPO_2,-1,1
2562,PPO_2,-1,1
2563,PPO,1,-1
2564,draw,0,0
2565,PPO,1,-1
2566,PPO_2,-1,1
2567,PPO,1,-1
2568,PPO,1,-1
2569,PPO,1,-1
2570,PPO,1,-1
2571,PPO_2,-1,1
2572,PPO,1,-1
2573,PPO,1,-1
2574,PPO,1,-1
2575,PPO,1,-1
2576,PPO_2,-1,1
2577,PPO,1,-1
2578,PPO_2,-1,1
2579,PPO,1,-1
2580,PPO_2,-1,1
2581,PPO,1,-1
2582,PPO_2,-1,1
2583,PPO,1,-1
2584,PPO_2,-1,1
2585,PPO,1,-1
2586,PPO_2,-1,1
2587,PPO_2,-1,1
2588,PPO_2,-1,1
2589,draw,0,0
2590,PPO,1,-1
2591,PPO,1,-1
2592,PPO,1,-1
2593,draw,0,0
2594,PPO_2,-1,1
2595,PPO_2,-1,1
2596,PPO,1,-1
2597,PPO,1,-1
2598,PPO,1,-1
2599,PPO,1,-1
2600,PPO,1,-1
2601,PPO,1,-1
2602,PPO,1,-1
2603,PPO_2,-1,1
2604,PPO,1,-1
2605,PPO,1,-1
2606,PPO,1,-1
2607,PPO,1,-1
2608,PPO,1,-1
2609,PPO,1,-1
2610,PPO_2,-1,1
2611,PPO,1,-1
2612,PPO,1,-1
2613,draw,0,0
2614,PPO,1,-1
2615,PPO,1,-1
2616,PPO,1,-1
2617,PPO,1,-1
2618,PPO,1,-1
2619,PPO_2,-1,1
2620,PPO_2,-1,1
2621,PPO_2,-1,1
2622,PPO,1,-1
2623,PPO_2,-1,1
2624,PPO,1,-1
2625,PPO_2,-1,1
2626,PPO,1,-1
2627,PPO,1,-1
2628,PPO,1,-1
2629,PPO_2,-1,1
2630,PPO,1,-1
2631,PPO,1,-1
2632,PPO,1,-1
2633,PPO,1,-1
2634,PPO,1,-1
2635,PPO,1,-1
2636,PPO,1,-1
2637,PPO,1,-1
2638,PPO_2,-1,1
2639,PPO,1,-1
2640,PPO_2,-1,1
2641,draw,0,0
2642,PPO,1,-1
2643,PPO_2,-1,1
2644,PPO_2,-1,1
2645,PPO,1,-1
2646,PPO,1,-1
2647,PPO_2,-1,1
2648,PPO,1,-1
2649,PPO,1,-1
2650,PPO_2,-1,1
2651,PPO_2,-1,1
2652,PPO,1,-1
2653,PPO_2,-1,1
2654,PPO_2,-1,1
2655,draw,0,0
2656,draw,0,0
2657,PPO,1,-1
2658,PPO,1,-1
2659,draw,0,0
2660,PPO,1,-1
2661,PPO,1,-1
2662,PPO_2,-1,1
2663,PPO_2,-1,1
2664,PPO,1,-1
2665,PPO,1,-1
2666,draw,0,0
2667,PPO,1,-1
2668,draw,0,0
2669,PPO_2,-1,1
2670,PPO,1,-1
2671,PPO,1,-1
2672,PPO_2,-1,1
2673,PPO,1,-1
2674,PPO_2,-1,1
2675,PPO,1,-1
2676,PPO,1,-1
2677,PPO,1,-1
2678,PPO,1,-1
2679,PPO,1,-1
2680,PPO,1,-1
2681,PPO,1,-1
2682,PPO,1,-1
2683,PPO,1,-1
2684,PPO,1,-1
2685,PPO,1,-1
2686,PPO_2,-1,1
2687,PPO,1,-1
2688,draw,0,0
2689,PPO_2,-1,1
2690,PPO,1,-1
2691,PPO,1,-1
2692,PPO_2,-1,1
2693,PPO,1,-1
2694,PPO,1,-1
2695,PPO_2,-1,1
2696,PPO,1,-1
2697,PPO_2,-1,1
2698,PPO_2,-1,1
2699,PPO,1,-1
2700,PPO_2,-1,1
2701,PPO_2,-1,1
2702,PPO,1,-1
2703,PPO,1,-1
2704,PPO_2,-1,1
2705,PPO,1,-1
2706,PPO_2,-1,1
2707,PPO_2,-1,1
2708,PPO,1,-1
2709,PPO,1,-1
2710,PPO,1,-1
2711,PPO,1,-1
2712,PPO,1,-1
2713,PPO,1,-1
2714,PPO,1,-1
2715,PPO,1,-1
2716,PPO,1,-1
2717,draw,0,0
2718,PPO,1,-1
2719,draw,0,0
2720,PPO,1,-1
2721,PPO,1,-1
2722,draw,0,0
2723,PPO,1,-1
2724,draw,0,0
2725,PPO,1,-1
2726,PPO_2,-1,1
2727,PPO,1,-1
2728,PPO,1,-1
2729,PPO,1,-1
2730,PPO,1,-1
2731,PPO,1,-1
2732,PPO,1,-1
2733,PPO,1,-1
2734,PPO,1,-1
2735,PPO,1,-1
2736,PPO,1,-1
2737,draw,0,0
2738,draw,0,0
2739,PPO,1,-1
2740,draw,0,0
2741,PPO,1,-1
2742,PPO,1,-1
2743,draw,0,0
2744,PPO,1,-1
2745,PPO,1,-1
2746,PPO,1,-1
2747,PPO,1,-1
2748,PPO,1,-1
2749,PPO,1,-1
2750,draw,0,0
2751,PPO,1,-1
2752,PPO,1,-1
2753,draw,0,0
2754,PPO,1,-1
2755,draw,0,0
2756,draw,0,0
2757,draw,0,0
2758,PPO,1,-1
2759,draw,0,0
2760,PPO,1,-1
2761,PPO,1,-1
2762,draw,0,0
2763,draw,0,0
2764,PPO,1,-1
2765,PPO,1,-1
2766,draw,0,0
2767,draw,0,0
2768,draw,0,0
2769,draw,0,0
2770,draw,0,0
2771,draw,0,0
2772,draw,0,0
2773,PPO,1,-1
2774,PPO_2,-1,1
2775,draw,0,0
2776,draw,0,0
2777,draw,0,0
2778,draw,0,0
2779,PPO,1,-1
2780,PPO,1,-1
2781,draw,0,0
2782,PPO_2,-1,1
2783,draw,0,0
2784,draw,0,0
2785,PPO,1,-1
2786,draw,0,0
2787,draw,0,0
2788,draw,0,0
2789,draw,0,0
2790,PPO,1,-1
2791,draw,0,0
2792,draw,0,0
2793,PPO,1,-1
2794,PPO_2,-1,1
2795,draw,0,0
2796,draw,0,0
2797,PPO_2,-1,1
2798,PPO,1,-1
2799,PPO,1,-1
2800,PPO,1,-1
2801,draw,0,0
2802,PPO,1,-1
2803,PPO,1,-1
2804,draw,0,0
2805,draw,0,0
2806,PPO_2,-1,1
2807,draw,0,0
2808,PPO,1,-1
2809,PPO_2,-1,1
2810,PPO_2,-1,1
2811,draw,0,0
2812,draw,0,0
2813,PPO,1,-1
2814,draw,0,0
2815,PPO,1,-1
2816,PPO,1,-1
2817,PPO,1,-1
2818,PPO_2,-1,1
2819,PPO_2,-1,1
2820,PPO,1,-1
2821,PPO,1,-1
2822,PPO,1,-1
2823,PPO_2,-1,1
2824,PPO,1,-1
2825,PPO,1,-1
2826,PPO,1,-1
2827,PPO_2,-1,1
2828,PPO_2,-1,1
2829,PPO_2,-1,1
2830,PPO,1,-1
2831,PPO_2,-1,1
2832,PPO_2,-1,1
2833,PPO_2,-1,1
2834,PPO_2,-1,1
2835,PPO,1,-1
2836,PPO,1,-1
2837,PPO,1,-1
2838,PPO,1,-1
2839,PPO_2,-1,1
2840,PPO_2,-1,1
2841,PPO,1,-1
2842,PPO,1,-1
2843,PPO_2,-1,1
2844,PPO_2,-1,1
2845,PPO,1,-1
2846,PPO,1,-1
2847,PPO_2,-1,1
2848,PPO_2,-1,1
2849,PPO_2,-1,1
2850,PPO,1,-1
2851,PPO_2,-1,1
2852,PPO,1,-1
2853,PPO,1,-1
2854,PPO,1,-1
2855,PPO_2,-1,1
2856,PPO_2,-1,1
2857,PPO_2,-1,1
2858,PPO,1,-1
2859,PPO,1,-1
2860,PPO_2,-1,1
2861,PPO,1,-1
2862,PPO,1,-1
2863,PPO,1,-1
2864,PPO,1,-1
2865,PPO_2,-1,1
2866,PPO_2,-1,1
2867,PPO_2,-1,1
2868,PPO,1,-1
2869,PPO,1,-1
2870,PPO_2,-1,1
2871,PPO,1,-1
2872,PPO,1,-1
2873,PPO,1,-1
2874,PPO_2,-1,1
2875,PPO,1,-1
2876,PPO_2,-1,1
2877,PPO_2,-1,1
2878,PPO,1,-1
2879,PPO_2,-1,1
2880,PPO,1,-1
2881,PPO,1,-1
2882,PPO_2,-1,1
2883,PPO_2,-1,1
2884,PPO,1,-1
2885,PPO,1,-1
2886,PPO_2,-1,1
2887,PPO_2,-1,1
2888,PPO,1,-1
2889,PPO,1,-1
2890,PPO_2,-1,1
2891,PPO_2,-1,1
2892,PPO,1,-1
2893,PPO_2,-1,1
2894,PPO,1,-1
2895,PPO,1,-1
2896,PPO,1,-1
2897,PPO_2,-1,1
2898,PPO_2,-1,1
2899,PPO,1,-1
2900,PPO_2,-1,1
2901,PPO_2,-1,1
2902,PPO,1,-1
2903,PPO_2,-1,1
2904,PPO,1,-1
2905,PPO,1,-1
2906,PPO,1,-1
2907,PPO,1,-1
2908,PPO,1,-1
2909,PPO,1,-1
2910,PPO,1,-1
2911,PPO,1,-1
2912,PPO,1,-1
2913,PPO,1,-1
2914,PPO,1,-1
2915,PPO_2,-1,1
2916,PPO,1,-1
2917,PPO,1,-1
2918,PPO_2,-1,1
2919,PPO_2,-1,1
2920,PPO_2,-1,1
2921,PPO_2,-1,1
2922,PPO,1,-1
2923,PPO_2,-1,1
2924,PPO_2,-1,1
2925,PPO,1,-1
2926,PPO,1,-1
2927,PPO_2,-1,1
2928,PPO_2,-1,1
2929,PPO_2,-1,1
2930,PPO_2,-1,1
2931,PPO,1,-1
2932,PPO_2,-1,1
2933,PPO,1,-1
2934,PPO_2,-1,1
2935,PPO_2,-1,1
2936,PPO,1,-1
2937,PPO_2,-1,1
2938,PPO,1,-1
2939,PPO_2,-1,1
2940,PPO,1,-1
2941,PPO_2,-1,1
2942,PPO_2,-1,1
2943,PPO,1,-1
2944,PPO,1,-1
2945,PPO_2,-1,1
2946,PPO_2,-1,1
2947,PPO,1,-1
2948,PPO_2,-1,1
2949,PPO,1,-1
2950,PPO,1,-1
2951,PPO,1,-1
2952,PPO,1,-1
2953,PPO_2,-1,1
2954,PPO,1,-1
2955,PPO,1,-1
2956,PPO_2,-1,1
2957,PPO,1,-1
2958,PPO_2,-1,1
2959,PPO,1,-1
2960,PPO_2,-1,1
2961,PPO_2,-1,1
2962,PPO,1,-1
2963,PPO,1,-1
2964,PPO,1,-1
2965,PPO_2,-1,1
2966,PPO_2,-1,1
2967,PPO_2,-1,1
2968,PPO,1,-1
2969,PPO,1,-1
2970,PPO,1,-1
2971,PPO_2,-1,1
2972,PPO,1,-1
2973,PPO,1,-1
2974,PPO_2,-1,1
2975,PPO_2,-1,1
2976,PPO_2,-1,1
2977,PPO,1,-1
2978,PPO_2,-1,1
2979,PPO,1,-1
2980,PPO_2,-1,1
2981,PPO_2,-1,1
2982,PPO_2,-1,1
2983,PPO,1,-1
2984,PPO_2,-1,1
2985,PPO,1,-1
2986,PPO_2,-1,1
2987,PPO,1,-1
2988,PPO,1,-1
2989,PPO_2,-1,1
2990,PPO,1,-1
2991,PPO,1,-1
2992,PPO_2,-1,1
2993,PPO,1,-1
2994,PPO_2,-1,1
2995,PPO_2,-1,1
2996,PPO_2,-1,1
2997,PPO,1,-1
2998,PPO_2,-1,1
2999,PPO,1,-1
3000,PPO_2,-1,1
3001,draw,0,0
3002,PPO,1,-1
3003,PPO_2,-1,1
3004,PPO,1,-1
3005,PPO_2,-1,1
3006,PPO_2,-1,1
3007,PPO_2,-1,1
3008,draw,0,0
3009,PPO_2,-1,1
3010,PPO,1,-1
3011,PPO,1,-1
3012,PPO_2,-1,1
3013,PPO,1,-1
3014,PPO,1,-1
3015,PPO_2,-1,1
3016,PPO_2,-1,1
3017,PPO,1,-1
3018,PPO_2,-1,1
3019,PPO,1,-1
3020,PPO,1,-1
3021,PPO_2,-1,1
3022,draw,0,0
3023,PPO_2,-1,1
3024,PPO_2,-1,1
3025,PPO_2,-1,1
3026,PPO_2,-1,1
3027,PPO_2,-1,1
3028,PPO,1,-1
3029,PPO_2,-1,1
3030,draw,0,0
3031,PPO_2,-1,1
3032,PPO,1,-1
3033,PPO_2,-1,1
3034,PPO_2,-1,1
3035,PPO_2,-1,1
3036,PPO,1,-1
3037,PPO_2,-1,1
3038,PPO,1,-1
3039,draw,0,0
3040,draw,0,0
3041,draw,0,0
3042,draw,0,0
3043,PPO,1,-1
3044,PPO_2,-1,1
3045,draw,0,0
3046,draw,0,0
3047,draw,0,0
3048,draw,0,0
3049,PPO_2,-1,1
3050,PPO_2,-1,1
3051,PPO_2,-1,1
3052,PPO,1,-1
3053,PPO_2,-1,1
3054,PPO,1,-1
3055,PPO_2,-1,1
3056,PPO_2,-1,1
3057,PPO_2,-1,1
3058,PPO,1,-1
3059,PPO_2,-1,1
3060,PPO,1,-1
3061,PPO,1,-1
3062,PPO_2,-1,1
3063,draw,0,0
3064,PPO,1,-1
3065,draw,0,0
3066,PPO_2,-1,1
3067,PPO_2,-1,1
3068,draw,0,0
3069,PPO,1,-1
3070,draw,0,0
3071,PPO_2,-1,1
3072,draw,0,0
3073,draw,0,0
3074,PPO,1,-1
3075,PPO,1,-1
3076,PPO_2,-1,1
3077,draw,0,0
3078,draw,0,0
3079,PPO_2,-1,1
3080,draw,0,0
3081,PPO_2,-1,1
3082,PPO_2,-1,1
3083,PPO_2,-1,1
3084,PPO_2,-1,1
3085,PPO_2,-1,1
3086,draw,0,0
3087,PPO,1,-1
3088,PPO_2,-1,1
3089,draw,0,0
3090,draw,0,0
3091,draw,0,0
3092,draw,0,0
3093,draw,0,0
3094,draw,0,0
3095,PPO,1,-1
3096,PPO_2,-1,1
3097,draw,0,0
3098,draw,0,0
3099,draw,0,0
3100,PPO_2,-1,1
3101,draw,0,0
3102,PPO_2,-1,1
3103,draw,0,0
3104,draw,0,0
3105,PPO_2,-1,1
3106,draw,0,0
3107,draw,0,0
3108,draw,0,0
3109,draw,0,0
3110,PPO_2,-1,1
3111,draw,0,0
3112,PPO_2,-1,1
3113,PPO_2,-1,1
3114,PPO_2,-1,1
3115,draw,0,0
3116,draw,0,0
3117,PPO_2,-1,1
3118,PPO,1,-1
3119,draw,0,0
3120,PPO_2,-1,1
3121,PPO_2,-1,1
3122,draw,0,0
3123,PPO_2,-1,1
3124,PPO_2,-1,1
3125,draw,0,0
3126,draw,0,0
3127,draw,0,0
3128,draw,0,0
3129,PPO_2,-1,1
3130,draw,0,0
3131,PPO_2,-1,1
3132,draw,0,0
3133,draw,0,0
3134,draw,0,0
3135,PPO_2,-1,1
3136,draw,0,0
3137,PPO_2,-1,1
3138,draw,0,0
3139,PPO_2,-1,1
3140,PPO_2,-1,1
3141,draw,0,0
3142,PPO_2,-1,1
3143,PPO_2,-1,1
3144,PPO_2,-1,1
3145,draw,0,0
3146,draw,0,0
3147,draw,0,0
3148,draw,0,0
3149,draw,0,0
3150,PPO,1,-1
3151,PPO_2,-1,1
3152,PPO,1,-1
3153,draw,0,0
3154,draw,0,0
3155,PPO_2,-1,1
3156,PPO_2,-1,1
3157,PPO,1,-1
3158,PPO,1,-1
3159,PPO_2,-1,1
3160,PPO,1,-1
3161,PPO_2,-1,1
3162,draw,0,0
3163,PPO_2,-1,1
3164,draw,0,0
3165,PPO,1,-1
3166,PPO_2,-1,1
3167,PPO,1,-1
3168,PPO,1,-1
3169,draw,0,0
3170,draw,0,0
3171,PPO_2,-1,1
3172,PPO_2,-1,1
3173,PPO_2,-1,1
3174,PPO,1,-1
3175,PPO_2,-1,1
3176,PPO_2,-1,1
3177,PPO_2,-1,1
3178,PPO,1,-1
3179,draw,0,0
3180,PPO_2,-1,1
3181,PPO,1,-1
3182,PPO_2,-1,1
3183,PPO,1,-1
3184,PPO,1,-1
3185,PPO,1,-1
3186,PPO_2,-1,1
3187,PPO,1,-1
3188,PPO_2,-1,1
3189,PPO,1,-1
3190,PPO,1,-1
3191,PPO_2,-1,1
3192,PPO_2,-1,1
3193,PPO,1,-1
3194,PPO,1,-1
3195,PPO_2,-1,1
3196,PPO,1,-1
3197,PPO_2,-1,1
3198,PPO,1,-1
3199,PPO_2,-1,1
3200,PPO,1,-1
3201,PPO_2,-1,1
3202,PPO_2,-1,1
3203,PPO,1,-1
3204,PPO,1,-1
3205,PPO_2,-1,1
3206,PPO,1,-1
3207,PPO_2,-1,1
3208,PPO_2,-1,1
3209,PPO_2,-1,1
3210,PPO,1,-1
3211,PPO,1,-1
3212,PPO,1,-1
3213,PPO,1,-1
3214,PPO_2,-1,1
3215,PPO_2,-1,1
3216,PPO_2,-1,1
3217,PPO,1,-1
3218,PPO,1,-1
3219,PPO,1,-1
3220,PPO,1,-1
3221,PPO,1,-1
3222,PPO,1,-1
3223,PPO,1,-1
3224,PPO,1,-1
3225,PPO,1,-1
3226,PPO,1,-1
3227,PPO_2,-1,1
3228,PPO_2,-1,1
3229,PPO,1,-1
3230,PPO_2,-1,1
3231,PPO_2,-1,1
3232,PPO,1,-1
3233,PPO,1,-1
3234,PPO_2,-1,1
3235,PPO,1,-1
3236,PPO_2,-1,1
3237,PPO_2,-1,1
3238,PPO,1,-1
3239,PPO_2,-1,1
3240,PPO_2,-1,1
3241,PPO,1,-1
3242,PPO,1,-1
3243,PPO,1,-1
3244,PPO,1,-1
3245,PPO_2,-1,1
3246,PPO_2,-1,1
3247,PPO_2,-1,1
3248,PPO,1,-1
3249,PPO,1,-1
3250,PPO,1,-1
3251,PPO_2,-1,1
3252,PPO,1,-1
3253,PPO,1,-1
3254,PPO_2,-1,1
3255,PPO_2,-1,1
3256,PPO,1,-1
3257,PPO_2,-1,1
3258,PPO,1,-1
3259,PPO,1,-1
3260,PPO_2,-1,1
3261,PPO_2,-1,1
3262,PPO_2,-1,1
3263,PPO,1,-1
3264,PPO_2,-1,1
3265,PPO,1,-1
3266,PPO_2,-1,1
3267,PPO,1,-1
3268,PPO_2,-1,1
3269,PPO,1,-1
3270,PPO,1,-1
3271,PPO_2,-1,1
3272,PPO_2,-1,1
3273,PPO,1,-1
3274,PPO_2,-1,1
3275,PPO_2,-1,1
3276,PPO_2,-1,1
3277,PPO_2,-1,1
3278,PPO,1,-1
3279,PPO_2,-1,1
3280,PPO,1,-1
3281,PPO_2,-1,1
3282,PPO,1,-1
3283,PPO_2,-1,1
3284,PPO,1,-1
3285,PPO_2,-1,1
3286,PPO_2,-1,1
3287,PPO_2,-1,1
3288,PPO,1,-1
3289,PPO_2,-1,1
3290,PPO_2,-1,1
3291,PPO,1,-1
3292,PPO_2,-1,1
3293,PPO,1,-1
3294,PPO_2,-1,1
3295,PPO,1,-1
3296,PPO_2,-1,1
3297,PPO_2,-1,1
