episode,winner,DQN,Random
4942,DQN,1,-1
4943,DQN,1,-1
4944,DQN,1,-1
4945,DQN,1,-1
4946,Random,-1,1
4947,DQN,1,-1
4948,Random,-1,1
4949,DQN,1,-1
4950,DQN,1,-1
4951,Random,-1,1
4952,DQN,1,-1
4953,DQN,1,-1
4954,DQN,1,-1
4955,DQN,1,-1
4956,DQN,1,-1
4957,DQN,1,-1
4958,draw,0,0
4959,DQN,1,-1
4960,DQN,1,-1
4961,DQN,1,-1
4962,DQN,1,-1
4963,DQN,1,-1
4964,DQN,1,-1
4965,DQN,1,-1
4966,DQN,1,-1
4967,DQN,1,-1
4968,DQN,1,-1
4969,DQN,1,-1
4970,DQN,1,-1
4971,DQN,1,-1
4972,DQN,1,-1
4973,DQN,1,-1
4974,Random,-1,1
4975,DQN,1,-1
4976,DQN,1,-1
4977,DQN,1,-1
4978,draw,0,0
4979,Random,-1,1
4980,Random,-1,1
4981,Random,-1,1
4982,DQN,1,-1
4983,draw,0,0
4984,DQN,1,-1
4985,DQN,1,-1
4986,draw,0,0
4987,Random,-1,1
4988,DQN,1,-1
4989,DQN,1,-1
4990,DQN,1,-1
4991,DQN,1,-1
4992,DQN,1,-1
4993,DQN,1,-1
4994,DQN,1,-1
4995,DQN,1,-1
4996,Random,-1,1
4997,Random,-1,1
4998,DQN,1,-1
4999,DQN,1,-1
5000,DQN,1,-1
5001,DQN,1,-1
5002,Random,-1,1
5003,DQN,1,-1
5004,DQN,1,-1
5005,DQN,1,-1
5006,DQN,1,-1
5007,DQN,1,-1
5008,draw,0,0
5009,DQN,1,-1
5010,DQN,1,-1
5011,DQN,1,-1
5012,DQN,1,-1
5013,DQN,1,-1
5014,DQN,1,-1
5015,DQN,1,-1
5016,DQN,1,-1
5017,DQN,1,-1
5018,DQN,1,-1
5019,DQN,1,-1
5020,DQN,1,-1
5021,DQN,1,-1
5022,DQN,1,-1
5023,draw,0,0
5024,DQN,1,-1
5025,DQN,1,-1
5026,DQN,1,-1
5027,DQN,1,-1
5028,draw,0,0
5029,draw,0,0
5030,DQN,1,-1
5031,draw,0,0
5032,DQN,1,-1
5033,DQN,1,-1
5034,draw,0,0
5035,DQN,1,-1
5036,DQN,1,-1
5037,DQN,1,-1
5038,draw,0,0
5039,DQN,1,-1
5040,DQN,1,-1
5041,draw,0,0
5042,draw,0,0
5043,draw,0,0
5044,DQN,1,-1
5045,DQN,1,-1
5046,DQN,1,-1
5047,DQN,1,-1
5048,draw,0,0
5049,Random,-1,1
5050,DQN,1,-1
5051,draw,0,0
5052,draw,0,0
5053,DQN,1,-1
5054,Random,-1,1
5055,DQN,1,-1
5056,DQN,1,-1
5057,DQN,1,-1
5058,DQN,1,-1
5059,Random,-1,1
5060,DQN,1,-1
5061,DQN,1,-1
5062,draw,0,0
5063,DQN,1,-1
5064,DQN,1,-1
5065,Random,-1,1
5066,Random,-1,1
5067,Random,-1,1
5068,draw,0,0
5069,DQN,1,-1
5070,DQN,1,-1
5071,Random,-1,1
5072,DQN,1,-1
5073,DQN,1,-1
5074,DQN,1,-1
5075,Random,-1,1
5076,Random,-1,1
5077,draw,0,0
5078,draw,0,0
5079,DQN,1,-1
5080,draw,0,0
5081,DQN,1,-1
5082,draw,0,0
5083,Random,-1,1
5084,DQN,1,-1
5085,DQN,1,-1
5086,Random,-1,1
5087,Random,-1,1
5088,draw,0,0
5089,DQN,1,-1
5090,DQN,1,-1
5091,DQN,1,-1
5092,DQN,1,-1
5093,Random,-1,1
5094,draw,0,0
5095,Random,-1,1
5096,DQN,1,-1
5097,DQN,1,-1
5098,draw,0,0
5099,Random,-1,1
5100,DQN,1,-1
5101,DQN,1,-1
5102,DQN,1,-1
5103,DQN,1,-1
5104,DQN,1,-1
5105,draw,0,0
5106,Random,-1,1
5107,DQN,1,-1
5108,DQN,1,-1
5109,DQN,1,-1
5110,DQN,1,-1
5111,DQN,1,-1
5112,Random,-1,1
5113,DQN,1,-1
5114,DQN,1,-1
5115,DQN,1,-1
5116,Random,-1,1
5117,DQN,1,-1
5118,DQN,1,-1
5119,DQN,1,-1
5120,DQN,1,-1
5121,DQN,1,-1
5122,Random,-1,1
5123,draw,0,0
5124,DQN,1,-1
5125,Random,-1,1
5126,DQN,1,-1
5127,draw,0,0
5128,Random,-1,1
5129,draw,0,0
5130,draw,0,0
5131,DQN,1,-1
5132,Random,-1,1
5133,draw,0,0
5134,Random,-1,1
5135,draw,0,0
5136,DQN,1,-1
5137,draw,0,0
5138,Random,-1,1
5139,DQN,1,-1
5140,DQN,1,-1
5141,Random,-1,1
5142,DQN,1,-1
5143,DQN,1,-1
5144,Random,-1,1
5145,DQN,1,-1
5146,Random,-1,1
5147,Random,-1,1
5148,DQN,1,-1
5149,draw,0,0
5150,DQN,1,-1
5151,DQN,1,-1
5152,DQN,1,-1
5153,DQN,1,-1
5154,DQN,1,-1
5155,draw,0,0
5156,DQN,1,-1
5157,DQN,1,-1
5158,Random,-1,1
5159,DQN,1,-1
5160,Random,-1,1
5161,draw,0,0
5162,draw,0,0
5163,DQN,1,-1
5164,DQN,1,-1
5165,DQN,1,-1
5166,DQN,1,-1
5167,draw,0,0
5168,DQN,1,-1
5169,DQN,1,-1
5170,Random,-1,1
5171,DQN,1,-1
5172,Random,-1,1
5173,DQN,1,-1
5174,DQN,1,-1
5175,Random,-1,1
5176,Random,-1,1
5177,DQN,1,-1
5178,Random,-1,1
5179,DQN,1,-1
5180,DQN,1,-1
5181,DQN,1,-1
5182,DQN,1,-1
5183,DQN,1,-1
5184,DQN,1,-1
5185,DQN,1,-1
5186,draw,0,0
5187,Random,-1,1
5188,DQN,1,-1
5189,DQN,1,-1
5190,DQN,1,-1
5191,DQN,1,-1
5192,Random,-1,1
5193,DQN,1,-1
5194,DQN,1,-1
5195,Random,-1,1
5196,DQN,1,-1
5197,draw,0,0
5198,DQN,1,-1
5199,DQN,1,-1
5200,draw,0,0
5201,Random,-1,1
5202,draw,0,0
5203,DQN,1,-1
5204,draw,0,0
5205,draw,0,0
5206,DQN,1,-1
5207,DQN,1,-1
5208,DQN,1,-1
5209,DQN,1,-1
5210,DQN,1,-1
5211,DQN,1,-1
5212,DQN,1,-1
5213,DQN,1,-1
5214,DQN,1,-1
5215,DQN,1,-1
5216,DQN,1,-1
5217,Random,-1,1
5218,draw,0,0
5219,DQN,1,-1
5220,DQN,1,-1
5221,DQN,1,-1
5222,DQN,1,-1
5223,DQN,1,-1
5224,DQN,1,-1
5225,DQN,1,-1
5226,DQN,1,-1
5227,draw,0,0
5228,Random,-1,1
5229,DQN,1,-1
5230,DQN,1,-1
5231,DQN,1,-1
5232,Random,-1,1
5233,DQN,1,-1
5234,Random,-1,1
5235,DQN,1,-1
5236,DQN,1,-1
5237,DQN,1,-1
5238,DQN,1,-1
5239,DQN,1,-1
5240,Random,-1,1
5241,DQN,1,-1
5242,DQN,1,-1
5243,draw,0,0
5244,Random,-1,1
5245,DQN,1,-1
5246,Random,-1,1
5247,draw,0,0
5248,draw,0,0
5249,Random,-1,1
5250,draw,0,0
5251,Random,-1,1
5252,DQN,1,-1
5253,DQN,1,-1
5254,DQN,1,-1
5255,DQN,1,-1
5256,draw,0,0
5257,DQN,1,-1
5258,DQN,1,-1
5259,draw,0,0
5260,Random,-1,1
5261,DQN,1,-1
5262,DQN,1,-1
5263,draw,0,0
5264,DQN,1,-1
5265,Random,-1,1
5266,draw,0,0
5267,DQN,1,-1
5268,DQN,1,-1
5269,Random,-1,1
5270,DQN,1,-1
5271,DQN,1,-1
5272,DQN,1,-1
5273,draw,0,0
5274,DQN,1,-1
5275,DQN,1,-1
5276,DQN,1,-1
5277,draw,0,0
5278,draw,0,0
5279,draw,0,0
5280,Random,-1,1
5281,Random,-1,1
5282,DQN,1,-1
5283,Random,-1,1
5284,Random,-1,1
5285,DQN,1,-1
5286,DQN,1,-1
5287,Random,-1,1
5288,DQN,1,-1
5289,draw,0,0
5290,Random,-1,1
5291,DQN,1,-1
5292,Random,-1,1
5293,DQN,1,-1
5294,draw,0,0
5295,DQN,1,-1
5296,draw,0,0
5297,DQN,1,-1
5298,DQN,1,-1
5299,DQN,1,-1
5300,Random,-1,1
5301,DQN,1,-1
5302,DQN,1,-1
5303,DQN,1,-1
5304,DQN,1,-1
5305,DQN,1,-1
5306,Random,-1,1
5307,Random,-1,1
5308,draw,0,0
5309,DQN,1,-1
5310,DQN,1,-1
5311,DQN,1,-1
5312,DQN,1,-1
5313,DQN,1,-1
5314,DQN,1,-1
5315,DQN,1,-1
5316,DQN,1,-1
5317,DQN,1,-1
5318,DQN,1,-1
5319,DQN,1,-1
5320,DQN,1,-1
5321,Random,-1,1
5322,Random,-1,1
5323,DQN,1,-1
5324,DQN,1,-1
5325,DQN,1,-1
5326,DQN,1,-1
5327,DQN,1,-1
5328,DQN,1,-1
5329,DQN,1,-1
5330,DQN,1,-1
5331,DQN,1,-1
5332,DQN,1,-1
5333,DQN,1,-1
5334,DQN,1,-1
5335,Random,-1,1
5336,DQN,1,-1
5337,DQN,1,-1
5338,DQN,1,-1
5339,DQN,1,-1
5340,draw,0,0
5341,DQN,1,-1
5342,DQN,1,-1
5343,Random,-1,1
5344,draw,0,0
5345,Random,-1,1
5346,DQN,1,-1
5347,DQN,1,-1
5348,DQN,1,-1
5349,DQN,1,-1
5350,DQN,1,-1
5351,Random,-1,1
5352,DQN,1,-1
5353,DQN,1,-1
5354,DQN,1,-1
5355,draw,0,0
5356,DQN,1,-1
5357,DQN,1,-1
5358,DQN,1,-1
5359,Random,-1,1
5360,draw,0,0
5361,DQN,1,-1
5362,DQN,1,-1
5363,DQN,1,-1
5364,draw,0,0
5365,draw,0,0
5366,DQN,1,-1
5367,DQN,1,-1
5368,DQN,1,-1
5369,draw,0,0
5370,DQN,1,-1
5371,DQN,1,-1
5372,DQN,1,-1
5373,draw,0,0
5374,DQN,1,-1
5375,Random,-1,1
5376,DQN,1,-1
5377,DQN,1,-1
5378,DQN,1,-1
5379,DQN,1,-1
5380,DQN,1,-1
5381,DQN,1,-1
5382,DQN,1,-1
5383,DQN,1,-1
5384,DQN,1,-1
5385,DQN,1,-1
5386,DQN,1,-1
5387,DQN,1,-1
5388,DQN,1,-1
5389,DQN,1,-1
5390,DQN,1,-1
5391,DQN,1,-1
5392,DQN,1,-1
5393,DQN,1,-1
5394,DQN,1,-1
5395,Random,-1,1
5396,DQN,1,-1
5397,DQN,1,-1
5398,DQN,1,-1
5399,DQN,1,-1
5400,DQN,1,-1
5401,DQN,1,-1
5402,DQN,1,-1
5403,Random,-1,1
5404,DQN,1,-1
5405,DQN,1,-1
5406,DQN,1,-1
5407,DQN,1,-1
5408,DQN,1,-1
5409,DQN,1,-1
5410,DQN,1,-1
5411,DQN,1,-1
5412,DQN,1,-1
5413,DQN,1,-1
5414,DQN,1,-1
5415,DQN,1,-1
5416,DQN,1,-1
5417,DQN,1,-1
5418,DQN,1,-1
5419,DQN,1,-1
5420,DQN,1,-1
5421,DQN,1,-1
5422,DQN,1,-1
5423,DQN,1,-1
5424,Random,-1,1
5425,DQN,1,-1
5426,DQN,1,-1
5427,DQN,1,-1
5428,DQN,1,-1
5429,DQN,1,-1
5430,DQN,1,-1
5431,DQN,1,-1
5432,DQN,1,-1
5433,DQN,1,-1
5434,DQN,1,-1
5435,DQN,1,-1
5436,DQN,1,-1
5437,Random,-1,1
5438,DQN,1,-1
5439,DQN,1,-1
5440,DQN,1,-1
5441,draw,0,0
5442,DQN,1,-1
5443,DQN,1,-1
5444,Random,-1,1
5445,DQN,1,-1
5446,DQN,1,-1
5447,DQN,1,-1
5448,DQN,1,-1
5449,DQN,1,-1
5450,DQN,1,-1
5451,DQN,1,-1
5452,Random,-1,1
5453,Random,-1,1
5454,Random,-1,1
5455,draw,0,0
5456,DQN,1,-1
5457,DQN,1,-1
5458,DQN,1,-1
5459,DQN,1,-1
5460,DQN,1,-1
5461,Random,-1,1
5462,DQN,1,-1
5463,DQN,1,-1
5464,DQN,1,-1
5465,DQN,1,-1
5466,draw,0,0
5467,Random,-1,1
5468,DQN,1,-1
5469,Random,-1,1
5470,DQN,1,-1
5471,DQN,1,-1
5472,Random,-1,1
5473,DQN,1,-1
5474,DQN,1,-1
5475,DQN,1,-1
5476,DQN,1,-1
5477,Random,-1,1
5478,DQN,1,-1
5479,DQN,1,-1
5480,DQN,1,-1
5481,draw,0,0
5482,DQN,1,-1
5483,DQN,1,-1
5484,DQN,1,-1
5485,draw,0,0
5486,DQN,1,-1
5487,DQN,1,-1
5488,DQN,1,-1
5489,DQN,1,-1
5490,Random,-1,1
5491,DQN,1,-1
5492,DQN,1,-1
5493,DQN,1,-1
5494,DQN,1,-1
5495,draw,0,0
5496,DQN,1,-1
5497,draw,0,0
5498,DQN,1,-1
5499,Random,-1,1
5500,Random,-1,1
5501,draw,0,0
5502,DQN,1,-1
5503,draw,0,0
5504,DQN,1,-1
5505,Random,-1,1
5506,DQN,1,-1
5507,Random,-1,1
5508,draw,0,0
5509,DQN,1,-1
5510,draw,0,0
5511,Random,-1,1
5512,DQN,1,-1
5513,DQN,1,-1
5514,DQN,1,-1
5515,DQN,1,-1
5516,DQN,1,-1
5517,Random,-1,1
5518,DQN,1,-1
5519,draw,0,0
5520,draw,0,0
5521,draw,0,0
5522,DQN,1,-1
5523,draw,0,0
5524,DQN,1,-1
5525,Random,-1,1
5526,Random,-1,1
5527,DQN,1,-1
5528,DQN,1,-1
5529,draw,0,0
5530,Random,-1,1
5531,DQN,1,-1
5532,DQN,1,-1
5533,Random,-1,1
5534,DQN,1,-1
5535,DQN,1,-1
5536,DQN,1,-1
5537,DQN,1,-1
5538,Random,-1,1
5539,DQN,1,-1
5540,DQN,1,-1
5541,DQN,1,-1
5542,draw,0,0
5543,DQN,1,-1
5544,DQN,1,-1
5545,DQN,1,-1
5546,DQN,1,-1
5547,DQN,1,-1
5548,DQN,1,-1
5549,draw,0,0
5550,draw,0,0
5551,DQN,1,-1
5552,DQN,1,-1
5553,draw,0,0
5554,draw,0,0
5555,draw,0,0
5556,DQN,1,-1
5557,draw,0,0
5558,Random,-1,1
5559,draw,0,0
5560,Random,-1,1
5561,DQN,1,-1
5562,DQN,1,-1
5563,Random,-1,1
5564,draw,0,0
5565,DQN,1,-1
5566,draw,0,0
5567,DQN,1,-1
5568,DQN,1,-1
5569,DQN,1,-1
5570,draw,0,0
5571,DQN,1,-1
5572,DQN,1,-1
5573,Random,-1,1
5574,Random,-1,1
5575,Random,-1,1
5576,draw,0,0
5577,DQN,1,-1
5578,Random,-1,1
5579,draw,0,0
5580,DQN,1,-1
5581,DQN,1,-1
5582,DQN,1,-1
5583,Random,-1,1
5584,draw,0,0
5585,Random,-1,1
5586,Random,-1,1
5587,Random,-1,1
5588,DQN,1,-1
5589,Random,-1,1
5590,draw,0,0
5591,Random,-1,1
5592,Random,-1,1
5593,Random,-1,1
5594,DQN,1,-1
5595,DQN,1,-1
5596,Random,-1,1
5597,DQN,1,-1
5598,Random,-1,1
5599,Random,-1,1
5600,DQN,1,-1
5601,draw,0,0
5602,DQN,1,-1
5603,DQN,1,-1
5604,DQN,1,-1
5605,draw,0,0
5606,DQN,1,-1
5607,DQN,1,-1
5608,DQN,1,-1
5609,Random,-1,1
5610,DQN,1,-1
5611,DQN,1,-1
5612,DQN,1,-1
5613,Random,-1,1
5614,DQN,1,-1
5615,DQN,1,-1
5616,draw,0,0
5617,Random,-1,1
5618,Random,-1,1
5619,DQN,1,-1
5620,DQN,1,-1
5621,DQN,1,-1
5622,Random,-1,1
5623,DQN,1,-1
5624,DQN,1,-1
5625,DQN,1,-1
5626,DQN,1,-1
5627,draw,0,0
5628,draw,0,0
5629,DQN,1,-1
5630,DQN,1,-1
5631,DQN,1,-1
5632,DQN,1,-1
5633,DQN,1,-1
5634,draw,0,0
5635,DQN,1,-1
5636,Random,-1,1
5637,DQN,1,-1
5638,DQN,1,-1
5639,draw,0,0
5640,DQN,1,-1
5641,Random,-1,1
5642,draw,0,0
5643,DQN,1,-1
5644,DQN,1,-1
5645,Random,-1,1
5646,DQN,1,-1
5647,DQN,1,-1
5648,Random,-1,1
5649,draw,0,0
5650,DQN,1,-1
5651,draw,0,0
5652,DQN,1,-1
5653,Random,-1,1
5654,DQN,1,-1
5655,Random,-1,1
5656,draw,0,0
5657,DQN,1,-1
5658,DQN,1,-1
5659,Random,-1,1
5660,DQN,1,-1
5661,DQN,1,-1
5662,draw,0,0
5663,draw,0,0
5664,draw,0,0
5665,DQN,1,-1
5666,DQN,1,-1
5667,DQN,1,-1
5668,DQN,1,-1
5669,DQN,1,-1
5670,DQN,1,-1
5671,Random,-1,1
5672,DQN,1,-1
5673,draw,0,0
5674,DQN,1,-1
5675,DQN,1,-1
5676,DQN,1,-1
5677,DQN,1,-1
5678,DQN,1,-1
5679,DQN,1,-1
5680,DQN,1,-1
5681,DQN,1,-1
5682,Random,-1,1
5683,Random,-1,1
5684,draw,0,0
5685,DQN,1,-1
5686,DQN,1,-1
5687,DQN,1,-1
5688,Random,-1,1
5689,DQN,1,-1
5690,DQN,1,-1
5691,DQN,1,-1
5692,DQN,1,-1
5693,DQN,1,-1
5694,DQN,1,-1
5695,DQN,1,-1
5696,DQN,1,-1
5697,DQN,1,-1
5698,Random,-1,1
5699,Random,-1,1
5700,DQN,1,-1
5701,DQN,1,-1
5702,DQN,1,-1
5703,DQN,1,-1
5704,DQN,1,-1
5705,DQN,1,-1
5706,DQN,1,-1
5707,DQN,1,-1
5708,draw,0,0
5709,draw,0,0
5710,DQN,1,-1
5711,Random,-1,1
5712,DQN,1,-1
5713,DQN,1,-1
5714,DQN,1,-1
5715,DQN,1,-1
5716,Random,-1,1
5717,DQN,1,-1
5718,DQN,1,-1
5719,DQN,1,-1
5720,DQN,1,-1
5721,Random,-1,1
5722,DQN,1,-1
5723,draw,0,0
5724,draw,0,0
5725,DQN,1,-1
5726,DQN,1,-1
5727,DQN,1,-1
5728,DQN,1,-1
5729,DQN,1,-1
5730,DQN,1,-1
5731,DQN,1,-1
5732,Random,-1,1
5733,Random,-1,1
5734,DQN,1,-1
5735,DQN,1,-1
5736,DQN,1,-1
5737,DQN,1,-1
5738,Random,-1,1
5739,DQN,1,-1
5740,DQN,1,-1
5741,Random,-1,1
5742,DQN,1,-1
5743,DQN,1,-1
5744,draw,0,0
5745,DQN,1,-1
5746,DQN,1,-1
5747,DQN,1,-1
5748,DQN,1,-1
5749,DQN,1,-1
5750,draw,0,0
5751,DQN,1,-1
5752,DQN,1,-1
5753,DQN,1,-1
5754,DQN,1,-1
5755,DQN,1,-1
5756,DQN,1,-1
5757,DQN,1,-1
5758,DQN,1,-1
5759,DQN,1,-1
5760,DQN,1,-1
5761,DQN,1,-1
5762,Random,-1,1
5763,DQN,1,-1
5764,Random,-1,1
5765,DQN,1,-1
5766,DQN,1,-1
5767,DQN,1,-1
5768,DQN,1,-1
5769,DQN,1,-1
5770,DQN,1,-1
5771,Random,-1,1
5772,DQN,1,-1
5773,Random,-1,1
5774,DQN,1,-1
5775,Random,-1,1
5776,DQN,1,-1
5777,DQN,1,-1
5778,DQN,1,-1
5779,Random,-1,1
5780,DQN,1,-1
5781,DQN,1,-1
5782,draw,0,0
5783,Random,-1,1
5784,Random,-1,1
5785,DQN,1,-1
5786,DQN,1,-1
5787,DQN,1,-1
5788,DQN,1,-1
5789,DQN,1,-1
5790,DQN,1,-1
5791,DQN,1,-1
5792,DQN,1,-1
5793,Random,-1,1
5794,DQN,1,-1
5795,DQN,1,-1
5796,Random,-1,1
5797,DQN,1,-1
5798,Random,-1,1
5799,DQN,1,-1
5800,DQN,1,-1
5801,DQN,1,-1
5802,DQN,1,-1
5803,DQN,1,-1
5804,DQN,1,-1
5805,DQN,1,-1
5806,DQN,1,-1
5807,DQN,1,-1
5808,DQN,1,-1
5809,DQN,1,-1
5810,DQN,1,-1
5811,Random,-1,1
5812,DQN,1,-1
5813,draw,0,0
5814,DQN,1,-1
5815,DQN,1,-1
5816,DQN,1,-1
5817,DQN,1,-1
5818,Random,-1,1
5819,DQN,1,-1
5820,DQN,1,-1
5821,Random,-1,1
5822,DQN,1,-1
5823,draw,0,0
5824,Random,-1,1
5825,draw,0,0
5826,DQN,1,-1
5827,draw,0,0
5828,DQN,1,-1
5829,DQN,1,-1
5830,DQN,1,-1
5831,DQN,1,-1
5832,DQN,1,-1
5833,DQN,1,-1
5834,Random,-1,1
5835,DQN,1,-1
5836,DQN,1,-1
5837,DQN,1,-1
5838,DQN,1,-1
5839,DQN,1,-1
5840,DQN,1,-1
5841,DQN,1,-1
5842,DQN,1,-1
5843,DQN,1,-1
5844,DQN,1,-1
5845,DQN,1,-1
5846,DQN,1,-1
5847,DQN,1,-1
5848,DQN,1,-1
5849,DQN,1,-1
5850,DQN,1,-1
5851,DQN,1,-1
5852,DQN,1,-1
5853,DQN,1,-1
5854,Random,-1,1
5855,DQN,1,-1
5856,DQN,1,-1
5857,DQN,1,-1
5858,DQN,1,-1
5859,DQN,1,-1
5860,DQN,1,-1
5861,DQN,1,-1
5862,Random,-1,1
5863,Random,-1,1
5864,DQN,1,-1
5865,DQN,1,-1
5866,DQN,1,-1
5867,Random,-1,1
5868,Random,-1,1
5869,DQN,1,-1
5870,DQN,1,-1
5871,DQN,1,-1
5872,DQN,1,-1
5873,DQN,1,-1
5874,DQN,1,-1
5875,DQN,1,-1
5876,DQN,1,-1
5877,DQN,1,-1
5878,DQN,1,-1
5879,Random,-1,1
5880,Random,-1,1
5881,DQN,1,-1
5882,DQN,1,-1
5883,Random,-1,1
5884,DQN,1,-1
5885,DQN,1,-1
5886,DQN,1,-1
5887,draw,0,0
5888,DQN,1,-1
5889,DQN,1,-1
5890,DQN,1,-1
5891,DQN,1,-1
5892,Random,-1,1
5893,DQN,1,-1
5894,Random,-1,1
5895,DQN,1,-1
5896,DQN,1,-1
5897,draw,0,0
5898,DQN,1,-1
5899,Random,-1,1
5900,DQN,1,-1
5901,Random,-1,1
5902,DQN,1,-1
5903,DQN,1,-1
5904,DQN,1,-1
5905,DQN,1,-1
5906,Random,-1,1
5907,Random,-1,1
5908,DQN,1,-1
5909,DQN,1,-1
5910,DQN,1,-1
5911,DQN,1,-1
5912,DQN,1,-1
5913,DQN,1,-1
5914,DQN,1,-1
5915,DQN,1,-1
5916,draw,0,0
5917,DQN,1,-1
5918,DQN,1,-1
5919,Random,-1,1
5920,Random,-1,1
5921,Random,-1,1
5922,DQN,1,-1
5923,DQN,1,-1
5924,DQN,1,-1
5925,draw,0,0
5926,DQN,1,-1
5927,Random,-1,1
5928,Random,-1,1
5929,DQN,1,-1
5930,draw,0,0
5931,DQN,1,-1
5932,Random,-1,1
5933,Random,-1,1
5934,Random,-1,1
5935,DQN,1,-1
5936,DQN,1,-1
5937,Random,-1,1
5938,DQN,1,-1
5939,draw,0,0
5940,draw,0,0
5941,DQN,1,-1
5942,DQN,1,-1
5943,DQN,1,-1
5944,DQN,1,-1
5945,DQN,1,-1
5946,DQN,1,-1
5947,DQN,1,-1
5948,Random,-1,1
5949,DQN,1,-1
5950,DQN,1,-1
5951,Random,-1,1
5952,DQN,1,-1
5953,DQN,1,-1
5954,draw,0,0
5955,Random,-1,1
5956,Random,-1,1
5957,Random,-1,1
5958,DQN,1,-1
5959,DQN,1,-1
5960,DQN,1,-1
5961,Random,-1,1
5962,DQN,1,-1
5963,DQN,1,-1
5964,draw,0,0
5965,DQN,1,-1
5966,DQN,1,-1
5967,DQN,1,-1
5968,DQN,1,-1
5969,DQN,1,-1
5970,DQN,1,-1
5971,Random,-1,1
5972,DQN,1,-1
5973,DQN,1,-1
5974,DQN,1,-1
5975,DQN,1,-1
5976,DQN,1,-1
5977,DQN,1,-1
5978,Random,-1,1
5979,DQN,1,-1
5980,DQN,1,-1
5981,DQN,1,-1
5982,Random,-1,1
5983,DQN,1,-1
5984,Random,-1,1
5985,Random,-1,1
5986,Random,-1,1
5987,DQN,1,-1
5988,DQN,1,-1
5989,DQN,1,-1
5990,Random,-1,1
5991,DQN,1,-1
5992,DQN,1,-1
5993,DQN,1,-1
5994,DQN,1,-1
5995,DQN,1,-1
5996,DQN,1,-1
5997,DQN,1,-1
5998,DQN,1,-1
5999,DQN,1,-1
6000,DQN,1,-1
6001,Random,-1,1
6002,DQN,1,-1
6003,DQN,1,-1
6004,DQN,1,-1
6005,DQN,1,-1
6006,DQN,1,-1
6007,DQN,1,-1
6008,DQN,1,-1
6009,Random,-1,1
6010,DQN,1,-1
6011,DQN,1,-1
6012,DQN,1,-1
6013,DQN,1,-1
6014,draw,0,0
6015,Random,-1,1
6016,DQN,1,-1
6017,draw,0,0
6018,DQN,1,-1
6019,DQN,1,-1
6020,DQN,1,-1
6021,draw,0,0
6022,draw,0,0
6023,DQN,1,-1
6024,DQN,1,-1
6025,draw,0,0
6026,draw,0,0
6027,DQN,1,-1
6028,Random,-1,1
6029,draw,0,0
6030,DQN,1,-1
6031,DQN,1,-1
6032,draw,0,0
6033,DQN,1,-1
6034,DQN,1,-1
6035,Random,-1,1
6036,DQN,1,-1
6037,draw,0,0
6038,DQN,1,-1
6039,DQN,1,-1
6040,Random,-1,1
6041,Random,-1,1
6042,DQN,1,-1
6043,Random,-1,1
6044,Random,-1,1
6045,DQN,1,-1
6046,DQN,1,-1
6047,DQN,1,-1
6048,DQN,1,-1
6049,DQN,1,-1
6050,DQN,1,-1
6051,DQN,1,-1
6052,DQN,1,-1
6053,DQN,1,-1
6054,DQN,1,-1
6055,DQN,1,-1
6056,DQN,1,-1
6057,Random,-1,1
6058,DQN,1,-1
6059,DQN,1,-1
6060,DQN,1,-1
6061,Random,-1,1
6062,DQN,1,-1
6063,draw,0,0
6064,DQN,1,-1
6065,draw,0,0
6066,Random,-1,1
6067,draw,0,0
6068,DQN,1,-1
6069,DQN,1,-1
6070,DQN,1,-1
6071,DQN,1,-1
6072,draw,0,0
6073,Random,-1,1
6074,draw,0,0
6075,Random,-1,1
6076,draw,0,0
6077,DQN,1,-1
6078,DQN,1,-1
6079,DQN,1,-1
6080,DQN,1,-1
6081,DQN,1,-1
6082,DQN,1,-1
6083,Random,-1,1
6084,draw,0,0
6085,DQN,1,-1
6086,DQN,1,-1
6087,Random,-1,1
6088,DQN,1,-1
6089,DQN,1,-1
6090,DQN,1,-1
6091,draw,0,0
6092,DQN,1,-1
6093,DQN,1,-1
6094,DQN,1,-1
6095,DQN,1,-1
6096,draw,0,0
6097,DQN,1,-1
6098,Random,-1,1
6099,DQN,1,-1
6100,DQN,1,-1
6101,DQN,1,-1
6102,Random,-1,1
6103,DQN,1,-1
6104,Random,-1,1
6105,DQN,1,-1
6106,DQN,1,-1
6107,DQN,1,-1
6108,DQN,1,-1
6109,DQN,1,-1
6110,DQN,1,-1
6111,Random,-1,1
6112,DQN,1,-1
6113,DQN,1,-1
6114,Random,-1,1
6115,DQN,1,-1
6116,DQN,1,-1
6117,DQN,1,-1
6118,DQN,1,-1
6119,DQN,1,-1
6120,DQN,1,-1
6121,draw,0,0
6122,DQN,1,-1
6123,Random,-1,1
6124,DQN,1,-1
6125,draw,0,0
6126,draw,0,0
6127,DQN,1,-1
6128,DQN,1,-1
6129,DQN,1,-1
6130,Random,-1,1
6131,DQN,1,-1
6132,DQN,1,-1
6133,DQN,1,-1
6134,draw,0,0
6135,DQN,1,-1
6136,Random,-1,1
6137,Random,-1,1
6138,DQN,1,-1
6139,draw,0,0
6140,DQN,1,-1
6141,DQN,1,-1
6142,DQN,1,-1
6143,DQN,1,-1
6144,DQN,1,-1
6145,draw,0,0
6146,DQN,1,-1
6147,DQN,1,-1
6148,draw,0,0
6149,DQN,1,-1
6150,DQN,1,-1
6151,draw,0,0
6152,DQN,1,-1
