episode,winner,DQN,Random
2544,DQN,1,-1
2545,DQN,1,-1
2546,DQN,1,-1
2547,DQN,1,-1
2548,DQN,1,-1
2549,DQN,1,-1
2550,DQN,1,-1
2551,DQN,1,-1
2552,draw,0,0
2553,DQN,1,-1
2554,DQN,1,-1
2555,DQN,1,-1
2556,DQN,1,-1
2557,DQN,1,-1
2558,DQN,1,-1
2559,DQN,1,-1
2560,Random,-1,1
2561,DQN,1,-1
2562,DQN,1,-1
2563,DQN,1,-1
2564,DQN,1,-1
2565,Random,-1,1
2566,DQN,1,-1
2567,DQN,1,-1
2568,DQN,1,-1
2569,DQN,1,-1
2570,DQN,1,-1
2571,DQN,1,-1
2572,Random,-1,1
2573,DQN,1,-1
2574,DQN,1,-1
2575,DQN,1,-1
2576,DQN,1,-1
2577,DQN,1,-1
2578,DQN,1,-1
2579,DQN,1,-1
2580,DQN,1,-1
2581,DQN,1,-1
2582,DQN,1,-1
2583,DQN,1,-1
2584,DQN,1,-1
2585,DQN,1,-1
2586,DQN,1,-1
2587,DQN,1,-1
2588,DQN,1,-1
2589,DQN,1,-1
2590,Random,-1,1
2591,DQN,1,-1
2592,DQN,1,-1
2593,DQN,1,-1
2594,draw,0,0
2595,DQN,1,-1
2596,DQN,1,-1
2597,DQN,1,-1
2598,Random,-1,1
2599,DQN,1,-1
2600,draw,0,0
2601,DQN,1,-1
2602,DQN,1,-1
2603,DQN,1,-1
2604,DQN,1,-1
2605,DQN,1,-1
2606,DQN,1,-1
2607,DQN,1,-1
2608,DQN,1,-1
2609,DQN,1,-1
2610,DQN,1,-1
2611,Random,-1,1
2612,DQN,1,-1
2613,DQN,1,-1
2614,DQN,1,-1
2615,DQN,1,-1
2616,DQN,1,-1
2617,Random,-1,1
2618,DQN,1,-1
2619,draw,0,0
2620,DQN,1,-1
2621,DQN,1,-1
2622,Random,-1,1
2623,DQN,1,-1
2624,DQN,1,-1
2625,DQN,1,-1
2626,DQN,1,-1
2627,DQN,1,-1
2628,DQN,1,-1
2629,DQN,1,-1
2630,DQN,1,-1
2631,Random,-1,1
2632,DQN,1,-1
2633,DQN,1,-1
2634,DQN,1,-1
2635,DQN,1,-1
2636,DQN,1,-1
2637,DQN,1,-1
2638,DQN,1,-1
2639,DQN,1,-1
2640,DQN,1,-1
2641,DQN,1,-1
2642,DQN,1,-1
2643,DQN,1,-1
2644,DQN,1,-1
2645,DQN,1,-1
2646,DQN,1,-1
2647,DQN,1,-1
2648,DQN,1,-1
2649,DQN,1,-1
2650,DQN,1,-1
2651,DQN,1,-1
2652,DQN,1,-1
2653,DQN,1,-1
2654,DQN,1,-1
2655,DQN,1,-1
2656,DQN,1,-1
2657,DQN,1,-1
2658,DQN,1,-1
2659,Random,-1,1
2660,DQN,1,-1
2661,DQN,1,-1
2662,DQN,1,-1
2663,DQN,1,-1
2664,Random,-1,1
2665,DQN,1,-1
2666,DQN,1,-1
2667,DQN,1,-1
2668,DQN,1,-1
2669,DQN,1,-1
2670,DQN,1,-1
2671,DQN,1,-1
2672,DQN,1,-1
2673,draw,0,0
2674,DQN,1,-1
2675,Random,-1,1
2676,Random,-1,1
2677,Random,-1,1
2678,DQN,1,-1
2679,DQN,1,-1
2680,DQN,1,-1
2681,DQN,1,-1
2682,DQN,1,-1
2683,draw,0,0
2684,DQN,1,-1
2685,DQN,1,-1
2686,DQN,1,-1
2687,DQN,1,-1
2688,DQN,1,-1
2689,DQN,1,-1
2690,DQN,1,-1
2691,Random,-1,1
2692,DQN,1,-1
2693,DQN,1,-1
2694,DQN,1,-1
2695,DQN,1,-1
2696,Random,-1,1
2697,DQN,1,-1
2698,DQN,1,-1
2699,Random,-1,1
2700,DQN,1,-1
2701,DQN,1,-1
2702,DQN,1,-1
2703,DQN,1,-1
2704,DQN,1,-1
2705,DQN,1,-1
2706,DQN,1,-1
2707,DQN,1,-1
2708,DQN,1,-1
2709,DQN,1,-1
2710,DQN,1,-1
2711,DQN,1,-1
2712,DQN,1,-1
2713,DQN,1,-1
2714,DQN,1,-1
2715,DQN,1,-1
2716,Random,-1,1
2717,Random,-1,1
2718,DQN,1,-1
2719,DQN,1,-1
2720,DQN,1,-1
2721,DQN,1,-1
2722,DQN,1,-1
2723,DQN,1,-1
2724,Random,-1,1
2725,DQN,1,-1
2726,DQN,1,-1
2727,DQN,1,-1
2728,DQN,1,-1
2729,DQN,1,-1
2730,DQN,1,-1
2731,DQN,1,-1
2732,DQN,1,-1
2733,DQN,1,-1
2734,DQN,1,-1
2735,Random,-1,1
2736,DQN,1,-1
2737,DQN,1,-1
2738,DQN,1,-1
2739,DQN,1,-1
2740,DQN,1,-1
2741,DQN,1,-1
2742,DQN,1,-1
2743,Random,-1,1
2744,DQN,1,-1
2745,draw,0,0
2746,DQN,1,-1
2747,DQN,1,-1
2748,DQN,1,-1
2749,DQN,1,-1
2750,DQN,1,-1
2751,DQN,1,-1
2752,DQN,1,-1
2753,DQN,1,-1
2754,DQN,1,-1
2755,DQN,1,-1
2756,DQN,1,-1
2757,DQN,1,-1
2758,DQN,1,-1
2759,DQN,1,-1
2760,DQN,1,-1
2761,DQN,1,-1
2762,DQN,1,-1
2763,DQN,1,-1
2764,DQN,1,-1
2765,DQN,1,-1
2766,DQN,1,-1
2767,DQN,1,-1
2768,Random,-1,1
2769,DQN,1,-1
2770,DQN,1,-1
2771,DQN,1,-1
2772,Random,-1,1
2773,Random,-1,1
2774,DQN,1,-1
2775,DQN,1,-1
2776,DQN,1,-1
2777,Random,-1,1
2778,DQN,1,-1
2779,DQN,1,-1
2780,DQN,1,-1
2781,DQN,1,-1
2782,DQN,1,-1
2783,DQN,1,-1
2784,DQN,1,-1
2785,Random,-1,1
2786,DQN,1,-1
2787,Random,-1,1
2788,Random,-1,1
2789,DQN,1,-1
2790,DQN,1,-1
2791,DQN,1,-1
2792,Random,-1,1
2793,DQN,1,-1
2794,DQN,1,-1
2795,DQN,1,-1
2796,DQN,1,-1
2797,DQN,1,-1
2798,DQN,1,-1
2799,DQN,1,-1
2800,draw,0,0
2801,draw,0,0
2802,DQN,1,-1
2803,DQN,1,-1
2804,DQN,1,-1
2805,Random,-1,1
2806,Random,-1,1
2807,Random,-1,1
2808,DQN,1,-1
2809,DQN,1,-1
2810,DQN,1,-1
2811,Random,-1,1
2812,DQN,1,-1
2813,Random,-1,1
2814,DQN,1,-1
2815,DQN,1,-1
2816,DQN,1,-1
2817,Random,-1,1
2818,DQN,1,-1
2819,DQN,1,-1
2820,draw,0,0
2821,DQN,1,-1
2822,DQN,1,-1
2823,DQN,1,-1
2824,draw,0,0
2825,DQN,1,-1
2826,DQN,1,-1
2827,DQN,1,-1
2828,DQN,1,-1
2829,DQN,1,-1
2830,DQN,1,-1
2831,draw,0,0
2832,DQN,1,-1
2833,DQN,1,-1
2834,Random,-1,1
2835,DQN,1,-1
2836,DQN,1,-1
2837,draw,0,0
2838,DQN,1,-1
2839,draw,0,0
2840,DQN,1,-1
2841,DQN,1,-1
2842,DQN,1,-1
2843,DQN,1,-1
2844,DQN,1,-1
2845,DQN,1,-1
2846,Random,-1,1
2847,Random,-1,1
2848,Random,-1,1
2849,DQN,1,-1
2850,DQN,1,-1
2851,DQN,1,-1
2852,DQN,1,-1
2853,Random,-1,1
2854,DQN,1,-1
2855,DQN,1,-1
2856,draw,0,0
2857,DQN,1,-1
2858,Random,-1,1
2859,DQN,1,-1
2860,Random,-1,1
2861,DQN,1,-1
2862,DQN,1,-1
2863,Random,-1,1
2864,DQN,1,-1
2865,DQN,1,-1
2866,DQN,1,-1
2867,DQN,1,-1
2868,DQN,1,-1
2869,DQN,1,-1
2870,DQN,1,-1
2871,DQN,1,-1
2872,DQN,1,-1
2873,Random,-1,1
2874,DQN,1,-1
2875,DQN,1,-1
2876,DQN,1,-1
2877,DQN,1,-1
2878,DQN,1,-1
2879,DQN,1,-1
2880,DQN,1,-1
2881,DQN,1,-1
2882,draw,0,0
2883,DQN,1,-1
2884,DQN,1,-1
2885,DQN,1,-1
2886,DQN,1,-1
2887,DQN,1,-1
2888,DQN,1,-1
2889,DQN,1,-1
2890,DQN,1,-1
2891,DQN,1,-1
2892,DQN,1,-1
2893,DQN,1,-1
2894,DQN,1,-1
2895,DQN,1,-1
2896,Random,-1,1
2897,DQN,1,-1
2898,Random,-1,1
2899,DQN,1,-1
2900,Random,-1,1
2901,DQN,1,-1
2902,DQN,1,-1
2903,DQN,1,-1
2904,DQN,1,-1
2905,DQN,1,-1
2906,Random,-1,1
2907,DQN,1,-1
2908,DQN,1,-1
2909,DQN,1,-1
2910,Random,-1,1
2911,DQN,1,-1
2912,DQN,1,-1
2913,DQN,1,-1
2914,DQN,1,-1
2915,DQN,1,-1
2916,DQN,1,-1
2917,DQN,1,-1
2918,Random,-1,1
2919,DQN,1,-1
2920,DQN,1,-1
2921,DQN,1,-1
2922,DQN,1,-1
2923,DQN,1,-1
2924,DQN,1,-1
2925,DQN,1,-1
2926,DQN,1,-1
2927,DQN,1,-1
2928,DQN,1,-1
2929,DQN,1,-1
2930,draw,0,0
2931,DQN,1,-1
2932,DQN,1,-1
2933,DQN,1,-1
2934,DQN,1,-1
2935,DQN,1,-1
2936,DQN,1,-1
2937,DQN,1,-1
2938,DQN,1,-1
2939,DQN,1,-1
2940,Random,-1,1
2941,DQN,1,-1
2942,DQN,1,-1
2943,DQN,1,-1
2944,DQN,1,-1
2945,DQN,1,-1
2946,DQN,1,-1
2947,DQN,1,-1
2948,DQN,1,-1
2949,DQN,1,-1
2950,DQN,1,-1
2951,DQN,1,-1
2952,DQN,1,-1
2953,DQN,1,-1
2954,DQN,1,-1
2955,DQN,1,-1
2956,DQN,1,-1
2957,DQN,1,-1
2958,DQN,1,-1
2959,DQN,1,-1
2960,DQN,1,-1
2961,DQN,1,-1
2962,DQN,1,-1
2963,DQN,1,-1
2964,DQN,1,-1
2965,DQN,1,-1
2966,DQN,1,-1
2967,DQN,1,-1
2968,DQN,1,-1
2969,DQN,1,-1
2970,DQN,1,-1
2971,DQN,1,-1
2972,DQN,1,-1
2973,draw,0,0
2974,DQN,1,-1
2975,DQN,1,-1
2976,Random,-1,1
2977,Random,-1,1
2978,DQN,1,-1
2979,Random,-1,1
2980,DQN,1,-1
2981,DQN,1,-1
2982,DQN,1,-1
2983,DQN,1,-1
2984,DQN,1,-1
2985,DQN,1,-1
2986,DQN,1,-1
2987,DQN,1,-1
2988,DQN,1,-1
2989,DQN,1,-1
2990,DQN,1,-1
2991,DQN,1,-1
2992,DQN,1,-1
2993,DQN,1,-1
2994,DQN,1,-1
2995,DQN,1,-1
2996,DQN,1,-1
2997,DQN,1,-1
2998,DQN,1,-1
2999,DQN,1,-1
3000,DQN,1,-1
3001,DQN,1,-1
3002,DQN,1,-1
3003,DQN,1,-1
3004,DQN,1,-1
3005,DQN,1,-1
3006,DQN,1,-1
3007,DQN,1,-1
3008,DQN,1,-1
3009,DQN,1,-1
3010,Random,-1,1
3011,DQN,1,-1
3012,DQN,1,-1
3013,Random,-1,1
3014,DQN,1,-1
3015,Random,-1,1
3016,DQN,1,-1
3017,Random,-1,1
3018,DQN,1,-1
3019,DQN,1,-1
3020,DQN,1,-1
3021,DQN,1,-1
3022,Random,-1,1
3023,DQN,1,-1
3024,DQN,1,-1
3025,DQN,1,-1
3026,Random,-1,1
3027,DQN,1,-1
3028,DQN,1,-1
3029,DQN,1,-1
3030,DQN,1,-1
3031,DQN,1,-1
3032,Random,-1,1
3033,DQN,1,-1
3034,Random,-1,1
3035,DQN,1,-1
3036,DQN,1,-1
3037,Random,-1,1
3038,DQN,1,-1
3039,DQN,1,-1
3040,DQN,1,-1
3041,DQN,1,-1
3042,DQN,1,-1
3043,DQN,1,-1
3044,DQN,1,-1
3045,DQN,1,-1
3046,DQN,1,-1
3047,DQN,1,-1
3048,DQN,1,-1
3049,DQN,1,-1
3050,DQN,1,-1
3051,DQN,1,-1
3052,DQN,1,-1
3053,DQN,1,-1
3054,DQN,1,-1
3055,DQN,1,-1
3056,DQN,1,-1
3057,DQN,1,-1
3058,DQN,1,-1
3059,DQN,1,-1
3060,DQN,1,-1
3061,DQN,1,-1
3062,DQN,1,-1
3063,DQN,1,-1
3064,DQN,1,-1
3065,DQN,1,-1
3066,DQN,1,-1
3067,DQN,1,-1
3068,Random,-1,1
3069,DQN,1,-1
3070,DQN,1,-1
3071,Random,-1,1
3072,DQN,1,-1
3073,DQN,1,-1
3074,DQN,1,-1
3075,DQN,1,-1
3076,Random,-1,1
3077,DQN,1,-1
3078,DQN,1,-1
3079,Random,-1,1
3080,DQN,1,-1
3081,DQN,1,-1
3082,DQN,1,-1
3083,DQN,1,-1
3084,DQN,1,-1
3085,DQN,1,-1
3086,DQN,1,-1
3087,draw,0,0
3088,DQN,1,-1
3089,DQN,1,-1
3090,DQN,1,-1
3091,Random,-1,1
3092,DQN,1,-1
3093,DQN,1,-1
3094,DQN,1,-1
3095,DQN,1,-1
3096,DQN,1,-1
3097,DQN,1,-1
3098,DQN,1,-1
3099,Random,-1,1
3100,DQN,1,-1
3101,DQN,1,-1
3102,DQN,1,-1
3103,DQN,1,-1
3104,DQN,1,-1
3105,DQN,1,-1
3106,DQN,1,-1
3107,DQN,1,-1
3108,DQN,1,-1
3109,DQN,1,-1
3110,Random,-1,1
3111,DQN,1,-1
3112,DQN,1,-1
3113,DQN,1,-1
3114,DQN,1,-1
3115,DQN,1,-1
3116,DQN,1,-1
3117,DQN,1,-1
3118,DQN,1,-1
3119,Random,-1,1
3120,Random,-1,1
3121,DQN,1,-1
3122,DQN,1,-1
3123,DQN,1,-1
3124,DQN,1,-1
3125,DQN,1,-1
3126,DQN,1,-1
3127,DQN,1,-1
3128,DQN,1,-1
3129,DQN,1,-1
3130,DQN,1,-1
3131,DQN,1,-1
3132,DQN,1,-1
3133,DQN,1,-1
3134,DQN,1,-1
3135,DQN,1,-1
3136,DQN,1,-1
3137,draw,0,0
3138,DQN,1,-1
3139,DQN,1,-1
3140,DQN,1,-1
3141,Random,-1,1
3142,Random,-1,1
3143,DQN,1,-1
3144,DQN,1,-1
3145,DQN,1,-1
3146,DQN,1,-1
3147,DQN,1,-1
3148,DQN,1,-1
3149,DQN,1,-1
3150,Random,-1,1
3151,Random,-1,1
3152,Random,-1,1
3153,DQN,1,-1
3154,DQN,1,-1
3155,Random,-1,1
3156,DQN,1,-1
3157,Random,-1,1
3158,DQN,1,-1
3159,draw,0,0
3160,DQN,1,-1
3161,DQN,1,-1
3162,Random,-1,1
3163,DQN,1,-1
3164,DQN,1,-1
3165,Random,-1,1
3166,draw,0,0
3167,Random,-1,1
3168,DQN,1,-1
3169,DQN,1,-1
3170,draw,0,0
3171,DQN,1,-1
3172,Random,-1,1
3173,DQN,1,-1
3174,draw,0,0
3175,DQN,1,-1
3176,Random,-1,1
3177,DQN,1,-1
3178,DQN,1,-1
3179,DQN,1,-1
3180,DQN,1,-1
3181,DQN,1,-1
3182,DQN,1,-1
3183,DQN,1,-1
3184,DQN,1,-1
3185,DQN,1,-1
3186,DQN,1,-1
3187,DQN,1,-1
3188,DQN,1,-1
3189,DQN,1,-1
3190,Random,-1,1
3191,DQN,1,-1
3192,DQN,1,-1
3193,Random,-1,1
3194,DQN,1,-1
3195,DQN,1,-1
3196,draw,0,0
3197,DQN,1,-1
3198,DQN,1,-1
3199,DQN,1,-1
3200,DQN,1,-1
3201,DQN,1,-1
3202,DQN,1,-1
3203,DQN,1,-1
3204,DQN,1,-1
3205,DQN,1,-1
3206,DQN,1,-1
3207,DQN,1,-1
3208,DQN,1,-1
3209,DQN,1,-1
3210,draw,0,0
3211,DQN,1,-1
3212,Random,-1,1
3213,DQN,1,-1
3214,draw,0,0
3215,Random,-1,1
3216,Random,-1,1
3217,DQN,1,-1
3218,draw,0,0
3219,Random,-1,1
3220,DQN,1,-1
3221,draw,0,0
3222,DQN,1,-1
3223,DQN,1,-1
3224,draw,0,0
3225,Random,-1,1
3226,DQN,1,-1
3227,DQN,1,-1
3228,DQN,1,-1
3229,DQN,1,-1
3230,Random,-1,1
3231,DQN,1,-1
3232,DQN,1,-1
3233,DQN,1,-1
3234,DQN,1,-1
3235,DQN,1,-1
3236,draw,0,0
3237,DQN,1,-1
3238,draw,0,0
3239,Random,-1,1
3240,DQN,1,-1
3241,draw,0,0
3242,Random,-1,1
3243,DQN,1,-1
3244,draw,0,0
3245,DQN,1,-1
3246,Random,-1,1
3247,DQN,1,-1
3248,DQN,1,-1
3249,draw,0,0
3250,DQN,1,-1
3251,Random,-1,1
3252,draw,0,0
3253,Random,-1,1
3254,Random,-1,1
3255,Random,-1,1
3256,draw,0,0
3257,DQN,1,-1
3258,Random,-1,1
3259,Random,-1,1
3260,draw,0,0
3261,Random,-1,1
3262,DQN,1,-1
3263,draw,0,0
3264,draw,0,0
3265,Random,-1,1
3266,draw,0,0
3267,DQN,1,-1
3268,draw,0,0
3269,Random,-1,1
3270,draw,0,0
3271,Random,-1,1
3272,Random,-1,1
3273,Random,-1,1
3274,draw,0,0
3275,Random,-1,1
3276,draw,0,0
3277,DQN,1,-1
3278,Random,-1,1
3279,draw,0,0
3280,draw,0,0
3281,Random,-1,1
3282,DQN,1,-1
3283,draw,0,0
3284,Random,-1,1
3285,Random,-1,1
3286,Random,-1,1
3287,draw,0,0
3288,draw,0,0
3289,draw,0,0
3290,Random,-1,1
3291,Random,-1,1
3292,DQN,1,-1
3293,draw,0,0
3294,Random,-1,1
3295,DQN,1,-1
3296,DQN,1,-1
3297,draw,0,0
3298,draw,0,0
3299,DQN,1,-1
3300,draw,0,0
3301,draw,0,0
3302,DQN,1,-1
3303,Random,-1,1
3304,draw,0,0
3305,DQN,1,-1
3306,DQN,1,-1
3307,draw,0,0
3308,DQN,1,-1
3309,Random,-1,1
3310,Random,-1,1
3311,Random,-1,1
3312,draw,0,0
3313,Random,-1,1
3314,DQN,1,-1
3315,Random,-1,1
3316,Random,-1,1
3317,draw,0,0
3318,Random,-1,1
3319,Random,-1,1
3320,Random,-1,1
3321,DQN,1,-1
3322,DQN,1,-1
3323,Random,-1,1
3324,DQN,1,-1
3325,DQN,1,-1
3326,DQN,1,-1
3327,DQN,1,-1
3328,DQN,1,-1
3329,draw,0,0
3330,DQN,1,-1
3331,Random,-1,1
3332,Random,-1,1
3333,DQN,1,-1
3334,DQN,1,-1
3335,DQN,1,-1
3336,draw,0,0
3337,draw,0,0
3338,DQN,1,-1
3339,DQN,1,-1
3340,DQN,1,-1
3341,Random,-1,1
3342,Random,-1,1
3343,DQN,1,-1
3344,draw,0,0
3345,draw,0,0
3346,DQN,1,-1
3347,DQN,1,-1
3348,DQN,1,-1
3349,DQN,1,-1
3350,DQN,1,-1
3351,DQN,1,-1
3352,DQN,1,-1
3353,DQN,1,-1
3354,DQN,1,-1
3355,Random,-1,1
3356,DQN,1,-1
3357,DQN,1,-1
3358,DQN,1,-1
3359,DQN,1,-1
3360,DQN,1,-1
3361,DQN,1,-1
3362,DQN,1,-1
3363,DQN,1,-1
3364,DQN,1,-1
3365,DQN,1,-1
3366,DQN,1,-1
3367,DQN,1,-1
3368,DQN,1,-1
3369,DQN,1,-1
3370,Random,-1,1
3371,DQN,1,-1
3372,Random,-1,1
3373,DQN,1,-1
3374,DQN,1,-1
3375,DQN,1,-1
3376,Random,-1,1
3377,DQN,1,-1
3378,DQN,1,-1
3379,Random,-1,1
3380,DQN,1,-1
3381,DQN,1,-1
3382,DQN,1,-1
3383,Random,-1,1
3384,DQN,1,-1
3385,DQN,1,-1
3386,DQN,1,-1
3387,DQN,1,-1
3388,DQN,1,-1
3389,DQN,1,-1
3390,DQN,1,-1
3391,DQN,1,-1
3392,DQN,1,-1
3393,DQN,1,-1
3394,DQN,1,-1
3395,DQN,1,-1
3396,DQN,1,-1
3397,Random,-1,1
3398,DQN,1,-1
3399,Random,-1,1
3400,DQN,1,-1
3401,DQN,1,-1
3402,DQN,1,-1
3403,DQN,1,-1
3404,DQN,1,-1
3405,DQN,1,-1
3406,DQN,1,-1
3407,DQN,1,-1
3408,DQN,1,-1
3409,DQN,1,-1
3410,DQN,1,-1
3411,Random,-1,1
3412,DQN,1,-1
3413,Random,-1,1
3414,DQN,1,-1
3415,DQN,1,-1
3416,DQN,1,-1
3417,DQN,1,-1
3418,DQN,1,-1
3419,Random,-1,1
3420,DQN,1,-1
3421,Random,-1,1
3422,Random,-1,1
3423,DQN,1,-1
3424,Random,-1,1
3425,DQN,1,-1
3426,Random,-1,1
3427,Random,-1,1
3428,DQN,1,-1
3429,DQN,1,-1
3430,Random,-1,1
3431,DQN,1,-1
3432,draw,0,0
3433,DQN,1,-1
3434,DQN,1,-1
3435,DQN,1,-1
3436,DQN,1,-1
3437,DQN,1,-1
3438,DQN,1,-1
3439,DQN,1,-1
3440,DQN,1,-1
3441,Random,-1,1
3442,DQN,1,-1
3443,DQN,1,-1
3444,DQN,1,-1
3445,DQN,1,-1
3446,DQN,1,-1
3447,DQN,1,-1
3448,DQN,1,-1
3449,DQN,1,-1
3450,DQN,1,-1
3451,DQN,1,-1
3452,DQN,1,-1
3453,DQN,1,-1
3454,DQN,1,-1
3455,DQN,1,-1
3456,DQN,1,-1
3457,DQN,1,-1
3458,Random,-1,1
3459,DQN,1,-1
3460,DQN,1,-1
3461,DQN,1,-1
3462,DQN,1,-1
3463,DQN,1,-1
3464,DQN,1,-1
3465,Random,-1,1
3466,DQN,1,-1
3467,DQN,1,-1
3468,DQN,1,-1
3469,DQN,1,-1
3470,DQN,1,-1
3471,DQN,1,-1
3472,DQN,1,-1
3473,DQN,1,-1
3474,DQN,1,-1
3475,DQN,1,-1
3476,DQN,1,-1
3477,Random,-1,1
3478,DQN,1,-1
3479,DQN,1,-1
3480,DQN,1,-1
3481,DQN,1,-1
3482,DQN,1,-1
3483,DQN,1,-1
3484,DQN,1,-1
3485,Random,-1,1
3486,DQN,1,-1
3487,DQN,1,-1
3488,DQN,1,-1
3489,DQN,1,-1
3490,DQN,1,-1
3491,DQN,1,-1
3492,Random,-1,1
3493,DQN,1,-1
3494,DQN,1,-1
3495,DQN,1,-1
3496,Random,-1,1
3497,DQN,1,-1
3498,DQN,1,-1
3499,DQN,1,-1
3500,Random,-1,1
3501,DQN,1,-1
3502,DQN,1,-1
3503,DQN,1,-1
3504,DQN,1,-1
3505,DQN,1,-1
3506,DQN,1,-1
3507,DQN,1,-1
3508,DQN,1,-1
3509,DQN,1,-1
3510,Random,-1,1
3511,DQN,1,-1
3512,Random,-1,1
3513,DQN,1,-1
3514,Random,-1,1
3515,Random,-1,1
3516,DQN,1,-1
3517,DQN,1,-1
3518,DQN,1,-1
3519,DQN,1,-1
3520,DQN,1,-1
3521,DQN,1,-1
3522,DQN,1,-1
3523,DQN,1,-1
3524,DQN,1,-1
3525,Random,-1,1
3526,Random,-1,1
3527,DQN,1,-1
3528,Random,-1,1
3529,Random,-1,1
3530,DQN,1,-1
3531,DQN,1,-1
3532,DQN,1,-1
3533,DQN,1,-1
3534,DQN,1,-1
3535,DQN,1,-1
3536,DQN,1,-1
3537,Random,-1,1
3538,DQN,1,-1
3539,DQN,1,-1
3540,DQN,1,-1
3541,DQN,1,-1
3542,Random,-1,1
3543,DQN,1,-1
3544,DQN,1,-1
3545,DQN,1,-1
3546,DQN,1,-1
3547,DQN,1,-1
3548,DQN,1,-1
3549,DQN,1,-1
3550,DQN,1,-1
3551,Random,-1,1
3552,Random,-1,1
3553,Random,-1,1
3554,DQN,1,-1
3555,Random,-1,1
3556,DQN,1,-1
3557,DQN,1,-1
3558,DQN,1,-1
3559,DQN,1,-1
3560,Random,-1,1
3561,DQN,1,-1
3562,DQN,1,-1
3563,DQN,1,-1
3564,DQN,1,-1
3565,DQN,1,-1
3566,DQN,1,-1
3567,DQN,1,-1
3568,Random,-1,1
3569,DQN,1,-1
3570,Random,-1,1
3571,DQN,1,-1
3572,DQN,1,-1
3573,Random,-1,1
3574,DQN,1,-1
3575,DQN,1,-1
3576,DQN,1,-1
3577,DQN,1,-1
3578,DQN,1,-1
3579,DQN,1,-1
3580,DQN,1,-1
3581,Random,-1,1
3582,DQN,1,-1
3583,DQN,1,-1
3584,Random,-1,1
3585,Random,-1,1
3586,DQN,1,-1
3587,DQN,1,-1
3588,DQN,1,-1
3589,DQN,1,-1
3590,DQN,1,-1
3591,DQN,1,-1
3592,DQN,1,-1
3593,DQN,1,-1
3594,Random,-1,1
3595,DQN,1,-1
3596,DQN,1,-1
3597,Random,-1,1
3598,DQN,1,-1
3599,DQN,1,-1
3600,DQN,1,-1
3601,Random,-1,1
3602,DQN,1,-1
3603,DQN,1,-1
3604,Random,-1,1
3605,DQN,1,-1
3606,DQN,1,-1
3607,DQN,1,-1
3608,Random,-1,1
3609,DQN,1,-1
3610,Random,-1,1
3611,DQN,1,-1
3612,DQN,1,-1
3613,Random,-1,1
3614,DQN,1,-1
3615,Random,-1,1
3616,draw,0,0
3617,DQN,1,-1
3618,DQN,1,-1
3619,Random,-1,1
3620,DQN,1,-1
3621,DQN,1,-1
3622,DQN,1,-1
3623,DQN,1,-1
3624,DQN,1,-1
3625,DQN,1,-1
3626,DQN,1,-1
3627,Random,-1,1
3628,Random,-1,1
3629,DQN,1,-1
3630,DQN,1,-1
3631,DQN,1,-1
3632,draw,0,0
3633,DQN,1,-1
3634,DQN,1,-1
3635,DQN,1,-1
3636,DQN,1,-1
3637,DQN,1,-1
3638,DQN,1,-1
3639,DQN,1,-1
3640,DQN,1,-1
3641,Random,-1,1
3642,Random,-1,1
3643,DQN,1,-1
3644,DQN,1,-1
3645,Random,-1,1
3646,draw,0,0
3647,Random,-1,1
3648,Random,-1,1
3649,Random,-1,1
3650,DQN,1,-1
3651,DQN,1,-1
3652,DQN,1,-1
3653,DQN,1,-1
3654,DQN,1,-1
3655,DQN,1,-1
3656,Random,-1,1
3657,DQN,1,-1
3658,DQN,1,-1
3659,DQN,1,-1
3660,Random,-1,1
3661,DQN,1,-1
3662,DQN,1,-1
3663,Random,-1,1
3664,DQN,1,-1
3665,DQN,1,-1
3666,DQN,1,-1
3667,DQN,1,-1
3668,DQN,1,-1
3669,DQN,1,-1
3670,DQN,1,-1
3671,Random,-1,1
3672,Random,-1,1
3673,DQN,1,-1
3674,DQN,1,-1
3675,DQN,1,-1
3676,DQN,1,-1
3677,DQN,1,-1
3678,DQN,1,-1
3679,DQN,1,-1
3680,DQN,1,-1
3681,DQN,1,-1
3682,DQN,1,-1
3683,DQN,1,-1
3684,Random,-1,1
3685,DQN,1,-1
3686,DQN,1,-1
3687,DQN,1,-1
3688,DQN,1,-1
3689,DQN,1,-1
3690,Random,-1,1
3691,DQN,1,-1
3692,DQN,1,-1
3693,DQN,1,-1
3694,DQN,1,-1
3695,DQN,1,-1
3696,DQN,1,-1
3697,DQN,1,-1
3698,Random,-1,1
3699,DQN,1,-1
3700,DQN,1,-1
3701,DQN,1,-1
3702,Random,-1,1
3703,Random,-1,1
3704,DQN,1,-1
3705,DQN,1,-1
3706,DQN,1,-1
3707,DQN,1,-1
3708,DQN,1,-1
3709,DQN,1,-1
3710,DQN,1,-1
3711,DQN,1,-1
3712,DQN,1,-1
3713,DQN,1,-1
3714,DQN,1,-1
3715,DQN,1,-1
3716,DQN,1,-1
3717,DQN,1,-1
3718,DQN,1,-1
3719,DQN,1,-1
3720,DQN,1,-1
3721,DQN,1,-1
3722,Random,-1,1
3723,DQN,1,-1
3724,DQN,1,-1
3725,DQN,1,-1
3726,Random,-1,1
3727,DQN,1,-1
3728,DQN,1,-1
3729,DQN,1,-1
3730,DQN,1,-1
3731,DQN,1,-1
3732,DQN,1,-1
3733,DQN,1,-1
3734,DQN,1,-1
3735,DQN,1,-1
3736,DQN,1,-1
3737,Random,-1,1
