episode,winner,PHC,PHC_2
2201,PHC_2,-1,1
2202,PHC_2,-1,1
2203,PHC_2,-1,1
2204,PHC,1,-1
2205,PHC_2,-1,1
2206,PHC_2,-1,1
2207,PHC_2,-1,1
2208,PHC_2,-1,1
2209,PHC_2,-1,1
2210,PHC_2,-1,1
2211,PHC_2,-1,1
2212,PHC_2,-1,1
2213,PHC_2,-1,1
2214,PHC_2,-1,1
2215,PHC_2,-1,1
2216,PHC_2,-1,1
2217,PHC_2,-1,1
2218,PHC_2,-1,1
2219,PHC_2,-1,1
2220,PHC_2,-1,1
2221,PHC_2,-1,1
2222,PHC_2,-1,1
2223,PHC_2,-1,1
2224,PHC_2,-1,1
2225,PHC_2,-1,1
2226,PHC_2,-1,1
2227,PHC,1,-1
2228,PHC_2,-1,1
2229,PHC_2,-1,1
2230,PHC_2,-1,1
2231,PHC_2,-1,1
2232,PHC_2,-1,1
2233,PHC_2,-1,1
2234,PHC_2,-1,1
2235,PHC_2,-1,1
2236,PHC_2,-1,1
2237,PHC_2,-1,1
2238,PHC_2,-1,1
2239,PHC_2,-1,1
2240,PHC_2,-1,1
2241,PHC_2,-1,1
2242,PHC_2,-1,1
2243,PHC_2,-1,1
2244,PHC_2,-1,1
2245,PHC_2,-1,1
2246,PHC_2,-1,1
2247,PHC_2,-1,1
2248,PHC_2,-1,1
2249,PHC_2,-1,1
2250,PHC_2,-1,1
2251,PHC_2,-1,1
2252,PHC_2,-1,1
2253,PHC_2,-1,1
2254,PHC_2,-1,1
2255,PHC_2,-1,1
2256,PHC_2,-1,1
2257,PHC_2,-1,1
2258,PHC_2,-1,1
2259,PHC_2,-1,1
2260,PHC_2,-1,1
2261,PHC_2,-1,1
2262,PHC_2,-1,1
2263,PHC_2,-1,1
2264,PHC_2,-1,1
2265,PHC_2,-1,1
2266,PHC_2,-1,1
2267,PHC_2,-1,1
2268,PHC_2,-1,1
2269,PHC_2,-1,1
2270,PHC_2,-1,1
2271,PHC_2,-1,1
2272,PHC_2,-1,1
2273,PHC_2,-1,1
2274,PHC_2,-1,1
2275,PHC_2,-1,1
2276,PHC_2,-1,1
2277,PHC_2,-1,1
2278,PHC_2,-1,1
2279,PHC_2,-1,1
2280,PHC_2,-1,1
2281,PHC_2,-1,1
2282,PHC_2,-1,1
2283,PHC_2,-1,1
2284,PHC_2,-1,1
2285,PHC_2,-1,1
2286,PHC_2,-1,1
2287,PHC_2,-1,1
2288,PHC_2,-1,1
2289,PHC_2,-1,1
2290,PHC_2,-1,1
2291,PHC_2,-1,1
2292,PHC_2,-1,1
2293,PHC_2,-1,1
2294,PHC_2,-1,1
2295,PHC_2,-1,1
2296,PHC_2,-1,1
2297,PHC_2,-1,1
2298,PHC_2,-1,1
2299,PHC_2,-1,1
2300,PHC_2,-1,1
2301,PHC_2,-1,1
2302,PHC_2,-1,1
2303,PHC_2,-1,1
2304,PHC_2,-1,1
2305,PHC_2,-1,1
2306,PHC,1,-1
2307,PHC_2,-1,1
2308,PHC_2,-1,1
2309,PHC_2,-1,1
2310,PHC_2,-1,1
2311,PHC_2,-1,1
2312,PHC_2,-1,1
2313,PHC_2,-1,1
2314,PHC_2,-1,1
2315,PHC_2,-1,1
2316,PHC_2,-1,1
2317,PHC_2,-1,1
2318,PHC_2,-1,1
2319,PHC_2,-1,1
2320,PHC_2,-1,1
2321,PHC_2,-1,1
2322,PHC_2,-1,1
2323,PHC_2,-1,1
2324,PHC_2,-1,1
2325,PHC_2,-1,1
2326,PHC_2,-1,1
2327,PHC_2,-1,1
2328,PHC_2,-1,1
2329,PHC_2,-1,1
2330,PHC_2,-1,1
2331,PHC_2,-1,1
2332,PHC_2,-1,1
2333,PHC_2,-1,1
2334,PHC_2,-1,1
2335,PHC_2,-1,1
2336,PHC_2,-1,1
2337,PHC_2,-1,1
2338,PHC_2,-1,1
2339,PHC_2,-1,1
2340,PHC_2,-1,1
2341,PHC_2,-1,1
2342,PHC_2,-1,1
2343,PHC_2,-1,1
2344,PHC_2,-1,1
2345,PHC_2,-1,1
2346,PHC_2,-1,1
2347,PHC_2,-1,1
2348,PHC_2,-1,1
2349,PHC_2,-1,1
2350,PHC_2,-1,1
2351,PHC_2,-1,1
2352,PHC_2,-1,1
2353,PHC_2,-1,1
2354,PHC_2,-1,1
2355,PHC_2,-1,1
2356,PHC_2,-1,1
2357,PHC_2,-1,1
2358,PHC_2,-1,1
2359,PHC_2,-1,1
2360,PHC_2,-1,1
2361,PHC_2,-1,1
2362,PHC_2,-1,1
2363,PHC_2,-1,1
2364,PHC_2,-1,1
2365,PHC_2,-1,1
2366,PHC,1,-1
2367,PHC_2,-1,1
2368,PHC_2,-1,1
2369,PHC_2,-1,1
2370,PHC_2,-1,1
2371,PHC_2,-1,1
2372,PHC,1,-1
2373,PHC_2,-1,1
2374,PHC_2,-1,1
2375,PHC_2,-1,1
2376,PHC_2,-1,1
2377,PHC_2,-1,1
2378,PHC_2,-1,1
2379,PHC_2,-1,1
2380,PHC_2,-1,1
2381,PHC,1,-1
2382,PHC_2,-1,1
2383,PHC_2,-1,1
2384,PHC_2,-1,1
2385,PHC_2,-1,1
2386,PHC_2,-1,1
2387,PHC_2,-1,1
2388,PHC_2,-1,1
2389,PHC_2,-1,1
2390,PHC_2,-1,1
2391,PHC_2,-1,1
2392,PHC_2,-1,1
2393,PHC_2,-1,1
2394,PHC_2,-1,1
2395,PHC_2,-1,1
2396,PHC_2,-1,1
2397,PHC_2,-1,1
2398,PHC_2,-1,1
2399,PHC_2,-1,1
2400,PHC_2,-1,1
2401,PHC_2,-1,1
2402,PHC_2,-1,1
2403,PHC_2,-1,1
2404,PHC_2,-1,1
2405,PHC_2,-1,1
2406,PHC_2,-1,1
2407,PHC_2,-1,1
2408,PHC_2,-1,1
2409,PHC_2,-1,1
2410,PHC_2,-1,1
2411,PHC_2,-1,1
2412,PHC_2,-1,1
2413,PHC_2,-1,1
2414,PHC_2,-1,1
2415,PHC_2,-1,1
2416,PHC_2,-1,1
2417,PHC_2,-1,1
2418,PHC_2,-1,1
2419,PHC_2,-1,1
2420,PHC_2,-1,1
2421,PHC_2,-1,1
2422,PHC_2,-1,1
2423,PHC_2,-1,1
2424,PHC_2,-1,1
2425,PHC_2,-1,1
2426,PHC_2,-1,1
2427,PHC_2,-1,1
2428,PHC_2,-1,1
2429,PHC_2,-1,1
2430,PHC_2,-1,1
2431,PHC_2,-1,1
2432,PHC_2,-1,1
2433,PHC_2,-1,1
2434,PHC_2,-1,1
2435,PHC_2,-1,1
2436,PHC_2,-1,1
2437,PHC_2,-1,1
2438,PHC_2,-1,1
2439,PHC_2,-1,1
2440,PHC_2,-1,1
2441,PHC_2,-1,1
2442,PHC_2,-1,1
2443,PHC_2,-1,1
2444,PHC_2,-1,1
2445,PHC_2,-1,1
2446,PHC_2,-1,1
2447,PHC_2,-1,1
2448,PHC_2,-1,1
2449,PHC_2,-1,1
2450,PHC_2,-1,1
2451,PHC_2,-1,1
2452,PHC_2,-1,1
2453,PHC_2,-1,1
2454,PHC_2,-1,1
2455,PHC_2,-1,1
2456,PHC_2,-1,1
2457,PHC_2,-1,1
2458,PHC_2,-1,1
2459,PHC_2,-1,1
2460,PHC_2,-1,1
2461,PHC_2,-1,1
2462,PHC_2,-1,1
2463,PHC_2,-1,1
2464,PHC_2,-1,1
2465,PHC_2,-1,1
2466,PHC_2,-1,1
2467,PHC_2,-1,1
2468,PHC_2,-1,1
2469,PHC_2,-1,1
2470,PHC_2,-1,1
2471,PHC_2,-1,1
2472,PHC_2,-1,1
2473,PHC_2,-1,1
2474,PHC_2,-1,1
2475,PHC_2,-1,1
2476,PHC_2,-1,1
2477,PHC_2,-1,1
2478,PHC_2,-1,1
2479,PHC_2,-1,1
2480,PHC_2,-1,1
2481,PHC_2,-1,1
2482,PHC_2,-1,1
2483,PHC_2,-1,1
2484,PHC_2,-1,1
2485,PHC_2,-1,1
2486,PHC_2,-1,1
2487,PHC_2,-1,1
2488,PHC_2,-1,1
2489,PHC_2,-1,1
2490,PHC_2,-1,1
2491,PHC_2,-1,1
2492,PHC_2,-1,1
2493,PHC_2,-1,1
2494,PHC_2,-1,1
2495,PHC_2,-1,1
2496,PHC_2,-1,1
2497,PHC_2,-1,1
2498,PHC_2,-1,1
2499,PHC_2,-1,1
2500,PHC_2,-1,1
2501,PHC_2,-1,1
2502,PHC_2,-1,1
2503,PHC_2,-1,1
2504,PHC_2,-1,1
2505,PHC_2,-1,1
2506,PHC_2,-1,1
2507,PHC_2,-1,1
2508,PHC_2,-1,1
2509,PHC_2,-1,1
2510,PHC_2,-1,1
2511,PHC_2,-1,1
2512,PHC_2,-1,1
2513,PHC_2,-1,1
2514,PHC_2,-1,1
2515,PHC_2,-1,1
2516,PHC_2,-1,1
2517,PHC_2,-1,1
2518,PHC_2,-1,1
2519,PHC_2,-1,1
2520,PHC_2,-1,1
2521,PHC_2,-1,1
2522,PHC_2,-1,1
2523,PHC_2,-1,1
2524,PHC_2,-1,1
2525,PHC_2,-1,1
2526,PHC_2,-1,1
2527,PHC_2,-1,1
2528,PHC_2,-1,1
2529,PHC_2,-1,1
2530,PHC_2,-1,1
2531,PHC_2,-1,1
2532,PHC_2,-1,1
2533,PHC_2,-1,1
2534,PHC_2,-1,1
2535,PHC_2,-1,1
2536,PHC_2,-1,1
2537,PHC_2,-1,1
2538,PHC_2,-1,1
2539,PHC_2,-1,1
2540,PHC_2,-1,1
2541,PHC_2,-1,1
2542,PHC_2,-1,1
2543,PHC_2,-1,1
2544,PHC_2,-1,1
2545,PHC_2,-1,1
2546,PHC_2,-1,1
2547,PHC_2,-1,1
2548,PHC_2,-1,1
2549,PHC_2,-1,1
2550,PHC_2,-1,1
2551,PHC_2,-1,1
2552,PHC_2,-1,1
2553,PHC_2,-1,1
2554,PHC_2,-1,1
2555,PHC_2,-1,1
2556,PHC_2,-1,1
2557,PHC_2,-1,1
2558,PHC_2,-1,1
2559,PHC_2,-1,1
2560,PHC_2,-1,1
2561,PHC_2,-1,1
2562,PHC_2,-1,1
2563,PHC_2,-1,1
2564,PHC_2,-1,1
2565,PHC_2,-1,1
2566,PHC_2,-1,1
2567,PHC_2,-1,1
2568,PHC_2,-1,1
2569,PHC_2,-1,1
2570,PHC_2,-1,1
2571,PHC_2,-1,1
2572,PHC_2,-1,1
2573,PHC_2,-1,1
2574,PHC_2,-1,1
2575,PHC_2,-1,1
2576,PHC_2,-1,1
2577,PHC_2,-1,1
2578,PHC_2,-1,1
2579,PHC_2,-1,1
2580,PHC,1,-1
2581,PHC_2,-1,1
2582,PHC_2,-1,1
2583,PHC_2,-1,1
2584,PHC_2,-1,1
2585,PHC_2,-1,1
2586,PHC_2,-1,1
2587,PHC_2,-1,1
2588,PHC_2,-1,1
2589,PHC_2,-1,1
2590,PHC_2,-1,1
2591,PHC_2,-1,1
2592,PHC_2,-1,1
2593,PHC_2,-1,1
2594,PHC_2,-1,1
2595,PHC_2,-1,1
2596,PHC_2,-1,1
2597,PHC_2,-1,1
2598,PHC_2,-1,1
2599,PHC_2,-1,1
2600,PHC_2,-1,1
2601,PHC_2,-1,1
2602,PHC_2,-1,1
2603,PHC_2,-1,1
2604,PHC_2,-1,1
2605,PHC_2,-1,1
2606,PHC_2,-1,1
2607,PHC_2,-1,1
2608,PHC_2,-1,1
2609,PHC_2,-1,1
2610,PHC_2,-1,1
2611,PHC_2,-1,1
2612,PHC_2,-1,1
2613,PHC_2,-1,1
2614,PHC_2,-1,1
2615,PHC_2,-1,1
2616,PHC_2,-1,1
2617,PHC_2,-1,1
2618,PHC_2,-1,1
2619,PHC_2,-1,1
2620,PHC_2,-1,1
2621,PHC_2,-1,1
2622,PHC_2,-1,1
2623,PHC_2,-1,1
2624,PHC_2,-1,1
2625,PHC_2,-1,1
2626,PHC_2,-1,1
2627,PHC_2,-1,1
2628,PHC_2,-1,1
2629,PHC_2,-1,1
2630,PHC_2,-1,1
2631,PHC_2,-1,1
2632,PHC_2,-1,1
2633,PHC_2,-1,1
2634,PHC_2,-1,1
2635,PHC_2,-1,1
2636,PHC_2,-1,1
2637,PHC_2,-1,1
2638,PHC_2,-1,1
2639,PHC_2,-1,1
2640,PHC_2,-1,1
2641,PHC_2,-1,1
2642,PHC_2,-1,1
2643,PHC_2,-1,1
2644,PHC_2,-1,1
2645,PHC_2,-1,1
2646,PHC_2,-1,1
2647,PHC_2,-1,1
2648,PHC_2,-1,1
2649,PHC_2,-1,1
2650,PHC_2,-1,1
2651,PHC_2,-1,1
2652,PHC_2,-1,1
2653,PHC_2,-1,1
2654,PHC_2,-1,1
2655,PHC_2,-1,1
2656,PHC_2,-1,1
2657,PHC_2,-1,1
2658,PHC_2,-1,1
2659,PHC,1,-1
2660,PHC_2,-1,1
2661,PHC_2,-1,1
2662,PHC_2,-1,1
2663,PHC_2,-1,1
2664,PHC_2,-1,1
2665,PHC_2,-1,1
2666,PHC_2,-1,1
2667,PHC_2,-1,1
2668,PHC_2,-1,1
2669,PHC_2,-1,1
2670,PHC_2,-1,1
2671,PHC_2,-1,1
2672,PHC_2,-1,1
2673,PHC_2,-1,1
2674,PHC_2,-1,1
2675,PHC_2,-1,1
2676,PHC_2,-1,1
2677,PHC_2,-1,1
2678,PHC_2,-1,1
2679,PHC_2,-1,1
2680,PHC_2,-1,1
2681,PHC_2,-1,1
2682,PHC_2,-1,1
2683,PHC_2,-1,1
2684,PHC_2,-1,1
2685,PHC_2,-1,1
2686,PHC_2,-1,1
2687,PHC_2,-1,1
2688,PHC_2,-1,1
2689,PHC_2,-1,1
2690,PHC_2,-1,1
2691,PHC_2,-1,1
2692,PHC_2,-1,1
2693,PHC_2,-1,1
2694,PHC_2,-1,1
2695,PHC_2,-1,1
2696,PHC_2,-1,1
2697,PHC_2,-1,1
2698,PHC_2,-1,1
2699,PHC_2,-1,1
2700,PHC_2,-1,1
2701,PHC_2,-1,1
2702,PHC_2,-1,1
2703,PHC_2,-1,1
2704,PHC_2,-1,1
2705,PHC_2,-1,1
2706,PHC_2,-1,1
2707,PHC_2,-1,1
2708,PHC_2,-1,1
2709,PHC_2,-1,1
2710,PHC_2,-1,1
2711,PHC_2,-1,1
2712,PHC_2,-1,1
2713,PHC_2,-1,1
2714,PHC_2,-1,1
2715,PHC_2,-1,1
2716,PHC_2,-1,1
2717,PHC_2,-1,1
2718,PHC_2,-1,1
2719,PHC_2,-1,1
2720,PHC_2,-1,1
2721,PHC_2,-1,1
2722,PHC_2,-1,1
2723,PHC_2,-1,1
2724,PHC_2,-1,1
2725,PHC_2,-1,1
2726,PHC_2,-1,1
2727,PHC_2,-1,1
2728,PHC_2,-1,1
2729,PHC_2,-1,1
2730,PHC_2,-1,1
2731,PHC_2,-1,1
2732,PHC_2,-1,1
2733,PHC_2,-1,1
2734,PHC_2,-1,1
2735,PHC_2,-1,1
2736,PHC_2,-1,1
2737,PHC_2,-1,1
2738,PHC_2,-1,1
2739,PHC_2,-1,1
2740,PHC_2,-1,1
2741,PHC_2,-1,1
2742,PHC_2,-1,1
2743,PHC_2,-1,1
2744,PHC_2,-1,1
2745,PHC_2,-1,1
2746,PHC_2,-1,1
2747,PHC_2,-1,1
2748,PHC_2,-1,1
2749,PHC_2,-1,1
2750,PHC_2,-1,1
2751,PHC_2,-1,1
2752,PHC_2,-1,1
2753,PHC_2,-1,1
2754,PHC_2,-1,1
2755,PHC_2,-1,1
2756,PHC_2,-1,1
2757,PHC_2,-1,1
2758,PHC_2,-1,1
2759,PHC_2,-1,1
2760,PHC_2,-1,1
2761,PHC_2,-1,1
2762,PHC_2,-1,1
2763,PHC_2,-1,1
2764,PHC_2,-1,1
2765,PHC_2,-1,1
2766,PHC_2,-1,1
2767,PHC_2,-1,1
2768,PHC_2,-1,1
2769,PHC_2,-1,1
2770,PHC_2,-1,1
2771,PHC_2,-1,1
2772,PHC_2,-1,1
2773,PHC_2,-1,1
2774,PHC_2,-1,1
2775,PHC_2,-1,1
2776,PHC_2,-1,1
2777,PHC_2,-1,1
2778,PHC_2,-1,1
2779,PHC_2,-1,1
2780,PHC_2,-1,1
2781,PHC_2,-1,1
2782,PHC_2,-1,1
2783,PHC_2,-1,1
2784,PHC_2,-1,1
2785,PHC_2,-1,1
2786,PHC_2,-1,1
2787,PHC_2,-1,1
2788,PHC_2,-1,1
2789,PHC_2,-1,1
2790,PHC_2,-1,1
2791,PHC_2,-1,1
2792,PHC_2,-1,1
2793,PHC_2,-1,1
2794,PHC_2,-1,1
2795,PHC_2,-1,1
2796,PHC_2,-1,1
2797,PHC_2,-1,1
2798,PHC_2,-1,1
2799,PHC_2,-1,1
2800,PHC_2,-1,1
2801,PHC_2,-1,1
2802,PHC_2,-1,1
2803,PHC_2,-1,1
2804,PHC_2,-1,1
2805,PHC_2,-1,1
2806,PHC_2,-1,1
2807,PHC_2,-1,1
2808,PHC_2,-1,1
2809,PHC_2,-1,1
2810,PHC_2,-1,1
2811,PHC_2,-1,1
2812,PHC_2,-1,1
2813,PHC_2,-1,1
2814,PHC_2,-1,1
2815,PHC_2,-1,1
2816,PHC_2,-1,1
2817,PHC_2,-1,1
2818,PHC_2,-1,1
2819,PHC_2,-1,1
2820,PHC_2,-1,1
2821,PHC_2,-1,1
2822,PHC_2,-1,1
2823,PHC_2,-1,1
2824,PHC_2,-1,1
2825,PHC_2,-1,1
2826,PHC_2,-1,1
2827,PHC_2,-1,1
2828,PHC_2,-1,1
2829,PHC_2,-1,1
2830,PHC_2,-1,1
2831,PHC_2,-1,1
2832,PHC_2,-1,1
2833,PHC_2,-1,1
2834,PHC_2,-1,1
2835,PHC_2,-1,1
2836,PHC_2,-1,1
2837,PHC_2,-1,1
2838,PHC_2,-1,1
2839,PHC_2,-1,1
2840,PHC_2,-1,1
2841,PHC_2,-1,1
2842,PHC_2,-1,1
2843,PHC_2,-1,1
2844,PHC_2,-1,1
2845,PHC_2,-1,1
2846,PHC_2,-1,1
2847,PHC_2,-1,1
2848,PHC_2,-1,1
2849,PHC_2,-1,1
2850,PHC_2,-1,1
2851,PHC_2,-1,1
2852,PHC_2,-1,1
2853,PHC_2,-1,1
2854,PHC_2,-1,1
2855,PHC_2,-1,1
2856,PHC_2,-1,1
2857,PHC_2,-1,1
2858,PHC_2,-1,1
2859,PHC_2,-1,1
2860,PHC_2,-1,1
2861,PHC_2,-1,1
2862,PHC_2,-1,1
2863,PHC_2,-1,1
2864,PHC_2,-1,1
2865,PHC_2,-1,1
2866,PHC_2,-1,1
2867,PHC_2,-1,1
2868,PHC_2,-1,1
2869,PHC_2,-1,1
2870,PHC_2,-1,1
2871,PHC_2,-1,1
2872,PHC_2,-1,1
2873,PHC_2,-1,1
2874,PHC_2,-1,1
2875,PHC_2,-1,1
2876,PHC_2,-1,1
2877,PHC_2,-1,1
2878,PHC_2,-1,1
2879,PHC_2,-1,1
2880,PHC_2,-1,1
2881,PHC_2,-1,1
2882,PHC_2,-1,1
2883,PHC_2,-1,1
2884,PHC_2,-1,1
2885,PHC_2,-1,1
2886,PHC_2,-1,1
2887,PHC_2,-1,1
2888,PHC_2,-1,1
2889,PHC_2,-1,1
2890,PHC_2,-1,1
2891,PHC_2,-1,1
2892,PHC_2,-1,1
2893,PHC_2,-1,1
2894,PHC_2,-1,1
2895,PHC_2,-1,1
2896,PHC_2,-1,1
2897,PHC_2,-1,1
2898,PHC_2,-1,1
2899,PHC_2,-1,1
2900,PHC_2,-1,1
2901,PHC_2,-1,1
2902,PHC_2,-1,1
2903,PHC_2,-1,1
2904,PHC_2,-1,1
2905,PHC_2,-1,1
2906,PHC_2,-1,1
2907,PHC_2,-1,1
2908,PHC_2,-1,1
2909,PHC_2,-1,1
2910,PHC_2,-1,1
2911,PHC_2,-1,1
2912,PHC_2,-1,1
2913,PHC_2,-1,1
2914,PHC_2,-1,1
2915,PHC_2,-1,1
2916,PHC_2,-1,1
2917,PHC_2,-1,1
2918,PHC_2,-1,1
2919,PHC_2,-1,1
2920,PHC_2,-1,1
2921,PHC_2,-1,1
2922,PHC_2,-1,1
2923,PHC_2,-1,1
2924,PHC_2,-1,1
2925,PHC_2,-1,1
2926,PHC_2,-1,1
2927,PHC_2,-1,1
2928,PHC_2,-1,1
2929,PHC_2,-1,1
2930,PHC_2,-1,1
2931,PHC_2,-1,1
2932,PHC_2,-1,1
2933,PHC_2,-1,1
2934,PHC_2,-1,1
2935,PHC_2,-1,1
2936,PHC_2,-1,1
2937,PHC_2,-1,1
2938,PHC_2,-1,1
2939,PHC_2,-1,1
2940,PHC_2,-1,1
2941,PHC_2,-1,1
2942,PHC_2,-1,1
2943,PHC_2,-1,1
2944,PHC_2,-1,1
2945,PHC_2,-1,1
2946,PHC_2,-1,1
2947,PHC_2,-1,1
2948,PHC_2,-1,1
2949,PHC_2,-1,1
2950,PHC_2,-1,1
2951,PHC_2,-1,1
2952,PHC_2,-1,1
2953,PHC_2,-1,1
2954,PHC_2,-1,1
2955,PHC_2,-1,1
2956,PHC_2,-1,1
2957,PHC_2,-1,1
2958,PHC_2,-1,1
2959,PHC_2,-1,1
2960,PHC_2,-1,1
2961,PHC_2,-1,1
2962,PHC_2,-1,1
2963,PHC_2,-1,1
2964,PHC_2,-1,1
2965,PHC_2,-1,1
2966,PHC_2,-1,1
2967,PHC_2,-1,1
2968,PHC_2,-1,1
2969,PHC_2,-1,1
2970,PHC_2,-1,1
2971,PHC_2,-1,1
2972,PHC_2,-1,1
2973,PHC_2,-1,1
2974,PHC_2,-1,1
2975,PHC_2,-1,1
2976,PHC_2,-1,1
2977,PHC_2,-1,1
2978,PHC_2,-1,1
2979,PHC_2,-1,1
2980,PHC_2,-1,1
2981,PHC_2,-1,1
2982,PHC_2,-1,1
2983,PHC_2,-1,1
2984,PHC_2,-1,1
2985,PHC_2,-1,1
2986,PHC_2,-1,1
2987,PHC_2,-1,1
2988,PHC_2,-1,1
2989,PHC_2,-1,1
2990,PHC_2,-1,1
2991,PHC_2,-1,1
2992,PHC_2,-1,1
2993,PHC_2,-1,1
2994,PHC_2,-1,1
2995,PHC_2,-1,1
2996,PHC_2,-1,1
2997,PHC_2,-1,1
2998,PHC_2,-1,1
2999,PHC_2,-1,1
3000,PHC_2,-1,1
3001,PHC_2,-1,1
3002,PHC_2,-1,1
3003,PHC_2,-1,1
3004,PHC_2,-1,1
3005,PHC_2,-1,1
3006,PHC_2,-1,1
3007,PHC_2,-1,1
3008,PHC_2,-1,1
3009,PHC_2,-1,1
3010,PHC_2,-1,1
3011,PHC_2,-1,1
3012,PHC_2,-1,1
3013,PHC_2,-1,1
3014,PHC_2,-1,1
3015,PHC_2,-1,1
3016,PHC_2,-1,1
3017,PHC_2,-1,1
3018,PHC_2,-1,1
3019,PHC_2,-1,1
3020,PHC_2,-1,1
3021,PHC_2,-1,1
3022,PHC_2,-1,1
3023,PHC_2,-1,1
3024,PHC_2,-1,1
3025,PHC_2,-1,1
3026,PHC_2,-1,1
3027,PHC_2,-1,1
3028,PHC_2,-1,1
3029,PHC_2,-1,1
3030,PHC_2,-1,1
3031,PHC_2,-1,1
3032,PHC_2,-1,1
3033,PHC_2,-1,1
3034,PHC_2,-1,1
3035,PHC_2,-1,1
3036,PHC_2,-1,1
3037,PHC_2,-1,1
3038,PHC_2,-1,1
3039,PHC_2,-1,1
3040,PHC_2,-1,1
3041,PHC_2,-1,1
3042,PHC_2,-1,1
3043,PHC_2,-1,1
3044,PHC_2,-1,1
3045,PHC_2,-1,1
3046,PHC_2,-1,1
3047,PHC_2,-1,1
3048,PHC_2,-1,1
3049,PHC_2,-1,1
3050,PHC_2,-1,1
3051,PHC_2,-1,1
3052,PHC_2,-1,1
3053,PHC_2,-1,1
3054,PHC_2,-1,1
3055,PHC_2,-1,1
3056,PHC_2,-1,1
3057,PHC_2,-1,1
3058,PHC_2,-1,1
3059,PHC_2,-1,1
3060,PHC_2,-1,1
3061,PHC_2,-1,1
3062,PHC_2,-1,1
3063,PHC_2,-1,1
3064,PHC_2,-1,1
3065,PHC_2,-1,1
3066,PHC_2,-1,1
3067,PHC_2,-1,1
3068,PHC_2,-1,1
3069,PHC_2,-1,1
3070,PHC_2,-1,1
3071,PHC_2,-1,1
3072,PHC_2,-1,1
3073,PHC_2,-1,1
3074,PHC_2,-1,1
3075,PHC_2,-1,1
3076,PHC_2,-1,1
3077,PHC_2,-1,1
3078,PHC_2,-1,1
3079,PHC_2,-1,1
3080,PHC_2,-1,1
3081,PHC_2,-1,1
3082,PHC_2,-1,1
3083,PHC_2,-1,1
3084,PHC_2,-1,1
3085,PHC_2,-1,1
3086,PHC_2,-1,1
3087,PHC_2,-1,1
3088,PHC_2,-1,1
3089,PHC_2,-1,1
3090,PHC_2,-1,1
3091,PHC_2,-1,1
3092,PHC_2,-1,1
3093,PHC_2,-1,1
3094,PHC_2,-1,1
3095,PHC_2,-1,1
3096,PHC_2,-1,1
3097,PHC_2,-1,1
3098,PHC_2,-1,1
3099,PHC_2,-1,1
3100,PHC_2,-1,1
3101,PHC_2,-1,1
3102,PHC_2,-1,1
3103,PHC_2,-1,1
3104,PHC_2,-1,1
3105,PHC_2,-1,1
3106,PHC_2,-1,1
3107,PHC_2,-1,1
3108,PHC_2,-1,1
3109,PHC_2,-1,1
3110,PHC_2,-1,1
3111,PHC_2,-1,1
3112,PHC_2,-1,1
3113,PHC_2,-1,1
3114,PHC_2,-1,1
3115,PHC_2,-1,1
3116,PHC_2,-1,1
3117,PHC_2,-1,1
3118,PHC_2,-1,1
3119,PHC_2,-1,1
3120,PHC_2,-1,1
3121,PHC_2,-1,1
3122,PHC_2,-1,1
3123,PHC_2,-1,1
3124,PHC_2,-1,1
3125,PHC_2,-1,1
3126,PHC_2,-1,1
3127,PHC_2,-1,1
3128,PHC_2,-1,1
3129,PHC_2,-1,1
3130,PHC_2,-1,1
3131,PHC_2,-1,1
3132,PHC_2,-1,1
3133,PHC_2,-1,1
3134,PHC_2,-1,1
3135,PHC_2,-1,1
3136,PHC_2,-1,1
3137,PHC_2,-1,1
3138,PHC_2,-1,1
3139,PHC_2,-1,1
3140,PHC_2,-1,1
3141,PHC_2,-1,1
3142,PHC_2,-1,1
3143,PHC_2,-1,1
3144,PHC_2,-1,1
3145,PHC_2,-1,1
3146,PHC_2,-1,1
3147,PHC_2,-1,1
3148,PHC_2,-1,1
3149,PHC_2,-1,1
3150,PHC_2,-1,1
3151,PHC_2,-1,1
3152,PHC_2,-1,1
3153,PHC_2,-1,1
3154,PHC_2,-1,1
3155,PHC_2,-1,1
3156,PHC_2,-1,1
3157,PHC_2,-1,1
3158,PHC_2,-1,1
3159,PHC_2,-1,1
3160,PHC_2,-1,1
3161,PHC_2,-1,1
3162,PHC_2,-1,1
3163,PHC_2,-1,1
3164,PHC_2,-1,1
3165,PHC_2,-1,1
3166,PHC_2,-1,1
3167,PHC_2,-1,1
3168,PHC_2,-1,1
3169,PHC_2,-1,1
3170,PHC_2,-1,1
3171,PHC_2,-1,1
3172,PHC_2,-1,1
3173,PHC_2,-1,1
3174,PHC_2,-1,1
3175,PHC_2,-1,1
3176,PHC_2,-1,1
3177,PHC_2,-1,1
3178,PHC_2,-1,1
3179,PHC_2,-1,1
3180,PHC_2,-1,1
3181,PHC_2,-1,1
3182,PHC_2,-1,1
3183,PHC_2,-1,1
3184,PHC_2,-1,1
3185,PHC_2,-1,1
3186,PHC_2,-1,1
3187,PHC_2,-1,1
3188,PHC_2,-1,1
3189,PHC_2,-1,1
3190,PHC_2,-1,1
3191,PHC_2,-1,1
3192,PHC_2,-1,1
3193,PHC_2,-1,1
3194,PHC_2,-1,1
3195,PHC_2,-1,1
3196,PHC_2,-1,1
3197,PHC_2,-1,1
3198,PHC_2,-1,1
3199,PHC_2,-1,1
3200,PHC_2,-1,1
