episode,winner,PHC,PHC_2
4199,PHC_2,-1,1
4200,PHC_2,-1,1
4201,PHC_2,-1,1
4202,PHC_2,-1,1
4203,PHC_2,-1,1
4204,PHC_2,-1,1
4205,PHC_2,-1,1
4206,PHC_2,-1,1
4207,PHC_2,-1,1
4208,PHC_2,-1,1
4209,PHC_2,-1,1
4210,PHC_2,-1,1
4211,PHC_2,-1,1
4212,PHC_2,-1,1
4213,PHC_2,-1,1
4214,PHC_2,-1,1
4215,PHC_2,-1,1
4216,PHC_2,-1,1
4217,PHC_2,-1,1
4218,PHC_2,-1,1
4219,PHC_2,-1,1
4220,PHC_2,-1,1
4221,PHC_2,-1,1
4222,PHC_2,-1,1
4223,PHC_2,-1,1
4224,PHC_2,-1,1
4225,PHC_2,-1,1
4226,PHC_2,-1,1
4227,PHC_2,-1,1
4228,PHC_2,-1,1
4229,PHC_2,-1,1
4230,PHC_2,-1,1
4231,PHC_2,-1,1
4232,PHC_2,-1,1
4233,PHC_2,-1,1
4234,PHC_2,-1,1
4235,PHC_2,-1,1
4236,PHC_2,-1,1
4237,PHC_2,-1,1
4238,PHC_2,-1,1
4239,PHC_2,-1,1
4240,PHC_2,-1,1
4241,PHC_2,-1,1
4242,PHC_2,-1,1
4243,PHC_2,-1,1
4244,PHC_2,-1,1
4245,PHC_2,-1,1
4246,PHC_2,-1,1
4247,PHC_2,-1,1
4248,PHC_2,-1,1
4249,PHC_2,-1,1
4250,PHC_2,-1,1
4251,PHC_2,-1,1
4252,PHC_2,-1,1
4253,PHC_2,-1,1
4254,PHC_2,-1,1
4255,PHC_2,-1,1
4256,PHC_2,-1,1
4257,PHC_2,-1,1
4258,PHC_2,-1,1
4259,PHC_2,-1,1
4260,PHC_2,-1,1
4261,PHC_2,-1,1
4262,PHC_2,-1,1
4263,PHC_2,-1,1
4264,PHC_2,-1,1
4265,PHC_2,-1,1
4266,PHC_2,-1,1
4267,PHC_2,-1,1
4268,PHC_2,-1,1
4269,PHC_2,-1,1
4270,PHC_2,-1,1
4271,PHC_2,-1,1
4272,PHC_2,-1,1
4273,PHC_2,-1,1
4274,PHC_2,-1,1
4275,PHC_2,-1,1
4276,PHC_2,-1,1
4277,PHC_2,-1,1
4278,PHC_2,-1,1
4279,PHC_2,-1,1
4280,PHC_2,-1,1
4281,PHC_2,-1,1
4282,PHC_2,-1,1
4283,PHC_2,-1,1
4284,PHC_2,-1,1
4285,PHC_2,-1,1
4286,PHC_2,-1,1
4287,PHC_2,-1,1
4288,PHC_2,-1,1
4289,PHC_2,-1,1
4290,PHC_2,-1,1
4291,PHC_2,-1,1
4292,PHC_2,-1,1
4293,PHC_2,-1,1
4294,PHC_2,-1,1
4295,PHC_2,-1,1
4296,PHC_2,-1,1
4297,PHC_2,-1,1
4298,PHC_2,-1,1
4299,PHC_2,-1,1
4300,PHC_2,-1,1
4301,PHC_2,-1,1
4302,PHC_2,-1,1
4303,PHC_2,-1,1
4304,PHC_2,-1,1
4305,PHC_2,-1,1
4306,PHC_2,-1,1
4307,PHC_2,-1,1
4308,PHC_2,-1,1
4309,PHC_2,-1,1
4310,PHC_2,-1,1
4311,PHC_2,-1,1
4312,PHC_2,-1,1
4313,PHC_2,-1,1
4314,PHC_2,-1,1
4315,PHC_2,-1,1
4316,PHC_2,-1,1
4317,PHC_2,-1,1
4318,PHC_2,-1,1
4319,PHC_2,-1,1
4320,PHC_2,-1,1
4321,PHC_2,-1,1
4322,PHC_2,-1,1
4323,PHC_2,-1,1
4324,PHC_2,-1,1
4325,PHC_2,-1,1
4326,PHC_2,-1,1
4327,PHC_2,-1,1
4328,PHC_2,-1,1
4329,PHC_2,-1,1
4330,PHC_2,-1,1
4331,PHC_2,-1,1
4332,PHC_2,-1,1
4333,PHC_2,-1,1
4334,PHC_2,-1,1
4335,PHC_2,-1,1
4336,PHC_2,-1,1
4337,PHC_2,-1,1
4338,PHC_2,-1,1
4339,PHC_2,-1,1
4340,PHC_2,-1,1
4341,PHC_2,-1,1
4342,PHC_2,-1,1
4343,PHC_2,-1,1
4344,PHC_2,-1,1
4345,PHC_2,-1,1
4346,PHC_2,-1,1
4347,PHC_2,-1,1
4348,PHC_2,-1,1
4349,PHC_2,-1,1
4350,PHC_2,-1,1
4351,PHC_2,-1,1
4352,PHC_2,-1,1
4353,PHC_2,-1,1
4354,PHC_2,-1,1
4355,PHC_2,-1,1
4356,PHC_2,-1,1
4357,PHC_2,-1,1
4358,PHC_2,-1,1
4359,PHC_2,-1,1
4360,PHC_2,-1,1
4361,PHC_2,-1,1
4362,PHC_2,-1,1
4363,PHC_2,-1,1
4364,PHC_2,-1,1
4365,PHC_2,-1,1
4366,PHC_2,-1,1
4367,PHC_2,-1,1
4368,PHC_2,-1,1
4369,PHC_2,-1,1
4370,PHC_2,-1,1
4371,PHC_2,-1,1
4372,PHC_2,-1,1
4373,PHC_2,-1,1
4374,PHC_2,-1,1
4375,PHC_2,-1,1
4376,PHC_2,-1,1
4377,PHC_2,-1,1
4378,PHC_2,-1,1
4379,PHC_2,-1,1
4380,PHC_2,-1,1
4381,PHC_2,-1,1
4382,PHC_2,-1,1
4383,PHC_2,-1,1
4384,PHC_2,-1,1
4385,PHC_2,-1,1
4386,PHC_2,-1,1
4387,PHC_2,-1,1
4388,PHC_2,-1,1
4389,PHC_2,-1,1
4390,PHC_2,-1,1
4391,PHC_2,-1,1
4392,PHC_2,-1,1
4393,PHC_2,-1,1
4394,PHC_2,-1,1
4395,PHC_2,-1,1
4396,PHC_2,-1,1
4397,PHC_2,-1,1
4398,PHC_2,-1,1
4399,PHC_2,-1,1
4400,PHC_2,-1,1
4401,PHC_2,-1,1
4402,PHC_2,-1,1
4403,PHC_2,-1,1
4404,PHC_2,-1,1
4405,PHC_2,-1,1
4406,PHC_2,-1,1
4407,PHC_2,-1,1
4408,PHC_2,-1,1
4409,PHC_2,-1,1
4410,PHC_2,-1,1
4411,PHC_2,-1,1
4412,PHC_2,-1,1
4413,PHC_2,-1,1
4414,PHC_2,-1,1
4415,PHC_2,-1,1
4416,PHC_2,-1,1
4417,PHC_2,-1,1
4418,PHC_2,-1,1
4419,PHC_2,-1,1
4420,PHC_2,-1,1
4421,PHC_2,-1,1
4422,PHC_2,-1,1
4423,PHC_2,-1,1
4424,PHC_2,-1,1
4425,PHC_2,-1,1
4426,PHC_2,-1,1
4427,PHC_2,-1,1
4428,PHC_2,-1,1
4429,PHC_2,-1,1
4430,PHC_2,-1,1
4431,PHC_2,-1,1
4432,PHC_2,-1,1
4433,PHC_2,-1,1
4434,PHC_2,-1,1
4435,PHC_2,-1,1
4436,PHC_2,-1,1
4437,PHC_2,-1,1
4438,PHC_2,-1,1
4439,PHC_2,-1,1
4440,PHC_2,-1,1
4441,PHC_2,-1,1
4442,PHC_2,-1,1
4443,PHC_2,-1,1
4444,PHC_2,-1,1
4445,PHC_2,-1,1
4446,PHC_2,-1,1
4447,PHC_2,-1,1
4448,PHC_2,-1,1
4449,PHC_2,-1,1
4450,PHC_2,-1,1
4451,PHC_2,-1,1
4452,PHC_2,-1,1
4453,PHC_2,-1,1
4454,PHC_2,-1,1
4455,PHC_2,-1,1
4456,PHC_2,-1,1
4457,PHC_2,-1,1
4458,PHC_2,-1,1
4459,PHC_2,-1,1
4460,PHC_2,-1,1
4461,PHC_2,-1,1
4462,PHC_2,-1,1
4463,PHC_2,-1,1
4464,PHC_2,-1,1
4465,PHC_2,-1,1
4466,PHC_2,-1,1
4467,PHC_2,-1,1
4468,PHC_2,-1,1
4469,PHC_2,-1,1
4470,PHC_2,-1,1
4471,PHC_2,-1,1
4472,PHC_2,-1,1
4473,PHC_2,-1,1
4474,PHC_2,-1,1
4475,PHC_2,-1,1
4476,PHC_2,-1,1
4477,PHC_2,-1,1
4478,PHC_2,-1,1
4479,PHC_2,-1,1
4480,PHC_2,-1,1
4481,PHC_2,-1,1
4482,PHC_2,-1,1
4483,PHC_2,-1,1
4484,PHC_2,-1,1
4485,PHC_2,-1,1
4486,PHC_2,-1,1
4487,PHC_2,-1,1
4488,PHC_2,-1,1
4489,PHC_2,-1,1
4490,PHC_2,-1,1
4491,PHC_2,-1,1
4492,PHC_2,-1,1
4493,PHC_2,-1,1
4494,PHC_2,-1,1
4495,PHC_2,-1,1
4496,PHC_2,-1,1
4497,PHC_2,-1,1
4498,PHC_2,-1,1
4499,PHC_2,-1,1
4500,PHC_2,-1,1
4501,PHC_2,-1,1
4502,PHC_2,-1,1
4503,PHC_2,-1,1
4504,PHC_2,-1,1
4505,PHC_2,-1,1
4506,PHC_2,-1,1
4507,PHC_2,-1,1
4508,PHC_2,-1,1
4509,PHC_2,-1,1
4510,PHC_2,-1,1
4511,PHC_2,-1,1
4512,PHC_2,-1,1
4513,PHC_2,-1,1
4514,PHC_2,-1,1
4515,PHC_2,-1,1
4516,PHC_2,-1,1
4517,PHC_2,-1,1
4518,PHC_2,-1,1
4519,PHC_2,-1,1
4520,PHC_2,-1,1
4521,PHC_2,-1,1
4522,PHC_2,-1,1
4523,PHC_2,-1,1
4524,PHC_2,-1,1
4525,PHC_2,-1,1
4526,PHC_2,-1,1
4527,PHC_2,-1,1
4528,PHC_2,-1,1
4529,PHC_2,-1,1
4530,PHC_2,-1,1
4531,PHC_2,-1,1
4532,PHC_2,-1,1
4533,PHC_2,-1,1
4534,PHC_2,-1,1
4535,PHC_2,-1,1
4536,PHC_2,-1,1
4537,PHC_2,-1,1
4538,PHC_2,-1,1
4539,PHC_2,-1,1
4540,PHC_2,-1,1
4541,PHC_2,-1,1
4542,PHC_2,-1,1
4543,PHC_2,-1,1
4544,PHC_2,-1,1
4545,PHC_2,-1,1
4546,PHC_2,-1,1
4547,PHC_2,-1,1
4548,PHC_2,-1,1
4549,PHC_2,-1,1
4550,PHC_2,-1,1
4551,PHC_2,-1,1
4552,PHC_2,-1,1
4553,PHC_2,-1,1
4554,PHC_2,-1,1
4555,PHC_2,-1,1
4556,PHC_2,-1,1
4557,PHC_2,-1,1
4558,PHC_2,-1,1
4559,PHC_2,-1,1
4560,PHC_2,-1,1
4561,PHC_2,-1,1
4562,PHC_2,-1,1
4563,PHC_2,-1,1
4564,PHC_2,-1,1
4565,PHC_2,-1,1
4566,PHC_2,-1,1
4567,PHC_2,-1,1
4568,PHC_2,-1,1
4569,PHC_2,-1,1
4570,PHC_2,-1,1
4571,PHC_2,-1,1
4572,PHC_2,-1,1
4573,PHC_2,-1,1
4574,PHC_2,-1,1
4575,PHC_2,-1,1
4576,PHC_2,-1,1
4577,PHC_2,-1,1
4578,PHC_2,-1,1
4579,PHC_2,-1,1
4580,PHC_2,-1,1
4581,PHC_2,-1,1
4582,PHC_2,-1,1
4583,PHC_2,-1,1
4584,PHC_2,-1,1
4585,PHC_2,-1,1
4586,PHC_2,-1,1
4587,PHC_2,-1,1
4588,PHC_2,-1,1
4589,PHC_2,-1,1
4590,PHC_2,-1,1
4591,PHC_2,-1,1
4592,PHC_2,-1,1
4593,PHC_2,-1,1
4594,PHC_2,-1,1
4595,PHC_2,-1,1
4596,PHC_2,-1,1
4597,PHC_2,-1,1
4598,PHC_2,-1,1
4599,PHC_2,-1,1
4600,PHC_2,-1,1
4601,PHC_2,-1,1
4602,PHC_2,-1,1
4603,PHC_2,-1,1
4604,PHC_2,-1,1
4605,PHC_2,-1,1
4606,PHC_2,-1,1
4607,PHC_2,-1,1
4608,PHC_2,-1,1
4609,PHC_2,-1,1
4610,PHC_2,-1,1
4611,PHC_2,-1,1
4612,PHC_2,-1,1
4613,PHC_2,-1,1
4614,PHC_2,-1,1
4615,PHC_2,-1,1
4616,PHC_2,-1,1
4617,PHC_2,-1,1
4618,PHC_2,-1,1
4619,PHC_2,-1,1
4620,PHC_2,-1,1
4621,PHC_2,-1,1
4622,PHC_2,-1,1
4623,PHC_2,-1,1
4624,PHC_2,-1,1
4625,PHC_2,-1,1
4626,PHC_2,-1,1
4627,PHC_2,-1,1
4628,PHC_2,-1,1
4629,PHC_2,-1,1
4630,PHC_2,-1,1
4631,PHC_2,-1,1
4632,PHC_2,-1,1
4633,PHC_2,-1,1
4634,PHC_2,-1,1
4635,PHC_2,-1,1
4636,PHC_2,-1,1
4637,PHC_2,-1,1
4638,PHC_2,-1,1
4639,PHC_2,-1,1
4640,PHC_2,-1,1
4641,PHC_2,-1,1
4642,PHC_2,-1,1
4643,PHC_2,-1,1
4644,PHC_2,-1,1
4645,PHC_2,-1,1
4646,PHC_2,-1,1
4647,PHC_2,-1,1
4648,PHC_2,-1,1
4649,PHC_2,-1,1
4650,PHC_2,-1,1
4651,PHC_2,-1,1
4652,PHC_2,-1,1
4653,PHC_2,-1,1
4654,PHC_2,-1,1
4655,PHC_2,-1,1
4656,PHC_2,-1,1
4657,PHC_2,-1,1
4658,PHC_2,-1,1
4659,PHC_2,-1,1
4660,PHC_2,-1,1
4661,PHC_2,-1,1
4662,PHC_2,-1,1
4663,PHC_2,-1,1
4664,PHC_2,-1,1
4665,PHC_2,-1,1
4666,PHC_2,-1,1
4667,PHC_2,-1,1
4668,PHC_2,-1,1
4669,PHC_2,-1,1
4670,PHC_2,-1,1
4671,PHC_2,-1,1
4672,PHC_2,-1,1
4673,PHC_2,-1,1
4674,PHC_2,-1,1
4675,PHC_2,-1,1
4676,PHC_2,-1,1
4677,PHC_2,-1,1
4678,PHC_2,-1,1
4679,PHC_2,-1,1
4680,PHC_2,-1,1
4681,PHC_2,-1,1
4682,PHC_2,-1,1
4683,PHC_2,-1,1
4684,PHC_2,-1,1
4685,PHC_2,-1,1
4686,PHC_2,-1,1
4687,PHC_2,-1,1
4688,PHC_2,-1,1
4689,PHC_2,-1,1
4690,PHC_2,-1,1
4691,PHC_2,-1,1
4692,PHC_2,-1,1
4693,PHC_2,-1,1
4694,PHC_2,-1,1
4695,PHC_2,-1,1
4696,PHC_2,-1,1
4697,PHC_2,-1,1
4698,PHC_2,-1,1
4699,PHC_2,-1,1
4700,PHC_2,-1,1
4701,PHC_2,-1,1
4702,PHC_2,-1,1
4703,PHC_2,-1,1
4704,PHC_2,-1,1
4705,PHC_2,-1,1
4706,PHC_2,-1,1
4707,PHC_2,-1,1
4708,PHC_2,-1,1
4709,PHC_2,-1,1
4710,PHC_2,-1,1
4711,PHC_2,-1,1
4712,PHC_2,-1,1
4713,PHC_2,-1,1
4714,PHC_2,-1,1
4715,PHC_2,-1,1
4716,PHC_2,-1,1
4717,PHC_2,-1,1
4718,PHC_2,-1,1
4719,PHC_2,-1,1
4720,PHC_2,-1,1
4721,PHC_2,-1,1
4722,PHC_2,-1,1
4723,PHC_2,-1,1
4724,PHC_2,-1,1
4725,PHC_2,-1,1
4726,PHC_2,-1,1
4727,PHC_2,-1,1
4728,PHC_2,-1,1
4729,PHC_2,-1,1
4730,PHC_2,-1,1
4731,PHC_2,-1,1
4732,PHC_2,-1,1
4733,PHC_2,-1,1
4734,PHC_2,-1,1
4735,PHC_2,-1,1
4736,PHC_2,-1,1
4737,PHC_2,-1,1
4738,PHC_2,-1,1
4739,PHC_2,-1,1
4740,PHC_2,-1,1
4741,PHC_2,-1,1
4742,PHC_2,-1,1
4743,PHC_2,-1,1
4744,PHC_2,-1,1
4745,PHC_2,-1,1
4746,PHC_2,-1,1
4747,PHC_2,-1,1
4748,PHC_2,-1,1
4749,PHC_2,-1,1
4750,PHC_2,-1,1
4751,PHC_2,-1,1
4752,PHC_2,-1,1
4753,PHC_2,-1,1
4754,PHC_2,-1,1
4755,PHC_2,-1,1
4756,PHC_2,-1,1
4757,PHC_2,-1,1
4758,PHC_2,-1,1
4759,PHC_2,-1,1
4760,PHC_2,-1,1
4761,PHC_2,-1,1
4762,PHC_2,-1,1
4763,PHC_2,-1,1
4764,PHC_2,-1,1
4765,PHC_2,-1,1
4766,PHC_2,-1,1
4767,PHC_2,-1,1
4768,PHC_2,-1,1
4769,PHC_2,-1,1
4770,PHC_2,-1,1
4771,PHC_2,-1,1
4772,PHC_2,-1,1
4773,PHC_2,-1,1
4774,PHC_2,-1,1
4775,PHC_2,-1,1
4776,PHC_2,-1,1
4777,PHC_2,-1,1
4778,PHC_2,-1,1
4779,PHC_2,-1,1
4780,PHC_2,-1,1
4781,PHC_2,-1,1
4782,PHC_2,-1,1
4783,PHC_2,-1,1
4784,PHC_2,-1,1
4785,PHC_2,-1,1
4786,PHC_2,-1,1
4787,PHC_2,-1,1
4788,PHC_2,-1,1
4789,PHC_2,-1,1
4790,PHC_2,-1,1
4791,PHC_2,-1,1
4792,PHC_2,-1,1
4793,PHC_2,-1,1
4794,PHC_2,-1,1
4795,PHC_2,-1,1
4796,PHC_2,-1,1
4797,PHC_2,-1,1
4798,PHC_2,-1,1
4799,PHC_2,-1,1
4800,PHC_2,-1,1
4801,PHC_2,-1,1
4802,PHC_2,-1,1
4803,PHC_2,-1,1
4804,PHC_2,-1,1
4805,PHC_2,-1,1
4806,PHC_2,-1,1
4807,PHC_2,-1,1
4808,PHC_2,-1,1
4809,PHC_2,-1,1
4810,PHC_2,-1,1
4811,PHC_2,-1,1
4812,PHC_2,-1,1
4813,PHC_2,-1,1
4814,PHC_2,-1,1
4815,PHC_2,-1,1
4816,PHC_2,-1,1
4817,PHC_2,-1,1
4818,PHC_2,-1,1
4819,PHC_2,-1,1
4820,PHC_2,-1,1
4821,PHC_2,-1,1
4822,PHC_2,-1,1
4823,PHC_2,-1,1
4824,PHC_2,-1,1
4825,PHC_2,-1,1
4826,PHC_2,-1,1
4827,PHC_2,-1,1
4828,PHC_2,-1,1
4829,PHC_2,-1,1
4830,PHC_2,-1,1
4831,PHC_2,-1,1
4832,PHC_2,-1,1
4833,PHC_2,-1,1
4834,PHC_2,-1,1
4835,PHC_2,-1,1
4836,PHC_2,-1,1
4837,PHC_2,-1,1
4838,PHC_2,-1,1
4839,PHC_2,-1,1
4840,PHC_2,-1,1
4841,PHC_2,-1,1
4842,PHC_2,-1,1
4843,PHC_2,-1,1
4844,PHC_2,-1,1
4845,PHC_2,-1,1
4846,PHC_2,-1,1
4847,PHC_2,-1,1
4848,PHC_2,-1,1
4849,PHC_2,-1,1
4850,PHC_2,-1,1
4851,PHC_2,-1,1
4852,PHC_2,-1,1
4853,PHC_2,-1,1
4854,PHC_2,-1,1
4855,PHC_2,-1,1
4856,PHC_2,-1,1
4857,PHC_2,-1,1
4858,PHC_2,-1,1
4859,PHC_2,-1,1
4860,PHC_2,-1,1
4861,PHC_2,-1,1
4862,PHC_2,-1,1
4863,PHC_2,-1,1
4864,PHC_2,-1,1
4865,PHC_2,-1,1
4866,PHC_2,-1,1
4867,PHC_2,-1,1
4868,PHC_2,-1,1
4869,PHC_2,-1,1
4870,PHC_2,-1,1
4871,PHC_2,-1,1
4872,PHC_2,-1,1
4873,PHC_2,-1,1
4874,PHC_2,-1,1
4875,PHC_2,-1,1
4876,PHC_2,-1,1
4877,PHC_2,-1,1
4878,PHC_2,-1,1
4879,PHC_2,-1,1
4880,PHC_2,-1,1
4881,PHC_2,-1,1
4882,PHC_2,-1,1
4883,PHC_2,-1,1
4884,PHC_2,-1,1
4885,PHC_2,-1,1
4886,PHC_2,-1,1
4887,PHC_2,-1,1
4888,PHC_2,-1,1
4889,PHC_2,-1,1
4890,PHC_2,-1,1
4891,PHC_2,-1,1
4892,PHC_2,-1,1
4893,PHC_2,-1,1
4894,PHC_2,-1,1
4895,PHC_2,-1,1
4896,PHC_2,-1,1
4897,PHC_2,-1,1
4898,PHC_2,-1,1
4899,PHC_2,-1,1
4900,PHC_2,-1,1
4901,PHC_2,-1,1
4902,PHC_2,-1,1
4903,PHC_2,-1,1
4904,PHC_2,-1,1
4905,PHC_2,-1,1
4906,PHC_2,-1,1
4907,PHC_2,-1,1
4908,PHC_2,-1,1
4909,PHC_2,-1,1
4910,PHC_2,-1,1
4911,PHC_2,-1,1
4912,PHC_2,-1,1
4913,PHC_2,-1,1
4914,PHC_2,-1,1
4915,PHC_2,-1,1
4916,PHC_2,-1,1
4917,PHC_2,-1,1
4918,PHC_2,-1,1
4919,PHC_2,-1,1
4920,PHC_2,-1,1
4921,PHC_2,-1,1
4922,PHC_2,-1,1
4923,PHC_2,-1,1
4924,PHC_2,-1,1
4925,PHC_2,-1,1
4926,PHC_2,-1,1
4927,PHC_2,-1,1
4928,PHC_2,-1,1
4929,PHC_2,-1,1
4930,PHC_2,-1,1
4931,PHC_2,-1,1
4932,PHC_2,-1,1
4933,PHC_2,-1,1
4934,PHC_2,-1,1
4935,PHC_2,-1,1
4936,PHC_2,-1,1
4937,PHC_2,-1,1
4938,PHC_2,-1,1
4939,PHC_2,-1,1
4940,PHC_2,-1,1
4941,PHC_2,-1,1
4942,PHC_2,-1,1
4943,PHC_2,-1,1
4944,PHC_2,-1,1
4945,PHC_2,-1,1
4946,PHC_2,-1,1
4947,PHC_2,-1,1
4948,PHC_2,-1,1
4949,PHC_2,-1,1
4950,PHC_2,-1,1
4951,PHC_2,-1,1
4952,PHC_2,-1,1
4953,PHC_2,-1,1
4954,PHC_2,-1,1
4955,PHC_2,-1,1
4956,PHC_2,-1,1
4957,PHC_2,-1,1
4958,PHC_2,-1,1
4959,PHC_2,-1,1
4960,PHC_2,-1,1
4961,PHC_2,-1,1
4962,PHC_2,-1,1
4963,PHC_2,-1,1
4964,PHC_2,-1,1
4965,PHC_2,-1,1
4966,PHC_2,-1,1
4967,PHC_2,-1,1
4968,PHC_2,-1,1
4969,PHC_2,-1,1
4970,PHC_2,-1,1
4971,PHC_2,-1,1
4972,PHC_2,-1,1
4973,PHC_2,-1,1
4974,PHC_2,-1,1
4975,PHC_2,-1,1
4976,PHC_2,-1,1
4977,PHC_2,-1,1
4978,PHC_2,-1,1
4979,PHC_2,-1,1
4980,PHC_2,-1,1
4981,PHC_2,-1,1
4982,PHC_2,-1,1
4983,PHC_2,-1,1
4984,PHC_2,-1,1
4985,PHC_2,-1,1
4986,PHC_2,-1,1
4987,PHC_2,-1,1
4988,PHC_2,-1,1
4989,PHC_2,-1,1
4990,PHC_2,-1,1
4991,PHC_2,-1,1
4992,PHC_2,-1,1
4993,PHC_2,-1,1
4994,PHC_2,-1,1
4995,PHC_2,-1,1
4996,PHC_2,-1,1
4997,PHC_2,-1,1
4998,PHC_2,-1,1
4999,PHC_2,-1,1
5000,PHC_2,-1,1
5001,PHC_2,-1,1
5002,PHC_2,-1,1
5003,PHC_2,-1,1
5004,PHC_2,-1,1
5005,PHC_2,-1,1
5006,PHC_2,-1,1
5007,PHC_2,-1,1
5008,PHC_2,-1,1
5009,PHC_2,-1,1
5010,PHC_2,-1,1
5011,PHC_2,-1,1
5012,PHC_2,-1,1
5013,PHC_2,-1,1
5014,PHC_2,-1,1
5015,PHC_2,-1,1
5016,PHC_2,-1,1
5017,PHC_2,-1,1
5018,PHC_2,-1,1
5019,PHC_2,-1,1
5020,PHC_2,-1,1
5021,PHC_2,-1,1
5022,PHC_2,-1,1
5023,PHC_2,-1,1
5024,PHC_2,-1,1
5025,PHC_2,-1,1
5026,PHC_2,-1,1
5027,PHC_2,-1,1
5028,PHC_2,-1,1
5029,PHC_2,-1,1
5030,PHC_2,-1,1
5031,PHC_2,-1,1
5032,PHC_2,-1,1
5033,PHC_2,-1,1
5034,PHC_2,-1,1
5035,PHC_2,-1,1
5036,PHC_2,-1,1
5037,PHC_2,-1,1
5038,PHC_2,-1,1
5039,PHC_2,-1,1
5040,PHC_2,-1,1
5041,PHC_2,-1,1
5042,PHC_2,-1,1
5043,PHC_2,-1,1
5044,PHC_2,-1,1
5045,PHC_2,-1,1
5046,PHC_2,-1,1
5047,PHC_2,-1,1
5048,PHC_2,-1,1
5049,PHC_2,-1,1
5050,PHC_2,-1,1
5051,PHC_2,-1,1
5052,PHC_2,-1,1
5053,PHC_2,-1,1
5054,PHC_2,-1,1
5055,PHC_2,-1,1
5056,PHC_2,-1,1
5057,PHC_2,-1,1
5058,PHC_2,-1,1
5059,PHC_2,-1,1
5060,PHC_2,-1,1
5061,PHC_2,-1,1
5062,PHC_2,-1,1
5063,PHC_2,-1,1
5064,PHC_2,-1,1
5065,PHC_2,-1,1
5066,PHC_2,-1,1
5067,PHC_2,-1,1
5068,PHC_2,-1,1
5069,PHC_2,-1,1
5070,PHC_2,-1,1
5071,PHC_2,-1,1
5072,PHC_2,-1,1
5073,PHC_2,-1,1
5074,PHC_2,-1,1
5075,PHC_2,-1,1
5076,PHC_2,-1,1
5077,PHC_2,-1,1
5078,PHC_2,-1,1
5079,PHC_2,-1,1
5080,PHC_2,-1,1
5081,PHC_2,-1,1
5082,PHC_2,-1,1
5083,PHC_2,-1,1
5084,PHC_2,-1,1
5085,PHC_2,-1,1
5086,PHC_2,-1,1
5087,PHC_2,-1,1
5088,PHC_2,-1,1
5089,PHC_2,-1,1
5090,PHC_2,-1,1
5091,PHC_2,-1,1
5092,PHC_2,-1,1
5093,PHC_2,-1,1
5094,PHC_2,-1,1
5095,PHC_2,-1,1
5096,PHC_2,-1,1
5097,PHC_2,-1,1
5098,PHC_2,-1,1
5099,PHC_2,-1,1
5100,PHC_2,-1,1
5101,PHC_2,-1,1
5102,PHC_2,-1,1
5103,PHC_2,-1,1
5104,PHC_2,-1,1
5105,PHC_2,-1,1
5106,PHC_2,-1,1
5107,PHC_2,-1,1
5108,PHC_2,-1,1
5109,PHC_2,-1,1
5110,PHC_2,-1,1
5111,PHC_2,-1,1
5112,PHC_2,-1,1
5113,PHC_2,-1,1
5114,PHC_2,-1,1
5115,PHC_2,-1,1
5116,PHC_2,-1,1
5117,PHC_2,-1,1
5118,PHC_2,-1,1
5119,PHC_2,-1,1
5120,PHC_2,-1,1
5121,PHC_2,-1,1
5122,PHC_2,-1,1
5123,PHC_2,-1,1
5124,PHC_2,-1,1
5125,PHC_2,-1,1
5126,PHC_2,-1,1
5127,PHC_2,-1,1
5128,PHC_2,-1,1
5129,PHC_2,-1,1
5130,PHC_2,-1,1
5131,PHC_2,-1,1
5132,PHC_2,-1,1
5133,PHC_2,-1,1
5134,PHC_2,-1,1
5135,PHC_2,-1,1
5136,PHC_2,-1,1
5137,PHC_2,-1,1
5138,PHC_2,-1,1
5139,PHC_2,-1,1
5140,PHC_2,-1,1
5141,PHC_2,-1,1
5142,PHC_2,-1,1
5143,PHC_2,-1,1
5144,PHC_2,-1,1
5145,PHC_2,-1,1
5146,PHC_2,-1,1
5147,PHC_2,-1,1
5148,PHC_2,-1,1
5149,PHC_2,-1,1
5150,PHC_2,-1,1
5151,PHC_2,-1,1
5152,PHC_2,-1,1
5153,PHC_2,-1,1
5154,PHC_2,-1,1
5155,PHC_2,-1,1
5156,PHC_2,-1,1
5157,PHC_2,-1,1
5158,PHC_2,-1,1
5159,PHC_2,-1,1
5160,PHC_2,-1,1
5161,PHC_2,-1,1
5162,PHC_2,-1,1
5163,PHC_2,-1,1
5164,PHC_2,-1,1
5165,PHC_2,-1,1
5166,PHC_2,-1,1
5167,PHC_2,-1,1
5168,PHC_2,-1,1
5169,PHC_2,-1,1
5170,PHC_2,-1,1
5171,PHC_2,-1,1
5172,PHC_2,-1,1
5173,PHC_2,-1,1
5174,PHC_2,-1,1
5175,PHC_2,-1,1
5176,PHC_2,-1,1
5177,PHC_2,-1,1
5178,PHC_2,-1,1
5179,PHC_2,-1,1
5180,PHC_2,-1,1
5181,PHC_2,-1,1
5182,PHC_2,-1,1
5183,PHC_2,-1,1
5184,PHC_2,-1,1
5185,PHC_2,-1,1
5186,PHC_2,-1,1
5187,PHC_2,-1,1
5188,PHC_2,-1,1
5189,PHC_2,-1,1
5190,PHC_2,-1,1
5191,PHC_2,-1,1
5192,PHC_2,-1,1
5193,PHC_2,-1,1
5194,PHC_2,-1,1
5195,PHC_2,-1,1
5196,PHC_2,-1,1
