episode,winner,NashQ,Random
134399,NashQ,1,-1
134400,NashQ,1,-1
134401,NashQ,1,-1
134402,NashQ,1,-1
134403,Random,-1,1
134404,NashQ,1,-1
134405,NashQ,1,-1
134406,NashQ,1,-1
134407,NashQ,1,-1
134408,NashQ,1,-1
134409,NashQ,1,-1
134410,NashQ,1,-1
134411,Random,-1,1
134412,NashQ,1,-1
134413,Random,-1,1
134414,NashQ,1,-1
134415,NashQ,1,-1
134416,NashQ,1,-1
134417,Random,-1,1
134418,Random,-1,1
134419,NashQ,1,-1
134420,NashQ,1,-1
134421,Random,-1,1
134422,NashQ,1,-1
134423,NashQ,1,-1
134424,NashQ,1,-1
134425,Random,-1,1
134426,NashQ,1,-1
134427,NashQ,1,-1
134428,NashQ,1,-1
134429,NashQ,1,-1
134430,NashQ,1,-1
134431,NashQ,1,-1
134432,Random,-1,1
134433,NashQ,1,-1
134434,NashQ,1,-1
134435,NashQ,1,-1
134436,NashQ,1,-1
134437,NashQ,1,-1
134438,NashQ,1,-1
134439,NashQ,1,-1
134440,Random,-1,1
134441,Random,-1,1
134442,NashQ,1,-1
134443,NashQ,1,-1
134444,NashQ,1,-1
134445,NashQ,1,-1
134446,NashQ,1,-1
134447,NashQ,1,-1
134448,NashQ,1,-1
134449,NashQ,1,-1
134450,NashQ,1,-1
134451,Random,-1,1
134452,NashQ,1,-1
134453,NashQ,1,-1
134454,Random,-1,1
134455,NashQ,1,-1
134456,NashQ,1,-1
134457,Random,-1,1
134458,NashQ,1,-1
134459,NashQ,1,-1
134460,Random,-1,1
134461,NashQ,1,-1
134462,Random,-1,1
134463,NashQ,1,-1
134464,NashQ,1,-1
134465,NashQ,1,-1
134466,NashQ,1,-1
134467,NashQ,1,-1
134468,NashQ,1,-1
134469,NashQ,1,-1
134470,NashQ,1,-1
134471,NashQ,1,-1
134472,NashQ,1,-1
134473,NashQ,1,-1
134474,NashQ,1,-1
134475,NashQ,1,-1
134476,NashQ,1,-1
134477,NashQ,1,-1
134478,NashQ,1,-1
134479,NashQ,1,-1
134480,NashQ,1,-1
134481,NashQ,1,-1
134482,Random,-1,1
134483,NashQ,1,-1
134484,Random,-1,1
134485,NashQ,1,-1
134486,Random,-1,1
134487,NashQ,1,-1
134488,NashQ,1,-1
134489,NashQ,1,-1
134490,draw,0,0
134491,NashQ,1,-1
134492,NashQ,1,-1
134493,Random,-1,1
134494,NashQ,1,-1
134495,Random,-1,1
134496,NashQ,1,-1
134497,NashQ,1,-1
134498,NashQ,1,-1
134499,NashQ,1,-1
134500,NashQ,1,-1
134501,NashQ,1,-1
134502,Random,-1,1
134503,NashQ,1,-1
134504,NashQ,1,-1
134505,NashQ,1,-1
134506,NashQ,1,-1
134507,NashQ,1,-1
134508,NashQ,1,-1
134509,NashQ,1,-1
134510,NashQ,1,-1
134511,Random,-1,1
134512,NashQ,1,-1
134513,Random,-1,1
134514,NashQ,1,-1
134515,NashQ,1,-1
134516,NashQ,1,-1
134517,NashQ,1,-1
134518,NashQ,1,-1
134519,NashQ,1,-1
134520,NashQ,1,-1
134521,NashQ,1,-1
134522,Random,-1,1
134523,NashQ,1,-1
134524,NashQ,1,-1
134525,NashQ,1,-1
134526,NashQ,1,-1
134527,NashQ,1,-1
134528,NashQ,1,-1
134529,NashQ,1,-1
134530,Random,-1,1
134531,NashQ,1,-1
134532,NashQ,1,-1
134533,NashQ,1,-1
134534,NashQ,1,-1
134535,Random,-1,1
134536,Random,-1,1
134537,NashQ,1,-1
134538,NashQ,1,-1
134539,NashQ,1,-1
134540,NashQ,1,-1
134541,NashQ,1,-1
134542,Random,-1,1
134543,NashQ,1,-1
134544,Random,-1,1
134545,NashQ,1,-1
134546,NashQ,1,-1
134547,NashQ,1,-1
134548,Random,-1,1
134549,NashQ,1,-1
134550,NashQ,1,-1
134551,NashQ,1,-1
134552,NashQ,1,-1
134553,NashQ,1,-1
134554,NashQ,1,-1
134555,NashQ,1,-1
134556,Random,-1,1
134557,Random,-1,1
134558,NashQ,1,-1
134559,NashQ,1,-1
134560,NashQ,1,-1
134561,NashQ,1,-1
134562,NashQ,1,-1
134563,Random,-1,1
134564,NashQ,1,-1
134565,NashQ,1,-1
134566,Random,-1,1
134567,NashQ,1,-1
134568,NashQ,1,-1
134569,NashQ,1,-1
134570,NashQ,1,-1
134571,NashQ,1,-1
134572,NashQ,1,-1
134573,NashQ,1,-1
134574,NashQ,1,-1
134575,NashQ,1,-1
134576,NashQ,1,-1
134577,NashQ,1,-1
134578,NashQ,1,-1
134579,NashQ,1,-1
134580,NashQ,1,-1
134581,NashQ,1,-1
134582,NashQ,1,-1
134583,NashQ,1,-1
134584,Random,-1,1
134585,Random,-1,1
134586,NashQ,1,-1
134587,Random,-1,1
134588,NashQ,1,-1
134589,NashQ,1,-1
134590,NashQ,1,-1
134591,NashQ,1,-1
134592,NashQ,1,-1
134593,NashQ,1,-1
134594,NashQ,1,-1
134595,Random,-1,1
134596,NashQ,1,-1
134597,NashQ,1,-1
134598,NashQ,1,-1
134599,NashQ,1,-1
134600,NashQ,1,-1
134601,NashQ,1,-1
134602,Random,-1,1
134603,NashQ,1,-1
134604,NashQ,1,-1
134605,Random,-1,1
134606,Random,-1,1
134607,NashQ,1,-1
134608,NashQ,1,-1
134609,Random,-1,1
134610,Random,-1,1
134611,NashQ,1,-1
134612,NashQ,1,-1
134613,NashQ,1,-1
134614,NashQ,1,-1
134615,NashQ,1,-1
134616,NashQ,1,-1
134617,Random,-1,1
134618,NashQ,1,-1
134619,NashQ,1,-1
134620,NashQ,1,-1
134621,NashQ,1,-1
134622,NashQ,1,-1
134623,NashQ,1,-1
134624,NashQ,1,-1
134625,NashQ,1,-1
134626,Random,-1,1
134627,NashQ,1,-1
134628,NashQ,1,-1
134629,NashQ,1,-1
134630,NashQ,1,-1
134631,Random,-1,1
134632,Random,-1,1
134633,NashQ,1,-1
134634,NashQ,1,-1
134635,NashQ,1,-1
134636,NashQ,1,-1
134637,NashQ,1,-1
134638,NashQ,1,-1
134639,NashQ,1,-1
134640,NashQ,1,-1
134641,NashQ,1,-1
134642,Random,-1,1
134643,NashQ,1,-1
134644,Random,-1,1
134645,NashQ,1,-1
134646,Random,-1,1
134647,NashQ,1,-1
134648,Random,-1,1
134649,NashQ,1,-1
134650,NashQ,1,-1
134651,Random,-1,1
134652,NashQ,1,-1
134653,NashQ,1,-1
134654,NashQ,1,-1
134655,NashQ,1,-1
134656,NashQ,1,-1
134657,NashQ,1,-1
134658,NashQ,1,-1
134659,NashQ,1,-1
134660,NashQ,1,-1
134661,Random,-1,1
134662,NashQ,1,-1
134663,Random,-1,1
134664,NashQ,1,-1
134665,NashQ,1,-1
134666,NashQ,1,-1
134667,NashQ,1,-1
134668,Random,-1,1
134669,NashQ,1,-1
134670,NashQ,1,-1
134671,Random,-1,1
134672,NashQ,1,-1
134673,Random,-1,1
134674,Random,-1,1
134675,NashQ,1,-1
134676,Random,-1,1
134677,NashQ,1,-1
134678,NashQ,1,-1
134679,NashQ,1,-1
134680,NashQ,1,-1
134681,NashQ,1,-1
134682,NashQ,1,-1
134683,NashQ,1,-1
134684,NashQ,1,-1
134685,NashQ,1,-1
134686,NashQ,1,-1
134687,NashQ,1,-1
134688,NashQ,1,-1
134689,Random,-1,1
134690,NashQ,1,-1
134691,Random,-1,1
134692,NashQ,1,-1
134693,Random,-1,1
134694,NashQ,1,-1
134695,Random,-1,1
134696,NashQ,1,-1
134697,NashQ,1,-1
134698,NashQ,1,-1
134699,NashQ,1,-1
134700,NashQ,1,-1
134701,Random,-1,1
134702,NashQ,1,-1
134703,NashQ,1,-1
134704,NashQ,1,-1
134705,NashQ,1,-1
134706,NashQ,1,-1
134707,NashQ,1,-1
134708,NashQ,1,-1
134709,NashQ,1,-1
134710,Random,-1,1
134711,Random,-1,1
134712,NashQ,1,-1
134713,NashQ,1,-1
134714,NashQ,1,-1
134715,Random,-1,1
134716,NashQ,1,-1
134717,NashQ,1,-1
134718,NashQ,1,-1
134719,NashQ,1,-1
134720,NashQ,1,-1
134721,NashQ,1,-1
134722,Random,-1,1
134723,NashQ,1,-1
134724,NashQ,1,-1
134725,NashQ,1,-1
134726,Random,-1,1
134727,Random,-1,1
134728,NashQ,1,-1
134729,NashQ,1,-1
134730,NashQ,1,-1
134731,NashQ,1,-1
134732,NashQ,1,-1
134733,NashQ,1,-1
134734,NashQ,1,-1
134735,Random,-1,1
134736,Random,-1,1
134737,NashQ,1,-1
134738,NashQ,1,-1
134739,NashQ,1,-1
134740,NashQ,1,-1
134741,Random,-1,1
134742,NashQ,1,-1
134743,NashQ,1,-1
134744,Random,-1,1
134745,NashQ,1,-1
134746,NashQ,1,-1
134747,NashQ,1,-1
134748,NashQ,1,-1
134749,Random,-1,1
134750,Random,-1,1
134751,NashQ,1,-1
134752,Random,-1,1
134753,NashQ,1,-1
134754,Random,-1,1
134755,NashQ,1,-1
134756,NashQ,1,-1
134757,NashQ,1,-1
134758,Random,-1,1
134759,NashQ,1,-1
134760,NashQ,1,-1
134761,Random,-1,1
134762,NashQ,1,-1
134763,NashQ,1,-1
134764,Random,-1,1
134765,NashQ,1,-1
134766,NashQ,1,-1
134767,NashQ,1,-1
134768,NashQ,1,-1
134769,Random,-1,1
134770,NashQ,1,-1
134771,NashQ,1,-1
134772,NashQ,1,-1
134773,NashQ,1,-1
134774,Random,-1,1
134775,Random,-1,1
134776,NashQ,1,-1
134777,NashQ,1,-1
134778,Random,-1,1
134779,Random,-1,1
134780,NashQ,1,-1
134781,NashQ,1,-1
134782,NashQ,1,-1
134783,NashQ,1,-1
134784,NashQ,1,-1
134785,NashQ,1,-1
134786,NashQ,1,-1
134787,NashQ,1,-1
134788,Random,-1,1
134789,NashQ,1,-1
134790,Random,-1,1
134791,NashQ,1,-1
134792,NashQ,1,-1
134793,NashQ,1,-1
134794,NashQ,1,-1
134795,NashQ,1,-1
134796,NashQ,1,-1
134797,NashQ,1,-1
134798,NashQ,1,-1
134799,Random,-1,1
134800,Random,-1,1
134801,NashQ,1,-1
134802,NashQ,1,-1
134803,NashQ,1,-1
134804,Random,-1,1
134805,NashQ,1,-1
134806,NashQ,1,-1
134807,NashQ,1,-1
134808,NashQ,1,-1
134809,NashQ,1,-1
134810,NashQ,1,-1
134811,NashQ,1,-1
134812,NashQ,1,-1
134813,NashQ,1,-1
134814,NashQ,1,-1
134815,Random,-1,1
134816,NashQ,1,-1
134817,NashQ,1,-1
134818,NashQ,1,-1
134819,NashQ,1,-1
134820,NashQ,1,-1
134821,NashQ,1,-1
134822,NashQ,1,-1
134823,NashQ,1,-1
134824,Random,-1,1
134825,NashQ,1,-1
134826,Random,-1,1
134827,NashQ,1,-1
134828,NashQ,1,-1
134829,NashQ,1,-1
134830,NashQ,1,-1
134831,NashQ,1,-1
134832,NashQ,1,-1
134833,NashQ,1,-1
134834,NashQ,1,-1
134835,NashQ,1,-1
134836,NashQ,1,-1
134837,NashQ,1,-1
134838,NashQ,1,-1
134839,Random,-1,1
134840,NashQ,1,-1
134841,Random,-1,1
134842,NashQ,1,-1
134843,NashQ,1,-1
134844,Random,-1,1
134845,NashQ,1,-1
134846,Random,-1,1
134847,NashQ,1,-1
134848,NashQ,1,-1
134849,NashQ,1,-1
134850,NashQ,1,-1
134851,NashQ,1,-1
134852,Random,-1,1
134853,NashQ,1,-1
134854,NashQ,1,-1
134855,NashQ,1,-1
134856,Random,-1,1
134857,NashQ,1,-1
134858,NashQ,1,-1
134859,NashQ,1,-1
134860,NashQ,1,-1
134861,NashQ,1,-1
134862,NashQ,1,-1
134863,NashQ,1,-1
134864,NashQ,1,-1
134865,NashQ,1,-1
134866,Random,-1,1
134867,NashQ,1,-1
134868,NashQ,1,-1
134869,NashQ,1,-1
134870,Random,-1,1
134871,Random,-1,1
134872,NashQ,1,-1
134873,NashQ,1,-1
134874,NashQ,1,-1
134875,NashQ,1,-1
134876,NashQ,1,-1
134877,Random,-1,1
134878,NashQ,1,-1
134879,NashQ,1,-1
134880,NashQ,1,-1
134881,NashQ,1,-1
134882,NashQ,1,-1
134883,NashQ,1,-1
134884,NashQ,1,-1
134885,NashQ,1,-1
134886,NashQ,1,-1
134887,NashQ,1,-1
134888,NashQ,1,-1
134889,NashQ,1,-1
134890,NashQ,1,-1
134891,NashQ,1,-1
134892,NashQ,1,-1
134893,NashQ,1,-1
134894,NashQ,1,-1
134895,NashQ,1,-1
134896,NashQ,1,-1
134897,NashQ,1,-1
134898,NashQ,1,-1
134899,NashQ,1,-1
134900,Random,-1,1
134901,Random,-1,1
134902,NashQ,1,-1
134903,NashQ,1,-1
134904,NashQ,1,-1
134905,NashQ,1,-1
134906,Random,-1,1
134907,NashQ,1,-1
134908,NashQ,1,-1
134909,NashQ,1,-1
134910,NashQ,1,-1
134911,Random,-1,1
134912,NashQ,1,-1
134913,NashQ,1,-1
134914,NashQ,1,-1
134915,NashQ,1,-1
134916,NashQ,1,-1
134917,NashQ,1,-1
134918,NashQ,1,-1
134919,NashQ,1,-1
134920,NashQ,1,-1
134921,NashQ,1,-1
134922,NashQ,1,-1
134923,NashQ,1,-1
134924,NashQ,1,-1
134925,NashQ,1,-1
134926,NashQ,1,-1
134927,NashQ,1,-1
134928,NashQ,1,-1
134929,Random,-1,1
134930,NashQ,1,-1
134931,NashQ,1,-1
134932,NashQ,1,-1
134933,Random,-1,1
134934,Random,-1,1
134935,NashQ,1,-1
134936,NashQ,1,-1
134937,NashQ,1,-1
134938,NashQ,1,-1
134939,NashQ,1,-1
134940,NashQ,1,-1
134941,NashQ,1,-1
134942,Random,-1,1
134943,NashQ,1,-1
134944,NashQ,1,-1
134945,NashQ,1,-1
134946,NashQ,1,-1
134947,NashQ,1,-1
134948,NashQ,1,-1
134949,Random,-1,1
134950,NashQ,1,-1
134951,Random,-1,1
134952,Random,-1,1
134953,NashQ,1,-1
134954,NashQ,1,-1
134955,NashQ,1,-1
134956,Random,-1,1
134957,NashQ,1,-1
134958,NashQ,1,-1
134959,NashQ,1,-1
134960,NashQ,1,-1
134961,NashQ,1,-1
134962,Random,-1,1
134963,Random,-1,1
134964,NashQ,1,-1
134965,Random,-1,1
134966,Random,-1,1
134967,NashQ,1,-1
134968,NashQ,1,-1
134969,NashQ,1,-1
134970,NashQ,1,-1
134971,NashQ,1,-1
134972,NashQ,1,-1
134973,NashQ,1,-1
134974,Random,-1,1
134975,NashQ,1,-1
134976,NashQ,1,-1
134977,Random,-1,1
134978,NashQ,1,-1
134979,NashQ,1,-1
134980,Random,-1,1
134981,NashQ,1,-1
134982,NashQ,1,-1
134983,NashQ,1,-1
134984,NashQ,1,-1
134985,NashQ,1,-1
134986,NashQ,1,-1
134987,NashQ,1,-1
134988,NashQ,1,-1
134989,NashQ,1,-1
134990,NashQ,1,-1
134991,NashQ,1,-1
134992,NashQ,1,-1
134993,NashQ,1,-1
134994,Random,-1,1
134995,NashQ,1,-1
134996,NashQ,1,-1
134997,NashQ,1,-1
134998,NashQ,1,-1
134999,NashQ,1,-1
135000,NashQ,1,-1
135001,NashQ,1,-1
135002,Random,-1,1
135003,NashQ,1,-1
135004,NashQ,1,-1
135005,NashQ,1,-1
135006,NashQ,1,-1
135007,Random,-1,1
135008,NashQ,1,-1
135009,NashQ,1,-1
135010,NashQ,1,-1
135011,NashQ,1,-1
135012,Random,-1,1
135013,NashQ,1,-1
135014,NashQ,1,-1
135015,NashQ,1,-1
135016,NashQ,1,-1
135017,NashQ,1,-1
135018,NashQ,1,-1
135019,Random,-1,1
135020,NashQ,1,-1
135021,NashQ,1,-1
135022,Random,-1,1
135023,NashQ,1,-1
135024,NashQ,1,-1
135025,Random,-1,1
135026,NashQ,1,-1
135027,NashQ,1,-1
135028,NashQ,1,-1
135029,NashQ,1,-1
135030,NashQ,1,-1
135031,Random,-1,1
135032,Random,-1,1
135033,NashQ,1,-1
135034,NashQ,1,-1
135035,Random,-1,1
135036,Random,-1,1
135037,NashQ,1,-1
135038,NashQ,1,-1
135039,NashQ,1,-1
135040,Random,-1,1
135041,NashQ,1,-1
135042,NashQ,1,-1
135043,NashQ,1,-1
135044,NashQ,1,-1
135045,NashQ,1,-1
135046,NashQ,1,-1
135047,NashQ,1,-1
135048,draw,0,0
135049,NashQ,1,-1
135050,NashQ,1,-1
135051,NashQ,1,-1
135052,NashQ,1,-1
135053,NashQ,1,-1
135054,NashQ,1,-1
135055,NashQ,1,-1
135056,NashQ,1,-1
135057,Random,-1,1
135058,NashQ,1,-1
135059,NashQ,1,-1
135060,NashQ,1,-1
135061,NashQ,1,-1
135062,NashQ,1,-1
135063,NashQ,1,-1
135064,NashQ,1,-1
135065,NashQ,1,-1
135066,Random,-1,1
135067,NashQ,1,-1
135068,NashQ,1,-1
135069,NashQ,1,-1
135070,Random,-1,1
135071,NashQ,1,-1
135072,NashQ,1,-1
135073,NashQ,1,-1
135074,NashQ,1,-1
135075,NashQ,1,-1
135076,NashQ,1,-1
135077,Random,-1,1
135078,NashQ,1,-1
135079,NashQ,1,-1
135080,NashQ,1,-1
135081,NashQ,1,-1
135082,NashQ,1,-1
135083,NashQ,1,-1
135084,NashQ,1,-1
135085,Random,-1,1
135086,NashQ,1,-1
135087,Random,-1,1
135088,NashQ,1,-1
135089,NashQ,1,-1
135090,Random,-1,1
135091,Random,-1,1
135092,NashQ,1,-1
135093,NashQ,1,-1
135094,NashQ,1,-1
135095,NashQ,1,-1
135096,NashQ,1,-1
135097,NashQ,1,-1
135098,Random,-1,1
135099,NashQ,1,-1
135100,NashQ,1,-1
135101,Random,-1,1
135102,NashQ,1,-1
135103,NashQ,1,-1
135104,NashQ,1,-1
135105,NashQ,1,-1
135106,NashQ,1,-1
135107,Random,-1,1
135108,Random,-1,1
135109,NashQ,1,-1
135110,NashQ,1,-1
135111,NashQ,1,-1
135112,NashQ,1,-1
135113,NashQ,1,-1
135114,NashQ,1,-1
135115,NashQ,1,-1
135116,Random,-1,1
135117,NashQ,1,-1
135118,NashQ,1,-1
135119,NashQ,1,-1
135120,NashQ,1,-1
135121,NashQ,1,-1
135122,NashQ,1,-1
135123,NashQ,1,-1
135124,NashQ,1,-1
135125,NashQ,1,-1
135126,NashQ,1,-1
135127,NashQ,1,-1
135128,NashQ,1,-1
135129,NashQ,1,-1
135130,NashQ,1,-1
135131,NashQ,1,-1
135132,NashQ,1,-1
135133,NashQ,1,-1
135134,NashQ,1,-1
135135,NashQ,1,-1
135136,NashQ,1,-1
135137,NashQ,1,-1
135138,Random,-1,1
135139,Random,-1,1
135140,NashQ,1,-1
135141,draw,0,0
135142,NashQ,1,-1
135143,NashQ,1,-1
135144,NashQ,1,-1
135145,NashQ,1,-1
135146,NashQ,1,-1
135147,Random,-1,1
135148,NashQ,1,-1
135149,NashQ,1,-1
135150,NashQ,1,-1
135151,Random,-1,1
135152,NashQ,1,-1
135153,NashQ,1,-1
135154,NashQ,1,-1
135155,NashQ,1,-1
135156,NashQ,1,-1
135157,NashQ,1,-1
135158,NashQ,1,-1
135159,NashQ,1,-1
135160,Random,-1,1
135161,NashQ,1,-1
135162,NashQ,1,-1
135163,NashQ,1,-1
135164,NashQ,1,-1
135165,NashQ,1,-1
135166,Random,-1,1
135167,NashQ,1,-1
135168,NashQ,1,-1
135169,Random,-1,1
135170,NashQ,1,-1
135171,NashQ,1,-1
135172,NashQ,1,-1
135173,NashQ,1,-1
135174,NashQ,1,-1
135175,NashQ,1,-1
135176,NashQ,1,-1
135177,NashQ,1,-1
135178,Random,-1,1
135179,NashQ,1,-1
135180,NashQ,1,-1
135181,NashQ,1,-1
135182,NashQ,1,-1
135183,Random,-1,1
135184,Random,-1,1
135185,NashQ,1,-1
135186,NashQ,1,-1
135187,NashQ,1,-1
135188,Random,-1,1
135189,NashQ,1,-1
135190,NashQ,1,-1
135191,NashQ,1,-1
135192,NashQ,1,-1
135193,NashQ,1,-1
135194,NashQ,1,-1
135195,NashQ,1,-1
135196,NashQ,1,-1
135197,NashQ,1,-1
135198,NashQ,1,-1
135199,NashQ,1,-1
135200,NashQ,1,-1
135201,NashQ,1,-1
135202,NashQ,1,-1
135203,NashQ,1,-1
135204,NashQ,1,-1
135205,Random,-1,1
135206,NashQ,1,-1
135207,NashQ,1,-1
135208,NashQ,1,-1
135209,NashQ,1,-1
135210,Random,-1,1
135211,NashQ,1,-1
135212,NashQ,1,-1
135213,NashQ,1,-1
135214,NashQ,1,-1
135215,Random,-1,1
135216,NashQ,1,-1
135217,NashQ,1,-1
135218,NashQ,1,-1
135219,NashQ,1,-1
135220,NashQ,1,-1
135221,NashQ,1,-1
135222,NashQ,1,-1
135223,Random,-1,1
135224,Random,-1,1
135225,NashQ,1,-1
135226,NashQ,1,-1
135227,NashQ,1,-1
135228,NashQ,1,-1
135229,Random,-1,1
135230,NashQ,1,-1
135231,Random,-1,1
135232,NashQ,1,-1
135233,Random,-1,1
135234,NashQ,1,-1
135235,NashQ,1,-1
135236,NashQ,1,-1
135237,NashQ,1,-1
135238,NashQ,1,-1
135239,Random,-1,1
135240,NashQ,1,-1
135241,Random,-1,1
135242,NashQ,1,-1
135243,Random,-1,1
135244,Random,-1,1
135245,NashQ,1,-1
135246,NashQ,1,-1
135247,NashQ,1,-1
135248,NashQ,1,-1
135249,NashQ,1,-1
135250,NashQ,1,-1
135251,NashQ,1,-1
135252,NashQ,1,-1
135253,Random,-1,1
135254,NashQ,1,-1
135255,Random,-1,1
135256,NashQ,1,-1
135257,NashQ,1,-1
135258,NashQ,1,-1
135259,Random,-1,1
135260,NashQ,1,-1
135261,NashQ,1,-1
135262,NashQ,1,-1
135263,NashQ,1,-1
135264,NashQ,1,-1
135265,NashQ,1,-1
135266,NashQ,1,-1
135267,NashQ,1,-1
135268,NashQ,1,-1
135269,NashQ,1,-1
135270,Random,-1,1
135271,NashQ,1,-1
135272,Random,-1,1
135273,NashQ,1,-1
135274,NashQ,1,-1
135275,NashQ,1,-1
135276,Random,-1,1
135277,Random,-1,1
135278,NashQ,1,-1
135279,NashQ,1,-1
135280,Random,-1,1
135281,NashQ,1,-1
135282,NashQ,1,-1
135283,NashQ,1,-1
135284,NashQ,1,-1
135285,NashQ,1,-1
135286,NashQ,1,-1
135287,Random,-1,1
135288,NashQ,1,-1
135289,Random,-1,1
135290,NashQ,1,-1
135291,NashQ,1,-1
135292,NashQ,1,-1
135293,NashQ,1,-1
135294,NashQ,1,-1
135295,Random,-1,1
135296,NashQ,1,-1
135297,NashQ,1,-1
135298,NashQ,1,-1
135299,NashQ,1,-1
135300,NashQ,1,-1
135301,NashQ,1,-1
135302,NashQ,1,-1
135303,Random,-1,1
135304,NashQ,1,-1
135305,NashQ,1,-1
135306,Random,-1,1
135307,NashQ,1,-1
135308,NashQ,1,-1
135309,NashQ,1,-1
135310,NashQ,1,-1
135311,NashQ,1,-1
135312,NashQ,1,-1
135313,NashQ,1,-1
135314,Random,-1,1
135315,NashQ,1,-1
135316,NashQ,1,-1
135317,Random,-1,1
135318,Random,-1,1
135319,NashQ,1,-1
135320,NashQ,1,-1
135321,NashQ,1,-1
135322,NashQ,1,-1
135323,NashQ,1,-1
135324,NashQ,1,-1
135325,NashQ,1,-1
135326,NashQ,1,-1
135327,NashQ,1,-1
135328,NashQ,1,-1
135329,Random,-1,1
135330,NashQ,1,-1
135331,NashQ,1,-1
135332,Random,-1,1
135333,NashQ,1,-1
135334,Random,-1,1
135335,Random,-1,1
135336,NashQ,1,-1
135337,NashQ,1,-1
135338,NashQ,1,-1
135339,NashQ,1,-1
135340,NashQ,1,-1
135341,NashQ,1,-1
135342,Random,-1,1
135343,NashQ,1,-1
135344,Random,-1,1
135345,NashQ,1,-1
135346,NashQ,1,-1
135347,NashQ,1,-1
135348,NashQ,1,-1
135349,NashQ,1,-1
135350,NashQ,1,-1
135351,NashQ,1,-1
135352,NashQ,1,-1
135353,NashQ,1,-1
135354,NashQ,1,-1
135355,NashQ,1,-1
135356,NashQ,1,-1
135357,NashQ,1,-1
135358,NashQ,1,-1
135359,NashQ,1,-1
135360,NashQ,1,-1
135361,NashQ,1,-1
135362,NashQ,1,-1
135363,NashQ,1,-1
135364,NashQ,1,-1
135365,NashQ,1,-1
135366,NashQ,1,-1
135367,NashQ,1,-1
135368,NashQ,1,-1
135369,Random,-1,1
135370,Random,-1,1
135371,NashQ,1,-1
135372,Random,-1,1
135373,Random,-1,1
135374,Random,-1,1
135375,NashQ,1,-1
135376,Random,-1,1
135377,NashQ,1,-1
135378,NashQ,1,-1
135379,NashQ,1,-1
135380,NashQ,1,-1
135381,NashQ,1,-1
135382,NashQ,1,-1
135383,NashQ,1,-1
135384,NashQ,1,-1
135385,NashQ,1,-1
135386,NashQ,1,-1
135387,Random,-1,1
135388,NashQ,1,-1
135389,Random,-1,1
135390,NashQ,1,-1
135391,NashQ,1,-1
135392,NashQ,1,-1
135393,NashQ,1,-1
135394,NashQ,1,-1
135395,NashQ,1,-1
135396,Random,-1,1
135397,NashQ,1,-1
135398,NashQ,1,-1
135399,NashQ,1,-1
135400,NashQ,1,-1
135401,NashQ,1,-1
135402,Random,-1,1
135403,NashQ,1,-1
135404,NashQ,1,-1
135405,NashQ,1,-1
135406,NashQ,1,-1
135407,NashQ,1,-1
135408,NashQ,1,-1
135409,Random,-1,1
135410,NashQ,1,-1
135411,NashQ,1,-1
135412,NashQ,1,-1
135413,NashQ,1,-1
135414,NashQ,1,-1
135415,NashQ,1,-1
135416,NashQ,1,-1
135417,NashQ,1,-1
135418,NashQ,1,-1
135419,NashQ,1,-1
135420,NashQ,1,-1
135421,NashQ,1,-1
135422,NashQ,1,-1
135423,NashQ,1,-1
135424,NashQ,1,-1
135425,NashQ,1,-1
135426,NashQ,1,-1
135427,NashQ,1,-1
135428,NashQ,1,-1
135429,NashQ,1,-1
135430,NashQ,1,-1
135431,NashQ,1,-1
135432,NashQ,1,-1
135433,Random,-1,1
135434,NashQ,1,-1
135435,NashQ,1,-1
135436,NashQ,1,-1
135437,NashQ,1,-1
135438,NashQ,1,-1
135439,NashQ,1,-1
135440,NashQ,1,-1
135441,Random,-1,1
135442,NashQ,1,-1
135443,NashQ,1,-1
135444,NashQ,1,-1
135445,NashQ,1,-1
135446,NashQ,1,-1
135447,NashQ,1,-1
135448,Random,-1,1
135449,NashQ,1,-1
135450,NashQ,1,-1
135451,NashQ,1,-1
135452,Random,-1,1
135453,Random,-1,1
135454,NashQ,1,-1
135455,NashQ,1,-1
135456,NashQ,1,-1
135457,NashQ,1,-1
135458,Random,-1,1
135459,Random,-1,1
135460,NashQ,1,-1
135461,NashQ,1,-1
135462,NashQ,1,-1
135463,NashQ,1,-1
135464,NashQ,1,-1
135465,Random,-1,1
135466,NashQ,1,-1
135467,NashQ,1,-1
135468,Random,-1,1
135469,NashQ,1,-1
135470,NashQ,1,-1
135471,NashQ,1,-1
135472,Random,-1,1
135473,NashQ,1,-1
135474,NashQ,1,-1
135475,NashQ,1,-1
135476,NashQ,1,-1
135477,NashQ,1,-1
135478,NashQ,1,-1
135479,Random,-1,1
135480,NashQ,1,-1
135481,NashQ,1,-1
135482,Random,-1,1
135483,Random,-1,1
135484,NashQ,1,-1
135485,NashQ,1,-1
135486,NashQ,1,-1
135487,NashQ,1,-1
135488,NashQ,1,-1
135489,Random,-1,1
135490,NashQ,1,-1
135491,NashQ,1,-1
135492,NashQ,1,-1
135493,Random,-1,1
135494,NashQ,1,-1
135495,Random,-1,1
135496,NashQ,1,-1
135497,NashQ,1,-1
135498,NashQ,1,-1
135499,NashQ,1,-1
135500,NashQ,1,-1
135501,Random,-1,1
135502,NashQ,1,-1
135503,NashQ,1,-1
135504,NashQ,1,-1
135505,NashQ,1,-1
135506,NashQ,1,-1
135507,NashQ,1,-1
135508,NashQ,1,-1
